Time,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in
11:42:17,0,0,23.5,0,0,24
11:42:18,0,0,23.5,0.45,0.46,23.5
11:42:19,0,0,23.5,0,0,23.25
11:42:20,0,0,22.75,0.45,0.46,23.75
11:42:21,0,0,23,0.45,0.46,23.75
11:42:22,0,0,23.5,0,0,23.5
11:42:23,0,0,23.25,0.45,0.47,23.25
11:42:24,0,0,22.75,0.84,0.86,23.5
11:42:25,0,0,22.75,0,0,23
11:42:26,0,0,23,0.84,0.86,23.5
11:42:27,0,0,23.5,0.45,0.46,23.5
11:42:28,0,0,23,0,0,23.5
11:42:29,0,0,22.75,0.45,0.46,23.75
11:42:30,0,0,23,0,0,23.5
11:42:31,0,0,23.5,0,0,23.75
11:42:32,0,0,23,0.84,0.87,23.25
11:42:33,0,0,23,0.84,0.87,23.25
11:42:34,0,0,23.25,0,0,23.5
11:42:35,0,0,23.25,0,0,23.25
11:42:36,0,0,23.25,0.45,0.46,23.5
11:42:37,0,0,23,0.45,0.46,23.5
11:45:03,0,0,23.25,2.17,2.22,23.75
11:45:04,0,0,23.25,0.84,0.86,23.5
11:45:05,0,0,23.5,0.84,0.86,23.5
11:45:06,0,0,23,1.28,1.31,23.75
11:45:07,0,0,23.5,1.73,1.78,23.5
11:45:08,0,0,23.5,1.73,1.78,23.5
11:45:09,0,0,23.75,1.73,1.78,23.5
11:45:10,0,0,23.5,1.73,1.78,23.5
11:45:11,0,0,23.75,2.17,2.26,23
11:45:12,0,0,23.5,1.28,1.32,23.5
11:45:13,0,0,23.25,1.73,1.78,23.5
11:45:14,0,0,23.5,1.28,1.32,23.25
11:45:15,0,0,23.25,1.28,1.32,23.25
11:45:16,0,0,23.5,1.28,1.31,23.75
11:45:17,0,0,23.5,2.17,2.21,24
11:45:18,0,0,23.25,1.28,1.32,23.5
11:45:19,0,0,23.5,3.01,3.11,23.25
11:45:20,0,0,23.5,2.17,2.23,23.5
11:45:21,0,0,23.5,1.73,1.77,23.75
11:45:22,0,0,23.25,2.62,2.71,23.25
11:45:23,0,0,23.5,2.62,2.7,23.5
11:45:24,0,0,23.5,1.28,1.32,23.5
11:45:25,0,0,23.5,2.17,2.24,23.25
11:45:26,0,0,23.5,0.84,0.86,23.75
11:45:27,0,0,23.5,3.01,3.13,23
11:45:28,0,0,23.25,2.17,2.23,23.5
11:45:29,0,0,23.25,0.84,0.87,23
11:45:30,0,0,22.75,3.01,3.1,23.5
11:45:31,0,0,23.5,1.73,1.77,23.75
11:45:32,0,0,23,1.73,1.78,23.5
11:45:33,0,0,23.75,1.73,1.79,23.25
11:45:34,0,0,22.75,0,0,23.5
11:45:35,0,0,23.5,1.73,1.78,23.5
11:45:36,0,0,23.25,1.28,1.32,23.25
11:45:37,0,0,23.25,1.28,1.32,23.5
11:45:38,0,0,22.75,1.73,1.78,23.5
11:45:39,0,0,23.5,1.28,1.32,23.25
11:45:40,0,0,23.5,1.28,1.32,23.5
11:45:41,0,0,23.5,1.73,1.77,23.75
11:45:42,0,0,23.5,1.73,1.78,23.5
11:45:43,0,0,23.75,1.28,1.32,23.25
11:45:44,0,0,23.75,1.73,1.77,23.75
11:45:45,0,0,23.5,1.73,1.78,23.5
11:45:46,0,0,23.5,2.62,2.68,23.75
11:45:46,0,0,23.5,1.28,1.32,23.25
11:45:47,0,0,23.75,2.17,2.24,23.25
11:45:49,0,0,23,1.28,1.32,23.25
11:45:49,0,0,23.5,1.28,1.31,23.75
11:45:50,0,0,23.25,3.01,3.1,23.5
11:45:51,0,0,23.5,2.62,2.7,23.5
11:45:52,0,0,23.25,2.62,2.7,23.5
11:45:53,0,0,23.25,1.73,1.77,23.75
11:45:54,0,0,23.5,1.73,1.78,23.5
11:45:55,0,0,23.5,2.17,2.22,23.75
11:45:56,0,0,23,3.01,3.13,23
11:45:57,0,0,23.5,1.73,1.79,23.25
11:45:58,0,0,23.5,3.01,3.1,23.5
11:45:59,0,0,23.5,1.73,1.78,23.5
11:46:00,0,0,22.75,1.73,1.78,23.5
11:46:01,0,0,23.25,2.62,2.7,23.5
11:46:02,0,0,23.25,0.84,0.87,23
11:46:03,0,0,24,2.17,2.23,23.5
11:46:04,0,0,23.75,2.62,2.71,23.25
11:46:05,0,0,23.5,1.73,1.79,23.25
11:46:06,0,0,23.5,1.28,1.32,23.25
11:46:07,0,0,23.75,1.73,1.78,23.5
11:46:08,0,0,23.25,0.84,0.86,23.5
11:46:09,0,0,23.25,1.28,1.3,24
11:46:10,0,0,23.5,1.28,1.32,23.5
11:46:11,0,0,23.5,1.73,1.77,23.75
11:46:12,0,0,23.5,3.01,3.1,23.5
11:46:13,0,0,23.75,5.24,5.42,23.25
11:46:14,0,0,22.75,6.08,6.23,23.75
11:46:15,0,0,23.25,7.41,7.63,23.5
11:46:16,0,0,23.5,9.14,9.36,23.75
11:46:17,0,0,23.25,10.87,11.19,23.5
11:46:18,0,0,23.25,11.32,11.65,23.5
11:46:19,0,0,23.5,11.78,12.13,23.5
11:46:20,0,0,23,13.5,13.9,23.5
11:46:21,0,0,23.5,14.4,14.9,23.25
11:46:22,0,0,23.25,15.68,16.22,23.25
11:46:23,0,0,23.5,17.41,18.01,23.25
11:46:24,0,0,23,18.31,18.94,23.25
11:46:25,0,0,23,20.49,21.09,23.5
11:46:26,0,0,23.5,22.22,22.87,23.5
11:46:27,0,0,23.25,23.96,24.78,23.25
11:46:28,0,0,23.25,25.3,26.04,23.5
11:46:29,0,0,23.5,27.01,27.94,23.25
11:46:30,0,0,23.25,28.36,29.19,23.5
11:46:30,0,0,23.25,29.19,30.19,23.25
11:46:31,0,0,23.5,30.53,31.43,23.5
11:46:32,0,0,23.5,31.4,32.32,23.5
11:46:33,0,0,23.25,31.87,32.8,23.5
11:46:34,0,0,23,33.19,34.33,23.25
11:46:35,0,0,23.5,34.48,35.49,23.5
11:46:36,0,0,22.75,35.75,36.98,23.25
11:46:37,0,0,23.5,35.8,37.03,23.25
11:46:38,0,0,22.75,38.37,39.5,23.5
11:46:39,0,0,23.25,37.15,38.62,23
11:46:40,0,0,23.25,38.86,40.2,23.25
11:46:41,0,0,23.5,40.17,41.55,23.25
11:46:42,0,0,23.5,40.57,41.56,23.75
11:46:43,0,0,23.5,40.6,41.79,23.5
11:46:44,0,0,23.5,41.49,42.71,23.5
11:46:45,0,0,23.75,41.95,43.18,23.5
11:46:46,0,0,23.25,42.43,43.67,23.5
11:46:47,0,0,23.5,42.82,44.08,23.5
11:46:48,0,0,23.25,44.13,45.42,23.5
11:46:49,0,0,23.75,44.17,45.47,23.5
11:46:50,0,0,23.25,46.33,48.4,22.75
11:46:51,0,0,22.75,46.79,48.4,23.25
11:46:52,0,0,23.5,47.65,49.05,23.5
11:46:53,0,0,23.5,49.44,50.89,23.5
11:46:54,0,0,23.25,50.29,51.77,23.5
11:46:55,0,0,23.5,52.01,54.33,22.75
11:46:56,0,0,23.5,53.37,54.94,23.5
11:46:57,0,0,23.25,54.67,56.55,23.25
11:46:58,0,0,23.5,56.42,58.36,23.25
11:46:59,0,0,23.5,57.77,59.46,23.5
11:47:00,0,0,23,58.7,60.72,23.25
11:47:01,0,0,23.25,60.87,62.96,23.25
11:47:02,0,0,23.5,63.47,65.65,23.25
11:47:03,0,0,23.25,63.58,65.45,23.5
11:47:04,0,0,23.25,68.28,70.98,23
11:47:05,0,0,23.5,70.47,72.54,23.5
11:47:06,0,0,23,70.64,72.71,23.5
11:47:07,0,0,23.25,73.6,76.13,23.25
11:47:08,0,0,23.5,75.8,78.79,23
11:47:09,0,0,23.75,78,80.29,23.5
11:47:10,0,0,23.25,79.82,81.76,23.75
11:47:11,0,0,23.25,82.02,84.43,23.5
11:47:12,0,0,23,84.26,86.31,23.75
11:47:13,0,0,23.5,86.83,89.38,23.5
11:47:14,0,0,23.25,89.1,91.71,23.5
11:47:15,0,0,22.75,92.13,94.37,23.75
11:47:16,0,0,23.5,94.35,97.6,23.25
11:47:17,0,0,23.25,97.44,99.81,23.75
11:47:18,0,0,23.5,98.91,102.31,23.25
11:47:19,0,0,23,103.7,107.8,23
11:47:20,0,0,23.25,106.7,109.3,23.75
11:47:20,0,0,23.5,107.8,110.96,23.5
11:47:21,0,0,23.25,111.7,114.42,23.75
11:47:22,0,0,23.75,116,119.4,23.5
11:47:23,0,0,22.75,118.9,122.39,23.5
11:47:24,0,0,23,124.1,127.74,23.5
11:47:25,0,0,23.25,128.6,132.37,23.5
11:47:26,0,0,23,134.5,138.45,23.5
11:47:27,0,0,23.25,140.2,145.02,23.25
11:47:28,0,0,23,146.1,150.39,23.5
11:47:29,0,0,23.5,151,156.19,23.25
11:47:30,0,0,23.25,157.7,163.12,23.25
11:47:31,0,0,23.5,164.5,170.16,23.25
11:47:32,0,0,23,171.2,176.22,23.5
11:47:33,0,0,23,177.6,182.81,23.5
11:47:34,0,0,23.5,186.3,191.77,23.5
11:47:36,0,0,23.5,194.2,199.9,23.5
11:47:36,0,0,23.25,202.8,208.75,23.5
11:47:37,0,0,23,211.3,219.65,23
11:47:38,0,0,23.5,220,226.45,23.5
11:47:39,0,0,23.5,228.8,237.84,23
11:47:40,0,0,23.25,239.4,250.09,22.75
11:47:41,0,0,23.5,247.7,254.97,23.5
11:47:42,0,0,23.25,258,265.57,23.5
11:47:43,4.35,4.48,23.5,266,273.8,23.5
11:47:44,2.87,2.95,23.5,274.4,285.24,23
11:47:45,4.35,4.5,23.25,282.5,290.79,23.5
11:47:46,4.35,4.54,22.75,290.5,301.98,23
11:47:47,3.61,3.72,23.5,298.3,310.08,23
11:47:48,5.83,6,23.5,305.2,312.62,23.75
11:47:49,4.35,4.48,23.5,311,321.7,23.25
11:47:50,3.61,3.7,23.75,317.3,326.61,23.5
11:47:51,5.83,6.03,23.25,324.1,331.98,23.75
11:47:52,2.87,2.97,23.25,329.6,337.62,23.75
11:47:53,5.83,5.97,23.75,334.8,344.62,23.5
11:47:54,5.09,5.24,23.5,340.9,354.37,23
11:47:55,3.61,3.72,23.5,345.8,359.46,23
11:47:56,4.35,4.48,23.5,350.4,360.68,23.5
11:47:57,4.35,4.48,23.5,354.9,368.92,23
11:47:58,5.83,6.03,23.25,359,371.35,23.25
11:47:59,5.09,5.29,23,362.7,375.17,23.25
11:48:00,5.83,6.03,23.25,367.3,379.93,23.25
11:48:01,5.83,6.03,23.25,369.8,382.52,23.25
11:48:02,2.87,2.95,23.5,373.6,384.56,23.5
11:48:03,3.61,3.73,23.25,375.5,388.41,23.25
11:48:04,7.96,8.23,23.25,378.4,389.5,23.5
11:48:05,6.48,6.7,23.25,380.9,395.95,23
11:48:06,6.48,6.67,23.5,384.1,393.44,23.75
11:48:07,8.7,8.96,23.5,387.2,400.52,23.25
11:48:08,8.7,8.96,23.5,387.8,397.23,23.75
11:48:09,11.57,11.97,23.25,391.2,404.65,23.25
11:48:10,12.31,12.73,23.25,393.4,408.94,23
11:48:10,13.05,13.5,23.25,395.8,405.43,23.75
11:48:11,15.92,16.47,23.25,397.3,406.97,23.75
11:48:12,18.79,19.44,23.25,399.6,413.34,23.25
11:48:13,22.41,22.96,23.75,400.5,412.25,23.5
11:48:14,23.89,24.59,23.5,401.9,413.69,23.5
11:48:15,26.76,27.55,23.5,403.3,417.17,23.25
11:48:16,32.58,33.54,23.5,405.5,419.45,23.25
11:48:17,35.47,36.51,23.5,406.5,420.48,23.25
11:48:18,40.56,41.75,23.5,408.2,422.24,23.25
11:48:19,42.71,44.4,23,410.2,422.23,23.5
11:48:20,49.2,51.14,23,411,425.14,23.25
11:48:21,55.03,56.92,23.25,411.8,421.82,23.75
11:48:22,62.26,64.09,23.5,413.1,423.15,23.75
11:48:23,67.37,70.03,23,414.2,424.28,23.75
11:48:24,72.39,74.88,23.25,415.5,429.79,23.25
11:48:25,78.97,81.69,23.25,416.3,426.43,23.75
11:48:26,86.22,88.75,23.5,417.5,429.75,23.5
11:48:27,95.59,98.88,23.25,418.4,437.09,22.75
11:48:28,104.3,107.89,23.25,418.5,428.68,23.75
11:48:29,112.3,115.03,23.75,419.5,431.81,23.5
11:48:30,121.1,124.05,23.75,419.4,433.82,23.25
11:48:31,130.4,134.23,23.5,420.5,432.84,23.5
11:48:32,139.9,143.3,23.75,421.7,438.36,23
11:48:33,148,151.6,23.75,422,434.38,23.5
11:48:34,158.8,164.26,23.25,423,435.41,23.5
11:48:35,167.6,173.36,23.25,424.4,439,23.25
11:48:36,179.3,185.47,23.25,424.5,439.1,23.25
11:48:37,191.6,197.22,23.5,425.2,442,23
11:48:38,204.7,211.74,23.25,425.5,440.13,23.25
11:48:39,217.1,223.47,23.5,426.5,439.01,23.5
11:48:40,228.7,235.41,23.5,427.5,440.04,23.5
11:48:41,242.6,249.72,23.5,428.3,443.03,23.25
11:48:42,254.3,263.05,23.25,428.9,441.48,23.5
11:48:43,267.4,275.24,23.5,428.8,441.38,23.5
11:48:44,282.8,289.68,23.75,429.2,441.79,23.5
11:48:45,297.4,307.63,23.25,429.8,444.58,23.25
11:48:46,311.3,320.43,23.5,429.7,442.31,23.5
11:48:47,325.2,336.38,23.25,430.7,445.51,23.25
11:48:48,339.2,349.15,23.5,431.7,448.75,23
11:48:49,355.3,365.72,23.5,432,449.06,23
11:48:50,370,379,23.75,431.7,444.36,23.5
11:48:51,387.5,400.83,23.25,432.4,447.27,23.25
11:48:52,405.9,417.81,23.5,433.4,448.31,23.25
11:48:53,420.6,432.94,23.5,433.8,450.94,23
11:48:54,438.2,453.27,23.25,434.5,449.44,23.25
11:48:55,455.2,470.86,23.25,435.3,452.49,23
11:48:56,472.2,488.44,23.25,436.2,449,23.5
11:48:57,491.3,508.2,23.25,436.7,449.51,23.5
11:48:58,508.3,525.78,23.25,436.8,451.82,23.25
11:48:59,526.7,542.15,23.5,437.3,452.34,23.25
11:49:00,545.2,566.74,23,437.8,459.63,22.5
11:49:00,565,581.57,23.5,438.6,451.47,23.5
11:49:01,583.5,603.57,23.25,438.6,451.47,23.5
11:49:02,602.8,620.48,23.5,439.2,452.08,23.5
11:49:03,623.5,644.94,23.25,439.4,452.29,23.5
11:49:04,643.5,665.63,23.25,440,450.7,23.75
11:49:05,663.6,686.42,23.25,440.1,453.01,23.5
11:49:06,685.1,708.66,23.25,441.4,454.35,23.5
11:49:07,705.9,730.18,23.25,441.3,456.48,23.25
11:49:08,726.7,751.69,23.25,441.4,454.35,23.5
11:49:09,747.5,769.43,23.5,441.5,454.45,23.5
11:49:10,768.5,791.04,23.5,441.9,459.36,23
11:49:11,788.6,811.73,23.5,442.5,455.48,23.5
11:49:12,810.2,833.97,23.5,447.1,460.22,23.5
11:49:13,831.1,851.32,23.75,448.1,459,23.75
11:49:14,851.1,880.37,23.25,449.2,460.13,23.75
11:49:15,872,893.21,23.75,451.4,466.93,23.25
11:49:16,891.6,922.27,23.25,452.9,466.19,23.5
11:49:17,910.5,932.65,23.75,455.2,468.55,23.5
11:49:18,929.8,957.08,23.5,455.5,471.17,23.25
11:49:19,948.6,976.43,23.5,458.3,469.45,23.75
11:49:20,963.7,991.97,23.5,458.7,469.86,23.75
11:49:21,981.1,1009.88,23.5,458.7,472.16,23.5
11:49:22,998.2,1027.48,23.5,459.1,474.89,23.25
11:49:23,1014,1043.75,23.5,461.2,477.06,23.25
11:49:24,1029,1059.19,23.5,461.7,477.58,23.25
11:49:25,1044,1085.24,23,463,476.58,23.5
11:49:26,1060,1101.87,23,463.9,475.19,23.75
11:49:27,1074,1105.51,23.5,464.4,480.37,23.25
11:49:28,1087,1118.89,23.5,465.7,477.03,23.75
11:49:29,1099,1131.24,23.5,466.7,485.14,23
11:49:30,1112,1139.05,23.75,467.9,483.99,23.25
11:49:31,1120,1152.86,23.5,467.8,481.52,23.5
11:49:32,1134,1173,23.25,469.2,485.34,23.25
11:49:33,1143,1188.15,23,468.4,484.51,23.25
11:49:34,1154,1199.58,23,468.9,482.66,23.5
11:49:35,1164,1204.03,23.25,471,482.46,23.75
11:49:36,1170,1222.25,22.75,470.8,484.61,23.5
11:49:37,1182,1228.69,23,473.1,486.98,23.5
11:49:38,1187,1227.83,23.25,472.6,493.71,22.75
11:49:39,1197,1238.17,23.25,473.4,484.92,23.75
11:49:40,1202,1237.26,23.5,474,487.91,23.5
11:49:41,1210,1245.5,23.5,474.8,491.13,23.25
11:49:42,1216,1251.67,23.5,475.2,489.14,23.5
11:49:43,1223,1252.75,23.75,476.3,492.68,23.25
11:49:44,1229,1271.27,23.25,476.3,490.27,23.5
11:49:45,1233,1263,23.75,476.8,495.63,23
11:49:46,1239,1275.35,23.5,477.3,491.3,23.5
11:49:47,1241,1277.41,23.5,477,495.84,23
11:49:48,1248,1284.61,23.5,477.8,494.23,23.25
11:49:49,1252,1295.06,23.25,478,496.88,23
11:49:50,1256,1292.85,23.5,478.5,494.96,23.25
11:49:51,1260,1296.96,23.5,478,489.63,23.75
11:49:51,1264,1307.47,23.25,479.1,488.38,24
11:49:52,1265,1302.11,23.5,479.7,493.77,23.5
11:49:53,1268,1305.2,23.5,479.8,496.3,23.25
11:49:54,1271,1301.92,23.75,480.2,496.72,23.25
11:49:55,1275,1306.02,23.75,480.2,494.29,23.5
11:49:56,1276,1313.43,23.5,480.2,496.72,23.25
11:49:57,1278,1309.09,23.75,480.4,499.38,23
11:49:58,1281,1318.58,23.5,480.8,494.9,23.5
11:49:59,1281,1312.16,23.75,481.5,498.06,23.25
11:50:00,1282,1326.09,23.25,480.7,494.8,23.5
11:50:01,1286,1336.8,23,481.6,495.73,23.5
11:50:02,1285,1316.26,23.75,481.6,495.73,23.5
11:50:03,1287,1318.31,23.75,482.3,498.89,23.25
11:50:04,1289,1326.81,23.5,483,502.08,23
11:50:05,1289,1326.81,23.5,483,497.17,23.5
11:50:06,1293,1324.46,23.75,483.7,500.34,23.25
11:50:07,1291,1335.4,23.25,483.5,505.09,22.75
11:50:08,1294,1331.96,23.5,483.5,497.68,23.5
11:50:09,1293,1330.93,23.5,485.3,499.54,23.5
11:50:10,1292,1323.43,23.75,484.8,501.47,23.25
11:50:11,1292,1336.44,23.25,485.5,502.2,23.25
11:50:12,1293,1330.93,23.5,485,496.8,23.75
11:50:13,1294,1325.48,23.75,485.5,497.31,23.75
11:50:14,1293,1330.93,23.5,485.6,499.85,23.5
11:50:15,1294,1331.96,23.5,486,495.41,24
11:50:16,1294,1331.96,23.5,486,497.82,23.75
11:50:17,1293,1324.46,23.75,486,502.72,23.25
11:50:18,1293,1330.93,23.5,486.9,501.18,23.5
11:50:19,1292,1323.43,23.75,486.2,498.03,23.75
11:50:20,1293,1330.93,23.5,487.2,503.96,23.25
11:50:21,1294,1338.51,23.25,486.7,500.98,23.5
11:50:22,1293,1324.46,23.75,487.7,504.47,23.25
11:50:23,1290,1321.38,23.75,488.1,507.38,23
11:50:24,1290,1327.84,23.5,488,504.78,23.25
11:50:25,1291,1328.87,23.5,487.2,503.96,23.25
11:50:26,1291,1328.87,23.5,487.4,499.26,23.75
11:50:27,1290,1334.37,23.25,488.1,502.42,23.5
11:50:28,1291,1322.41,23.75,489.4,503.76,23.5
11:50:29,1288,1325.78,23.5,489.8,506.65,23.25
11:50:30,1287,1318.31,23.75,489.3,501.2,23.75
11:50:31,1289,1320.36,23.75,489.9,504.27,23.5
11:50:32,1285,1329.2,23.25,490.1,504.48,23.5
11:50:33,1285,1316.26,23.75,488.9,505.72,23.25
11:50:34,1286,1323.73,23.5,491,502.94,23.75
11:50:35,1284,1328.16,23.25,490.9,502.84,23.75
11:50:36,1282,1313.19,23.75,490.9,507.78,23.25
11:50:37,1282,1326.09,23.25,491.6,506.02,23.5
11:50:38,1281,1318.58,23.5,491.9,511.33,23
11:50:39,1282,1313.19,23.75,491.7,511.12,23
11:50:40,1279,1316.52,23.5,491.9,511.33,23
11:50:41,1278,1328.48,23,492.3,509.23,23.25
11:50:41,1278,1309.09,23.75,492.6,507.05,23.5
11:50:42,1278,1309.09,23.75,495.1,507.14,23.75
11:50:43,1278,1315.49,23.5,496.9,513.99,23.25
11:50:44,1276,1319.89,23.25,498.2,515.33,23.25
11:50:46,1276,1307.04,23.75,499.1,513.74,23.5
11:50:46,1275,1312.4,23.5,501.7,518.96,23.25
11:50:47,1272,1322.25,23,502.5,517.24,23.5
11:50:48,1272,1309.32,23.5,503.3,518.06,23.5
11:50:49,1271,1314.71,23.25,505.7,520.54,23.5
11:50:50,1270,1313.68,23.25,507.4,519.74,23.75
11:50:51,1270,1300.9,23.75,508,520.36,23.75
11:50:52,1268,1298.85,23.75,509.1,524.04,23.5
11:50:53,1268,1298.85,23.75,509.9,527.44,23.25
11:50:54,1266,1303.14,23.5,510.7,525.68,23.5
11:50:55,1265,1295.77,23.75,510.5,525.48,23.5
11:50:56,1264,1294.75,23.75,510.8,523.23,23.75
11:50:57,1264,1301.08,23.5,512.4,527.43,23.5
11:50:58,1262,1299.02,23.5,512.6,532.85,23
11:50:59,1260,1303.34,23.25,512.2,532.43,23
11:51:00,1260,1290.65,23.75,513.5,531.16,23.25
11:51:01,1259,1289.63,23.75,513.6,531.26,23.25
11:51:02,1257,1287.58,23.75,513.7,533.99,23
11:51:03,1257,1287.58,23.75,514,534.3,23
11:51:04,1257,1300.23,23.25,515.7,528.25,23.75
11:51:05,1255,1291.82,23.5,516.7,534.47,23.25
11:51:06,1251,1287.7,23.5,517.7,535.51,23.25
11:51:07,1252,1288.73,23.5,518.7,533.92,23.5
11:51:08,1253,1289.76,23.5,521.4,542,23
11:51:09,1250,1292.99,23.25,521.8,534.49,23.75
11:51:10,1248,1284.61,23.5,521.7,539.64,23.25
11:51:11,1247,1277.34,23.75,522.7,538.03,23.5
11:51:12,1247,1283.58,23.5,523.5,538.86,23.5
11:51:13,1246,1282.55,23.5,524.3,542.33,23.25
11:51:14,1244,1293.14,23,525,540.4,23.5
11:51:15,1243,1285.75,23.25,525,543.06,23.25
11:51:16,1242,1284.72,23.25,526.2,541.64,23.5
11:51:17,1240,1282.65,23.25,526,538.8,23.75
11:51:18,1240,1270.17,23.75,526.3,539.1,23.75
11:51:19,1241,1277.41,23.5,527.1,545.23,23.25
11:51:20,1239,1281.61,23.25,528,546.16,23.25
11:51:21,1237,1279.54,23.25,528.5,546.68,23.25
11:51:22,1236,1272.26,23.5,529.1,544.62,23.5
11:51:23,1234,1276.44,23.25,529.7,550.62,23
11:51:24,1234,1264.02,23.75,529.7,547.92,23.25
11:51:25,1233,1263,23.75,529.7,547.92,23.25
11:51:26,1232,1268.14,23.5,530.6,546.17,23.5
11:51:27,1230,1278.59,23,532.1,550.4,23.25
11:51:28,1230,1266.08,23.5,532.4,558.95,22.5
11:51:29,1228,1276.51,23,532.8,551.12,23.25
11:51:30,1229,1271.27,23.25,533.5,551.85,23.25
11:51:31,1226,1255.83,23.75,534.7,553.09,23.25
11:51:31,1226,1261.97,23.5,534.1,552.47,23.25
11:51:32,1224,1272.35,23,534.6,550.28,23.5
11:51:33,1225,1267.13,23.25,535.5,553.92,23.25
11:51:34,1222,1257.85,23.5,534.7,550.39,23.5
11:51:35,1222,1264.03,23.25,535.4,551.11,23.5
11:51:36,1220,1268.19,23,536.1,551.83,23.5
11:51:37,1219,1254.76,23.5,536,549.04,23.75
11:51:38,1220,1261.96,23.25,536.5,554.95,23.25
11:51:39,1217,1252.7,23.5,536.9,558.11,23
11:51:40,1217,1246.61,23.75,537.7,556.19,23.25
11:51:41,1216,1245.58,23.75,537.9,556.4,23.25
11:51:42,1215,1262.99,23,538.6,565.46,22.5
11:51:43,1212,1259.88,23,538.5,557.02,23.25
11:51:44,1212,1247.56,23.5,539.3,555.12,23.5
11:51:45,1212,1247.56,23.5,538.9,557.43,23.25
11:51:46,1211,1240.46,23.75,539,552.11,23.75
11:51:47,1211,1252.65,23.25,538.7,554.5,23.5
11:51:48,1210,1245.5,23.5,541.1,559.71,23.25
11:51:49,1209,1244.47,23.5,542.1,555.29,23.75
11:51:50,1207,1242.41,23.5,543.2,556.41,23.75
11:51:51,1206,1241.38,23.5,544.7,566.22,23
11:51:52,1204,1251.56,23,545,558.26,23.75
11:51:53,1204,1245.41,23.25,545,555.56,24
11:51:54,1202,1237.26,23.5,546.5,565.3,23.25
11:51:55,1202,1237.26,23.5,546.4,562.43,23.5
11:51:56,1202,1243.34,23.25,546.9,565.71,23.25
11:51:57,1199,1240.24,23.25,547.7,563.77,23.5
11:51:58,1199,1234.17,23.5,546.7,562.74,23.5
11:51:59,1199,1234.17,23.5,547.2,566.02,23.25
11:52:00,1197,1238.17,23.25,548.6,570.27,23
11:52:01,1196,1225.1,23.75,548.4,564.49,23.5
11:52:02,1195,1230.06,23.5,548.1,566.95,23.25
11:52:03,1193,1222.02,23.75,549.4,568.3,23.25
11:52:04,1195,1236.1,23.25,549.1,562.46,23.75
11:52:05,1191,1225.94,23.5,549.3,568.19,23.25
11:52:06,1191,1231.96,23.25,550.2,566.34,23.5
11:52:07,1191,1219.97,23.75,550.1,569.02,23.25
11:52:08,1191,1231.96,23.25,550.4,569.33,23.25
11:52:09,1189,1223.88,23.5,551.1,570.05,23.25
11:52:10,1189,1217.93,23.75,551.3,570.26,23.25
11:52:11,1187,1215.88,23.75,551.7,567.88,23.5
11:52:12,1186,1220.79,23.5,552.2,576.86,22.75
11:52:13,1186,1220.79,23.5,552.2,574.01,23
11:52:14,1183,1235.83,22.75,553.2,569.43,23.5
11:52:14,1181,1209.73,23.75,553.8,570.05,23.5
11:52:15,1183,1211.78,23.75,554.6,568.09,23.75
11:52:16,1181,1221.62,23.25,555.8,574.92,23.25
11:52:18,1181,1221.62,23.25,556.5,572.83,23.5
11:52:18,1180,1214.62,23.5,557.3,576.47,23.25
11:52:19,1179,1207.68,23.75,557.7,574.06,23.5
11:52:20,1178,1212.56,23.5,558,571.57,23.75
11:52:21,1177,1205.63,23.75,559.1,575.5,23.5
11:52:22,1177,1211.53,23.5,559.8,579.05,23.25
11:52:24,1176,1204.61,23.75,560.4,576.84,23.5
11:52:24,1174,1220.37,23,561.6,578.08,23.5
11:52:25,1174,1202.56,23.75,562.4,578.9,23.5
11:52:26,1174,1202.56,23.75,564.1,583.5,23.25
11:52:27,1173,1207.41,23.5,564.9,581.47,23.5
11:52:28,1173,1201.54,23.75,567.9,584.56,23.5
11:52:29,1169,1203.29,23.5,570.8,587.55,23.5
11:52:30,1169,1197.44,23.75,576.2,596.02,23.25
11:52:31,1168,1196.41,23.75,581.2,598.25,23.5
11:52:32,1167,1207.14,23.25,583.4,606.44,23
11:52:33,1165,1205.07,23.25,585.7,602.88,23.5
11:52:34,1166,1200.21,23.5,586.3,609.46,23
11:52:35,1165,1199.18,23.5,586.5,603.71,23.5
11:52:36,1164,1204.03,23.25,586.9,607.09,23.25
11:52:37,1163,1208.94,23,586.8,601.08,23.75
11:52:38,1163,1191.29,23.75,588.1,608.33,23.25
11:52:39,1162,1196.09,23.5,589.8,607.1,23.5
11:52:40,1160,1194.03,23.5,589.6,609.88,23.25
11:52:41,1161,1189.24,23.75,590.5,613.83,23
11:52:42,1158,1191.97,23.5,591.9,609.26,23.5
11:52:43,1157,1190.94,23.5,592.5,615.9,23
11:52:44,1157,1190.94,23.5,593.7,611.12,23.5
11:52:45,1155,1183.1,23.75,594.9,615.36,23.25
11:52:46,1156,1184.12,23.75,595,615.46,23.25
11:52:47,1156,1184.12,23.75,595.5,615.98,23.25
11:52:48,1152,1185.8,23.5,596.1,613.59,23.5
11:52:49,1153,1186.82,23.5,596.2,613.69,23.5
11:52:50,1151,1202.4,22.75,596.1,613.59,23.5
11:52:51,1153,1175.33,24,596.9,611.42,23.75
11:52:52,1152,1185.8,23.5,597.6,618.15,23.25
