Time,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in
13:37:56,909.1,904.8,25.25,926.5,939.89,24.25
13:37:57,906.7,898.17,25.5,927.8,936.7,24.5
13:37:58,909.8,901.24,25.5,925,938.37,24.25
13:37:59,908.6,900.05,25.5,927.3,936.19,24.5
13:38:00,906,901.72,25.25,929.2,947.2,24
13:38:01,907.4,894.65,25.75,927.9,950.47,23.75
13:38:02,908,903.71,25.25,927.3,927.3,25
13:38:03,908.6,900.05,25.5,927.2,936.09,24.5
13:38:04,906.1,897.57,25.5,928.5,941.92,24.25
13:38:05,906.7,898.17,25.5,927.9,941.31,24.25
13:38:06,909.2,900.64,25.5,928,945.97,24
13:38:07,906.8,898.27,25.5,928.1,950.68,23.75
13:38:08,909.3,900.74,25.5,927.1,945.06,24
13:38:09,908.3,908.3,25,927.7,936.6,24.5
13:38:10,907.5,898.96,25.5,928.4,937.3,24.5
13:38:11,909,896.23,25.75,928.4,941.82,24.25
13:38:12,907.5,903.21,25.25,928.1,937,24.5
13:38:13,908.7,900.15,25.5,927.1,935.99,24.5
13:38:14,910.7,906.39,25.25,927.2,945.16,24
13:38:15,908.2,899.65,25.5,928.3,937.2,24.5
13:38:16,907.6,899.06,25.5,928.2,941.62,24.25
13:38:17,910.8,902.23,25.5,927.7,936.6,24.5
13:38:18,909,896.23,25.75,928.1,941.52,24.25
13:38:19,909.3,900.74,25.5,928.3,932.73,24.75
13:38:20,910.3,901.73,25.5,927.7,936.6,24.5
13:38:21,910.9,910.9,25,927.8,941.21,24.25
13:38:22,909.6,909.6,25,927.5,936.4,24.5
13:38:23,911.7,903.12,25.5,927.1,935.99,24.5
13:38:24,911,906.69,25.25,927.9,945.87,24
13:38:25,909.2,896.43,25.75,928.8,937.71,24.5
13:38:26,909.1,904.8,25.25,928.5,946.48,24
13:38:27,910.4,901.83,25.5,929,933.43,24.75
13:38:28,908.4,904.11,25.25,928.5,937.41,24.5
13:38:29,909.6,905.3,25.25,928.5,937.41,24.5
13:38:30,910.3,906,25.25,928.6,937.51,24.5
13:38:31,912.5,908.19,25.25,928,945.97,24
13:38:32,909,900.45,25.5,928.4,937.3,24.5
13:38:32,912.4,903.81,25.5,927.6,945.57,24
13:38:33,910.3,901.73,25.5,927.9,941.31,24.25
13:38:34,909.7,909.7,25,929,937.91,24.5
13:38:35,910.4,897.61,25.75,928.8,937.71,24.5
13:38:36,910.9,906.59,25.25,928.7,937.61,24.5
13:38:37,912.5,903.91,25.5,928,936.9,24.5
13:38:38,909.8,897.02,25.75,929.1,942.53,24.25
13:38:39,912.5,908.19,25.25,928,936.9,24.5
13:38:40,911.1,911.1,25,928.1,937,24.5
13:38:41,910.5,901.93,25.5,928.8,937.71,24.5
13:38:42,911.2,898.4,25.75,928.3,937.2,24.5
13:38:43,912.4,908.09,25.25,927.1,935.99,24.5
13:38:44,910.4,901.83,25.5,929.3,942.73,24.25
13:38:45,911.7,903.12,25.5,928,936.9,24.5
13:38:46,910.6,906.3,25.25,929.5,938.41,24.5
13:38:47,913.1,904.51,25.5,928,945.97,24
13:38:48,912.5,903.91,25.5,928.3,941.72,24.25
13:38:49,913.8,913.8,25,928.4,937.3,24.5
13:38:50,913.1,908.78,25.25,928.8,937.71,24.5
13:38:51,911.9,903.32,25.5,929.7,938.62,24.5
13:38:52,912.1,903.52,25.5,929.2,938.11,24.5
13:38:53,913.2,904.61,25.5,928.3,932.73,24.75
13:38:54,911.4,907.09,25.25,929.2,938.11,24.5
13:38:55,912,907.69,25.25,928.2,937.1,24.5
13:38:56,912,903.42,25.5,929.5,933.94,24.75
13:38:57,913.8,913.8,25,928.3,937.2,24.5
13:38:58,910.4,906.1,25.25,930,943.44,24.25
13:38:59,914.6,905.99,25.5,927.5,940.91,24.25
13:39:00,914.4,905.79,25.5,925.6,930.02,24.75
13:39:01,914.6,905.99,25.5,927.7,936.6,24.5
13:39:02,912.9,904.31,25.5,929.2,938.11,24.5
13:39:03,914,909.68,25.25,928.7,937.61,24.5
13:39:04,912.1,907.79,25.25,929.4,942.84,24.25
13:39:05,912,899.19,25.75,929.7,938.62,24.5
13:39:06,912.1,903.52,25.5,929.4,942.84,24.25
13:39:07,912.1,916.45,24.75,929.4,947.4,24
13:39:08,912.8,912.8,25,929.1,938.01,24.5
13:39:09,912.7,908.39,25.25,929.8,943.24,24.25
13:39:10,912.8,904.21,25.5,929.4,942.84,24.25
13:39:11,914.8,906.19,25.5,929,946.99,24
13:39:12,914.8,906.19,25.5,928.7,946.69,24
13:39:13,914.7,906.09,25.5,930.4,943.85,24.25
13:39:14,914,909.68,25.25,929.5,942.94,24.25
13:39:15,914.8,910.48,25.25,929.1,942.53,24.25
13:39:16,913.5,904.9,25.5,929.1,933.53,24.75
13:39:16,912.8,908.48,25.25,929.1,938.01,24.5
13:39:17,913.5,909.18,25.25,930,938.92,24.5
13:39:18,910.8,902.23,25.5,929.4,942.84,24.25
13:39:19,913.6,905,25.5,930,943.44,24.25
13:39:20,914.7,910.38,25.25,929.2,938.11,24.5
13:39:21,915.6,915.6,25,929.2,933.63,24.75
13:39:22,915.7,907.08,25.5,929.3,947.3,24
13:39:23,914.8,919.17,24.75,928.5,946.48,24
13:39:24,915.6,906.98,25.5,929.1,938.01,24.5
13:39:25,914.9,910.57,25.25,929,937.91,24.5
13:39:26,914.8,906.19,25.5,929.5,947.5,24
13:39:27,915.4,915.4,25,930.5,939.42,24.5
13:39:28,915.7,902.83,25.75,928.7,942.13,24.25
13:39:29,915.6,915.6,25,928.7,946.69,24
13:39:30,914.2,905.6,25.5,928.8,942.23,24.25
13:39:31,914.1,905.5,25.5,929.8,934.24,24.75
13:39:32,913.3,917.66,24.75,929.8,943.24,24.25
13:39:33,914,901.16,25.75,929.7,938.62,24.5
13:39:34,915.6,915.6,25,928.7,933.13,24.75
13:39:35,914.8,906.19,25.5,928.7,942.13,24.25
13:39:36,914.3,918.66,24.75,929,942.43,24.25
13:39:37,914.3,901.45,25.75,929.6,938.52,24.5
13:39:38,913.5,900.67,25.75,930.1,948.11,24
13:39:39,916.5,912.17,25.25,929.2,951.81,23.75
13:39:40,915,902.14,25.75,929.7,934.14,24.75
13:39:41,916.3,911.97,25.25,928.9,937.81,24.5
13:39:42,913,900.17,25.75,929.8,938.72,24.5
13:39:43,915.6,906.98,25.5,929.7,938.62,24.5
13:39:44,914.3,905.7,25.5,928.7,933.13,24.75
13:39:45,915.6,902.74,25.75,929.5,938.41,24.5
13:39:46,914.4,910.08,25.25,930.2,943.65,24.25
13:39:47,916.2,907.58,25.5,928,936.9,24.5
13:39:48,916.3,907.68,25.5,927.9,936.8,24.5
13:39:49,915.7,907.08,25.5,928,936.9,24.5
13:39:50,915.5,906.88,25.5,929.2,942.63,24.25
13:39:51,915.1,902.24,25.75,929.8,952.42,23.75
13:39:52,914.2,905.6,25.5,929.5,938.41,24.5
13:39:53,914.9,906.29,25.5,929.4,942.84,24.25
13:39:54,915,910.67,25.25,929.2,942.63,24.25
13:39:55,915.8,915.8,25,929.2,938.11,24.5
13:39:56,915,906.39,25.5,929,942.43,24.25
13:39:57,914.5,914.5,25,929.5,942.94,24.25
13:39:58,916.4,912.07,25.25,929.4,942.84,24.25
13:39:59,914.9,902.05,25.75,930,943.44,24.25
13:39:59,914.2,909.88,25.25,929.7,943.14,24.25
13:40:00,914.5,905.89,25.5,930.2,939.12,24.5
13:40:01,917.6,917.6,25,929.4,938.31,24.5
13:40:02,914.4,901.55,25.75,929.7,943.14,24.25
13:40:03,916.6,907.97,25.5,928.8,937.71,24.5
13:40:04,917,908.37,25.5,928.7,937.61,24.5
13:40:05,914.4,901.55,25.75,930,943.44,24.25
13:40:06,916.4,912.07,25.25,928.7,933.13,24.75
13:40:07,917,912.66,25.25,928.6,937.51,24.5
13:40:08,917.7,909.06,25.5,928.7,937.61,24.5
13:40:09,915.6,911.27,25.25,929.7,934.14,24.75
13:40:10,917.2,912.86,25.25,929.2,938.11,24.5
13:40:11,915.3,906.69,25.5,929.7,938.62,24.5
13:40:12,917.1,917.1,25,928.8,942.23,24.25
13:40:13,917.7,904.81,25.75,929.1,938.01,24.5
13:40:14,917,912.66,25.25,929.5,942.94,24.25
13:40:15,915.2,902.34,25.75,929.1,938.01,24.5
13:40:16,917,912.66,25.25,929,933.43,24.75
13:40:17,914.6,905.99,25.5,930.1,948.11,24
13:40:18,916.4,903.52,25.75,928.7,933.13,24.75
13:40:19,915.8,907.18,25.5,930.6,939.53,24.5
13:40:20,915.9,907.28,25.5,930.6,939.53,24.5
13:40:21,916.6,912.27,25.25,930.5,934.94,24.75
13:40:22,917,908.37,25.5,929.8,938.72,24.5
13:40:23,916.7,912.37,25.25,929.5,938.41,24.5
13:40:24,917.7,909.06,25.5,928.7,942.13,24.25
13:40:25,916.4,912.07,25.25,929.7,947.71,24
13:40:26,916.5,907.88,25.5,929.4,947.4,24
13:40:27,915.2,915.2,25,930.1,939.02,24.5
13:40:28,916.5,912.17,25.25,929.5,942.94,24.25
13:40:29,916.6,912.27,25.25,929.8,947.81,24
13:40:30,916.9,908.27,25.5,929.9,934.34,24.75
13:40:31,916.3,916.3,25,930.5,948.52,24
13:40:32,917.8,917.8,25,930.1,943.55,24.25
13:40:33,917.1,908.47,25.5,930.5,934.94,24.75
13:40:34,915.2,915.2,25,931.3,940.23,24.5
13:40:35,915.8,907.18,25.5,930,938.92,24.5
13:40:36,915.2,906.59,25.5,931.1,944.56,24.25
13:40:37,917.3,912.96,25.25,930.2,934.64,24.75
13:40:38,916.4,912.07,25.25,931,949.03,24
13:40:39,916.6,907.97,25.5,930.9,939.83,24.5
13:40:40,915.8,915.8,25,930.6,944.05,24.25
13:40:41,917.3,908.67,25.5,930.4,939.32,24.5
13:40:42,917.9,909.26,25.5,930.3,943.75,24.25
13:40:42,914.5,910.18,25.25,931.2,949.24,24
13:40:43,916.7,908.07,25.5,930.3,939.22,24.5
13:40:44,915.3,906.69,25.5,930.9,948.93,24
13:40:45,915,910.67,25.25,932,940.94,24.5
13:40:46,916.4,907.78,25.5,930.4,943.85,24.25
13:40:47,918.4,914.06,25.25,930.3,939.22,24.5
13:40:48,916.1,903.23,25.75,931.7,940.64,24.5
13:40:49,915.2,906.59,25.5,930.9,939.83,24.5
13:40:50,918.4,905.5,25.75,930.5,939.42,24.5
13:40:51,916.5,912.17,25.25,930.8,935.24,24.75
13:40:52,918,905.1,25.75,931.3,935.74,24.75
13:40:53,917.2,908.57,25.5,930.6,948.62,24
13:40:54,917.3,908.67,25.5,931.4,944.86,24.25
13:40:55,915.3,910.97,25.25,931.8,940.74,24.5
13:40:56,916.6,903.72,25.75,932.1,941.04,24.5
13:40:57,915.6,915.6,25,931.7,940.64,24.5
13:40:58,915.9,907.28,25.5,931.7,945.17,24.25
13:40:59,917.2,912.86,25.25,931.9,949.95,24
13:41:00,914.5,901.65,25.75,932,945.47,24.25
13:41:01,916.1,903.23,25.75,932.3,941.24,24.5
13:41:02,915,906.39,25.5,931.5,940.43,24.5
13:41:03,916.7,912.37,25.25,932.2,950.25,24
13:41:04,917.1,908.47,25.5,931.2,949.24,24
13:41:05,914.5,910.18,25.25,932.5,936.95,24.75
13:41:06,917.9,913.56,25.25,931.1,944.56,24.25
13:41:07,915.8,907.18,25.5,932.4,941.34,24.5
13:41:08,916.7,912.37,25.25,931.2,940.13,24.5
13:41:09,917.8,909.16,25.5,931.4,944.86,24.25
13:41:10,917.1,917.1,25,931.2,940.13,24.5
13:41:11,918.6,914.26,25.25,931.1,940.03,24.5
13:41:12,915.9,903.03,25.75,931.8,940.74,24.5
13:41:13,917.7,909.06,25.5,931.4,935.85,24.75
13:41:14,917.1,912.76,25.25,932,940.94,24.5
13:41:15,918.6,905.69,25.75,931,939.93,24.5
13:41:16,918.4,918.4,25,932.7,941.65,24.5
13:41:17,917.1,904.21,25.75,931.7,940.64,24.5
13:41:18,915.9,911.57,25.25,931.7,940.64,24.5
13:41:19,915.1,915.1,25,931.9,940.84,24.5
13:41:20,915.8,902.93,25.75,931.5,940.43,24.5
13:41:21,915.9,915.9,25,932,940.94,24.5
13:41:22,918.5,914.16,25.25,931.6,954.26,23.75
13:41:23,917.6,908.96,25.5,930.8,935.24,24.75
13:41:24,917.1,912.76,25.25,932,945.47,24.25
13:41:25,918.6,909.96,25.5,932.1,941.04,24.5
13:41:26,915.2,906.59,25.5,931.7,940.64,24.5
13:41:26,913.8,905.2,25.5,932.2,941.14,24.5
13:41:27,919.2,914.85,25.25,931.3,944.76,24.25
13:41:28,917.2,908.57,25.5,931.5,944.97,24.25
13:41:29,916.6,903.72,25.75,932.1,945.57,24.25
13:41:30,916.6,907.97,25.5,931.9,945.37,24.25
13:41:31,915.4,902.54,25.75,932.6,946.08,24.25
13:41:32,916.5,907.88,25.5,931.3,940.23,24.5
13:41:33,917.9,905,25.75,931.9,949.95,24
13:41:34,919.2,906.29,25.75,931.5,944.97,24.25
13:41:35,915.3,902.44,25.75,932.6,937.05,24.75
13:41:36,918.4,922.78,24.75,932.1,941.04,24.5
13:41:37,915.4,915.4,25,932.6,946.08,24.25
13:41:38,916.6,907.97,25.5,932.4,945.88,24.25
13:41:39,916,911.67,25.25,932.5,945.98,24.25
13:41:40,916.1,911.77,25.25,932.2,945.68,24.25
13:41:41,919.9,911.24,25.5,931.1,940.03,24.5
13:41:42,915.3,910.97,25.25,933,937.45,24.75
13:41:43,916.1,911.77,25.25,933.4,937.85,24.75
13:41:44,915.3,906.69,25.5,933.4,942.35,24.5
13:41:45,918,905.1,25.75,932.3,941.24,24.5
13:41:46,915.9,907.28,25.5,933.1,942.05,24.5
13:41:47,920.6,916.25,25.25,931.3,940.23,24.5
13:41:48,916.6,907.97,25.5,932.7,955.39,23.75
13:41:49,915.9,907.28,25.5,933.3,956.01,23.75
13:41:50,918.6,909.96,25.5,933.3,951.38,24
13:41:51,916,907.38,25.5,933.5,942.45,24.5
13:41:52,916.7,908.07,25.5,933.4,942.35,24.5
13:41:53,916.5,912.17,25.25,932.4,941.34,24.5
13:41:54,917.9,909.26,25.5,932.2,945.68,24.25
13:41:55,919.8,919.8,25,929.9,943.34,24.25
13:41:56,916.5,912.17,25.25,932.3,936.75,24.75
13:41:57,916.6,907.97,25.5,932.9,941.85,24.5
13:41:58,918.6,914.26,25.25,932,945.47,24.25
13:41:59,919.3,914.95,25.25,932.7,955.39,23.75
13:42:00,919.9,915.55,25.25,931.9,945.37,24.25
13:42:01,917.3,908.67,25.5,932.6,950.66,24
13:42:02,917.3,908.67,25.5,932.6,946.08,24.25
13:42:03,916.7,908.07,25.5,933.1,942.05,24.5
13:42:04,916.6,916.6,25,933.2,942.15,24.5
13:42:05,918.6,909.96,25.5,932.9,946.39,24.25
13:42:06,917.7,909.06,25.5,932.5,941.44,24.5
13:42:07,918.7,918.7,25,932.6,937.05,24.75
13:42:08,918.4,909.76,25.5,932.6,937.05,24.75
13:42:09,916.7,916.7,25,933,946.49,24.25
13:42:09,917.3,908.67,25.5,933,941.95,24.5
13:42:10,918.5,909.86,25.5,932.2,950.25,24
13:42:11,916,907.38,25.5,933.6,942.55,24.5
13:42:12,915.3,910.97,25.25,933.7,947.2,24.25
13:42:13,917.8,909.16,25.5,933.2,942.15,24.5
13:42:14,917.8,909.16,25.5,933.5,937.96,24.75
13:42:15,920.6,911.94,25.5,935.3,939.76,24.75
13:42:16,916,911.67,25.25,934,942.96,24.5
13:42:17,916.7,903.82,25.75,934.1,952.19,24
13:42:18,918.4,905.5,25.75,931.9,940.84,24.5
13:42:19,919.3,906.38,25.75,932.9,937.35,24.75
13:42:20,918.8,918.8,25,933.1,946.59,24.25
13:42:21,916.7,916.7,25,932.9,941.85,24.5
13:42:22,917.2,908.57,25.5,933.2,937.65,24.75
13:42:23,919.9,915.55,25.25,932.1,941.04,24.5
13:42:24,916.5,907.88,25.5,933.4,946.89,24.25
13:42:25,916.7,908.07,25.5,934.1,952.19,24
13:42:26,916.7,912.37,25.25,933.5,951.58,24
13:42:27,917.2,908.57,25.5,933.6,947.1,24.25
13:42:28,916,920.37,24.75,933.3,942.25,24.5
13:42:29,916.8,903.92,25.75,933.8,942.76,24.5
13:42:30,915.9,911.57,25.25,933.9,947.4,24.25
13:42:31,914.2,905.6,25.5,933.3,956.01,23.75
13:42:32,919.1,910.45,25.5,933,941.95,24.5
13:42:33,917.9,913.56,25.25,933,946.49,24.25
13:42:34,916.7,908.07,25.5,933,941.95,24.5
13:42:35,915.9,907.28,25.5,933.2,946.69,24.25
13:42:36,920.9,925.3,24.75,932.7,941.65,24.5
13:42:37,919.9,911.24,25.5,932.6,941.54,24.5
13:42:38,916,903.13,25.75,934,942.96,24.5
13:42:39,918.6,914.26,25.25,933.5,942.45,24.5
13:42:40,915.9,907.28,25.5,933.6,938.06,24.75
13:42:41,919.9,911.24,25.5,932.5,945.98,24.25
13:42:42,919.9,919.9,25,932.5,941.44,24.5
13:42:43,916,911.67,25.25,933.6,942.55,24.5
13:42:44,919.9,911.24,25.5,932.7,941.65,24.5
13:42:45,916.1,911.77,25.25,933.3,937.75,24.75
13:42:46,916.1,911.77,25.25,933.9,947.4,24.25
13:42:47,918,909.36,25.5,933.9,942.86,24.5
13:42:48,920.6,911.94,25.5,932.7,941.65,24.5
13:42:49,916.7,903.82,25.75,934,942.96,24.5
13:42:50,917.4,908.77,25.5,933.9,947.4,24.25
13:42:51,917.3,908.67,25.5,933.8,947.3,24.25
13:42:52,917.3,917.3,25,933.9,942.86,24.5
13:42:53,919.3,910.65,25.5,933,946.49,24.25
13:42:53,917.3,912.96,25.25,934.5,943.46,24.5
13:42:54,917.3,912.96,25.25,934.1,947.6,24.25
13:42:55,919.5,919.5,25,934.9,948.41,24.25
13:42:56,917.3,908.67,25.5,934,947.5,24.25
13:42:57,917.3,912.96,25.25,933.2,946.69,24.25
13:42:58,915.2,910.87,25.25,934.5,948.01,24.25
13:42:59,918.7,905.79,25.75,933.1,946.59,24.25
13:43:00,917.8,904.91,25.75,933.6,942.55,24.5
13:43:01,918.7,910.05,25.5,933.5,942.45,24.5
13:43:02,917.4,908.77,25.5,934.2,938.66,24.75
13:43:03,917.1,917.1,25,933.5,937.96,24.75
13:43:04,918.5,914.16,25.25,932.1,941.04,24.5
13:43:05,918,905.1,25.75,934.3,943.26,24.5
13:43:06,917.3,912.96,25.25,934.3,947.81,24.25
13:43:07,919.2,906.29,25.75,932.8,946.28,24.25
13:43:08,918.8,914.46,25.25,934.3,943.26,24.5
13:43:09,918,909.36,25.5,935,953.11,24
13:43:10,917.9,909.26,25.5,934.5,943.46,24.5
13:43:11,916.7,912.37,25.25,934.1,947.6,24.25
13:43:12,918.6,914.26,25.25,933.4,937.85,24.75
13:43:13,917.8,909.16,25.5,933.6,947.1,24.25
13:43:14,918.6,909.96,25.5,934.3,952.4,24
13:43:15,918,909.36,25.5,934.4,947.91,24.25
13:43:16,917.9,909.26,25.5,934.2,947.7,24.25
13:43:17,916,903.13,25.75,935.3,948.82,24.25
13:43:18,917.4,913.06,25.25,935.1,948.62,24.25
13:43:19,919.1,914.75,25.25,932.7,946.18,24.25
13:43:20,918.5,918.5,25,933.4,946.89,24.25
13:43:21,917.9,913.56,25.25,934.6,943.56,24.5
13:43:22,918,905.1,25.75,934,952.09,24
13:43:23,918.7,918.7,25,934.2,947.7,24.25
13:43:24,918.7,910.05,25.5,935.1,948.62,24.25
13:43:25,918,909.36,25.5,934.7,948.21,24.25
13:43:26,918.1,918.1,25,934.9,943.87,24.5
13:43:27,917.4,917.4,25,935.3,948.82,24.25
13:43:28,920.9,916.55,25.25,934.7,943.66,24.5
13:43:29,916.8,912.47,25.25,935.3,948.82,24.25
13:43:30,918.5,914.16,25.25,934.1,943.06,24.5
13:43:31,918.9,914.56,25.25,934.3,952.4,24
13:43:32,918,913.66,25.25,934.7,948.21,24.25
13:43:33,918.7,914.36,25.25,933.8,947.3,24.25
13:43:34,920.2,911.54,25.5,934,938.46,24.75
13:43:35,917.4,917.4,25,935,953.11,24
13:43:36,918.8,914.46,25.25,934.3,938.76,24.75
13:43:37,918.8,914.46,25.25,934.1,947.6,24.25
13:43:38,919.3,914.95,25.25,933.8,951.89,24
13:43:38,918.8,910.15,25.5,934.7,948.21,24.25
13:43:39,917.5,913.16,25.25,934.5,938.96,24.75
13:43:40,919.4,915.05,25.25,934.2,943.16,24.5
13:43:41,918.8,910.15,25.5,935,943.97,24.5
13:43:42,919.3,910.65,25.5,933.3,942.25,24.5
13:43:43,917.3,912.96,25.25,934.2,947.7,24.25
13:43:44,919.5,915.15,25.25,934.4,947.91,24.25
13:43:45,920.1,911.44,25.5,934.1,947.6,24.25
13:43:46,917.4,908.77,25.5,934.4,938.86,24.75
13:43:47,919.5,910.85,25.5,934,947.5,24.25
13:43:48,918.8,910.15,25.5,935.1,939.56,24.75
13:43:49,919.5,919.5,25,933.4,946.89,24.25
13:43:50,918.8,918.8,25,933.6,942.55,24.5
13:43:51,918.8,910.15,25.5,934.9,943.87,24.5
13:43:52,918.8,910.15,25.5,934.7,943.66,24.5
13:43:53,919.6,910.95,25.5,934.2,943.16,24.5
13:43:54,918.8,914.46,25.25,934.3,938.76,24.75
13:43:55,919.5,910.85,25.5,934.4,943.36,24.5
13:43:56,918.8,923.19,24.75,934.1,947.6,24.25
13:43:57,918.8,918.8,25,933.9,942.86,24.5
13:43:58,916.7,908.07,25.5,934.3,943.26,24.5
13:43:59,918.8,905.89,25.75,934.6,952.7,24
13:44:00,918.1,913.76,25.25,933.8,947.3,24.25
13:44:01,918.2,909.56,25.5,935.1,948.62,24.25
13:44:02,918.1,909.46,25.5,934.1,943.06,24.5
13:44:03,918.8,910.15,25.5,933.9,947.4,24.25
13:44:04,918.8,910.15,25.5,934,942.96,24.5
13:44:05,918.8,910.15,25.5,935.5,944.47,24.5
13:44:06,917.5,908.87,25.5,934.8,939.26,24.75
13:44:07,920.1,911.44,25.5,934.1,943.06,24.5
13:44:08,919.6,910.95,25.5,934.4,947.91,24.25
13:44:09,920.3,911.64,25.5,933.9,938.36,24.75
13:44:10,920.3,907.37,25.75,933.4,951.48,24
13:44:11,918.1,913.76,25.25,934.2,947.7,24.25
13:44:12,920,915.65,25.25,934.2,952.29,24
13:44:13,921,916.65,25.25,934,938.46,24.75
13:44:14,917,912.66,25.25,934.6,939.06,24.75
13:44:15,920.8,912.13,25.5,934.1,943.06,24.5
13:44:16,921.4,912.73,25.5,934.1,943.06,24.5
13:44:17,919.3,910.65,25.5,934,947.5,24.25
13:44:18,919.7,915.35,25.25,934.4,947.91,24.25
13:44:19,919.4,910.75,25.5,934.7,943.66,24.5
13:44:20,918.8,910.15,25.5,934.9,948.41,24.25
13:44:20,917.5,913.16,25.25,934.8,952.91,24
13:44:22,919.6,910.95,25.5,935,948.52,24.25
13:44:22,920.3,911.64,25.5,934.6,952.7,24
13:44:23,919,910.35,25.5,935.5,949.02,24.25
13:44:24,918.3,909.66,25.5,935.4,944.37,24.5
13:44:26,918.9,910.25,25.5,935.3,944.27,24.5
13:44:26,918.8,914.46,25.25,934.3,952.4,24
13:44:27,920.4,916.05,25.25,934.8,952.91,24
13:44:28,918.9,914.56,25.25,933.8,951.89,24
13:44:29,918.9,914.56,25.25,935.9,944.88,24.5
13:44:30,919.6,910.95,25.5,935,953.11,24
13:44:31,920.4,916.05,25.25,934.5,943.46,24.5
13:44:32,919.7,915.35,25.25,934.7,948.21,24.25
13:44:33,919.5,915.15,25.25,934.6,948.11,24.25
13:44:34,921,929.83,24.5,934.2,943.16,24.5
13:44:35,920.3,911.64,25.5,935.7,953.82,24
13:44:36,920.5,911.84,25.5,934.6,952.7,24
13:44:37,919,919,25,934.6,943.56,24.5
13:44:38,919.7,919.7,25,934.7,934.7,25
13:44:39,919.6,915.25,25.25,935.4,939.86,24.75
13:44:40,920.4,907.47,25.75,934.9,948.41,24.25
13:44:41,921.1,912.43,25.5,934.6,943.56,24.5
13:44:42,920.2,915.85,25.25,934.5,948.01,24.25
13:44:43,918.3,913.96,25.25,935.5,939.96,24.75
13:44:44,921.1,921.1,25,934.8,948.31,24.25
13:44:45,920.4,916.05,25.25,935.2,939.66,24.75
13:44:46,920.4,911.74,25.5,935,943.97,24.5
13:44:47,920.3,911.64,25.5,935.9,949.43,24.25
13:44:48,920.4,916.05,25.25,935.1,944.07,24.5
13:44:49,919.6,910.95,25.5,935,953.11,24
13:44:50,921,916.65,25.25,934.5,943.46,24.5
13:44:51,918.3,909.66,25.5,935.4,944.37,24.5
13:44:52,919.8,915.45,25.25,934.9,948.41,24.25
13:44:53,919.1,910.45,25.5,935.4,939.86,24.75
13:44:54,920.4,916.05,25.25,934.1,943.06,24.5
13:44:55,920.3,915.95,25.25,935,953.11,24
13:44:56,921,912.33,25.5,935.6,953.72,24
13:44:57,921.8,917.44,25.25,934.6,952.7,24
13:44:58,922.2,917.84,25.25,934.4,947.91,24.25
13:44:59,922.4,913.72,25.5,934.8,948.31,24.25
13:45:00,919.5,906.58,25.75,936.5,940.97,24.75
13:45:01,921.2,925.6,24.75,934.8,943.77,24.5
13:45:02,921.2,916.84,25.25,935.2,944.17,24.5
13:45:03,921.2,912.53,25.5,935,943.97,24.5
13:45:03,921.1,908.16,25.75,936,944.98,24.5
13:45:04,921.1,916.75,25.25,935,943.97,24.5
13:45:05,920.4,916.05,25.25,934.5,948.01,24.25
13:45:06,920.4,907.47,25.75,935.6,949.13,24.25
13:45:07,921.2,916.84,25.25,935.4,948.92,24.25
13:45:08,921.2,916.84,25.25,934.5,948.01,24.25
13:45:09,920.4,916.05,25.25,935.9,954.03,24
13:45:10,919.6,910.95,25.5,935.7,940.17,24.75
13:45:11,921.2,921.2,25,935,943.97,24.5
13:45:12,921.2,908.26,25.75,935,939.46,24.75
13:45:13,920.4,911.74,25.5,935.1,962.53,23.5
13:45:14,920.4,916.05,25.25,934.7,939.16,24.75
13:45:15,921.1,912.43,25.5,934.6,943.56,24.5
13:45:16,919,910.35,25.5,936.5,945.48,24.5
13:45:17,920.5,911.84,25.5,934.7,943.66,24.5
13:45:18,919.7,911.05,25.5,934.1,947.6,24.25
13:45:19,920.4,916.05,25.25,934.9,943.87,24.5
13:45:20,919.7,911.05,25.5,936.2,949.73,24.25
13:45:21,921.8,926.2,24.75,935.9,949.43,24.25
13:45:22,919.8,915.45,25.25,935.8,944.78,24.5
13:45:23,920.4,916.05,25.25,934.6,952.7,24
13:45:24,919.7,911.05,25.5,935.2,953.31,24
13:45:25,919.9,911.24,25.5,935,943.97,24.5
13:45:26,920.5,924.89,24.75,935.7,949.23,24.25
13:45:27,921.2,921.2,25,935.3,948.82,24.25
13:45:28,919.7,915.35,25.25,935.5,949.02,24.25
13:45:29,920.4,911.74,25.5,935.1,953.21,24
13:45:30,920.5,911.84,25.5,935.6,953.72,24
13:45:31,919.8,911.14,25.5,935.8,949.33,24.25
13:45:32,920.5,920.5,25,936.1,954.23,24
13:45:33,919.9,911.24,25.5,936.1,945.08,24.5
13:45:34,919,906.09,25.75,936.2,958.98,23.75
13:45:35,918.4,914.06,25.25,936.4,949.94,24.25
13:45:36,920.4,911.74,25.5,936.5,945.48,24.5
13:45:37,920.3,915.95,25.25,935,943.97,24.5
13:45:38,920.2,915.85,25.25,935.5,944.47,24.5
13:45:39,921.1,908.16,25.75,935.9,949.43,24.25
13:45:40,918.4,905.5,25.75,936.4,940.87,24.75
13:45:41,921.2,912.53,25.5,935.2,944.17,24.5
13:45:42,922.4,918.04,25.25,935.9,949.43,24.25
13:45:43,922.9,918.54,25.25,933.5,942.45,24.5
13:45:44,918.5,909.86,25.5,936.5,940.97,24.75
