Time,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out
14:29:09,19.36,19,26,3.9,3.94,24.5
14:29:10,19.37,19.1,25.75,3.9,3.92,24.75
14:29:11,17.9,17.73,25.5,3.91,3.93,24.75
14:29:12,17.9,17.57,26,4.79,4.81,24.75
14:29:13,19.36,18.91,26.25,3.9,3.94,24.5
14:29:13,18.63,18.28,26,3.9,3.9,25
14:29:14,17.26,17.18,25.25,3.9,3.92,24.75
14:29:15,17.27,17.03,25.75,4.35,4.41,24.25
14:29:17,17.91,17.66,25.75,3.9,3.98,24
14:29:17,17.9,17.65,25.75,5.24,5.24,25
14:29:18,18.63,18.37,25.75,4.35,4.39,24.5
14:29:19,19.36,19,26,3.46,3.49,24.5
14:29:20,17.9,17.65,25.75,4.79,4.81,24.75
14:29:21,18.63,18.28,26,3.91,3.95,24.5
14:29:22,18.63,18.37,25.75,3.91,3.95,24.5
14:29:23,18.64,18.21,26.25,5.24,5.32,24.25
14:29:24,18.64,18.46,25.5,4.35,4.39,24.5
14:29:25,18.63,18.28,26,3.46,3.49,24.5
14:29:26,17.9,17.65,25.75,3.91,3.97,24.25
14:29:27,33,32.54,25.75,4.35,4.39,24.5
14:29:28,53.93,53.42,25.5,4.8,4.85,24.5
14:29:29,38.81,38.44,25.5,6.98,7.05,24.5
14:29:30,31.63,31.33,25.5,6.98,7.05,24.5
14:29:31,26.54,26.29,25.5,5.64,5.75,24
14:29:32,22.23,21.92,25.75,6.52,6.55,24.75
14:29:33,19.38,19.11,25.75,6.08,6.14,24.5
14:29:34,20.83,20.44,26,4.8,4.85,24.5
14:29:35,20.1,19.82,25.75,4.8,4.87,24.25
14:29:36,17.27,16.95,26,4.8,4.85,24.5
14:29:37,18.64,18.29,26,4.8,4.82,24.75
14:29:38,17.91,17.74,25.5,5.24,5.27,24.75
14:29:39,17.91,17.66,25.75,5.24,5.27,24.75
14:29:40,18.63,18.37,25.75,4.35,4.39,24.5
14:29:41,19.36,19,26,3.91,3.97,24.25
14:29:42,16.53,16.22,26,4.79,4.81,24.75
14:29:43,17.26,16.86,26.25,4.79,4.84,24.5
14:29:44,17.27,17.03,25.75,4.35,4.37,24.75
14:29:45,18.63,18.28,26,4.35,4.39,24.5
14:29:46,16.53,16.3,25.75,4.79,4.86,24.25
14:29:47,18.63,18.45,25.5,4.35,4.43,24
14:29:48,17.26,16.94,26,5.24,5.27,24.75
14:29:49,18.63,18.45,25.5,4.35,4.41,24.25
14:29:50,17.27,16.95,26,4.79,4.84,24.5
14:39:37,14.35,14.21,25.5,29.72,29.72,25
14:39:38,20.15,19.87,25.75,29.73,29.87,24.75
14:39:39,13.7,13.51,25.75,39.38,39.76,24.5
14:39:40,12.23,12,26,39.82,39.82,25
14:39:41,12.96,12.9,25.25,37.64,37.82,24.75
14:39:42,10.76,10.56,26,35.44,35.78,24.5
14:39:43,11.49,11.33,25.75,33.26,33.26,25
14:39:44,12.23,12.11,25.5,32.36,32.36,25
14:39:45,11.5,11.45,25.25,30.62,30.62,25
14:39:46,11.5,11.34,25.75,29.72,30.01,24.5
14:39:47,10.02,10.02,25,29.27,29.27,25
14:39:48,11.5,11.34,25.75,28.43,28.7,24.5
14:39:49,10.03,9.98,25.25,28.43,28.43,25
14:39:50,11.49,11.49,25,28.43,28.57,24.75
14:39:51,10.76,10.61,25.75,28.43,28.43,25
14:39:52,59.15,58.87,25.25,27.97,27.97,25
14:39:53,164,162.46,25.5,30.16,30.45,24.5
14:39:54,200.2,199.25,25.25,57.39,57.66,24.75
14:39:55,104.9,105.4,24.75,119.7,120.27,24.75
14:39:56,56.99,56.99,25,162.3,161.53,25.25
14:39:57,27.35,27.22,25.25,161.1,161.1,25
14:39:58,20.9,20.9,25,132.5,132.5,25
14:39:59,18.69,18.69,25,103.8,104.3,24.75
14:39:59,15.83,15.76,25.25,80.28,80.28,25
14:40:00,15.09,15.02,25.25,62.22,61.93,25.25
14:40:01,12.97,12.97,25,51.25,51.49,24.75
14:40:02,12.97,12.85,25.5,43.77,43.56,25.25
14:40:03,11.49,11.54,24.75,40.28,40.28,25
14:40:04,11.5,11.55,24.75,38.02,38.02,25
14:40:05,10.77,10.72,25.25,34.98,35.15,24.75
14:40:06,10.77,10.72,25.25,32.36,32.51,24.75
14:40:07,12.23,12.23,25,30.63,30.63,25
14:40:08,11.5,11.45,25.25,29.27,29.69,24.25
14:40:09,12.23,12.17,25.25,29.27,29.41,24.75
14:40:10,11.5,11.61,24.5,28.83,28.97,24.75
14:40:11,10.77,10.77,25,28.81,29.09,24.5
14:40:12,10.77,10.72,25.25,27.98,28.11,24.75
14:40:13,11.5,11.55,24.75,27.09,27.22,24.75
14:40:14,10.76,10.81,24.75,26.63,26.89,24.5
14:40:15,11.5,11.5,25,27.08,27.34,24.5
14:40:16,12.23,12.29,24.75,26.64,26.77,24.75
14:40:17,9.38,9.47,24.5,26.63,26.76,24.75
14:40:18,15.1,15.17,24.75,26.25,26.38,24.75
14:40:19,158.6,160.12,24.5,26.63,26.76,24.75
14:40:20,752.5,756.09,24.75,29.27,29.41,24.75
14:40:21,838.9,838.9,25,3.91,3.93,24.75
14:40:22,890.9,899.44,24.5,768.2,768.2,25
14:40:23,914.5,914.5,25,813.8,817.68,24.75
14:40:24,945.9,945.9,25,837.2,837.2,25
14:40:25,974.3,978.95,24.75,850.6,854.66,24.75
14:40:26,1000,1004.77,24.75,861.9,861.9,25
14:40:27,1025,1029.89,24.75,882,886.21,24.75
14:40:28,1048,1048,25,905.4,914.08,24.5
14:40:29,1072,1077.12,24.75,931,939.93,24.5
14:40:30,1093,1114.17,24,957.7,966.89,24.5
14:40:31,1115,1120.32,24.75,968.7,968.7,25
14:40:32,1135,1140.42,24.75,991.1,1000.61,24.5
14:40:33,1153,1158.5,24.75,1018,1022.86,24.75
14:40:34,1168,1184.88,24.25,1039,1039,25
14:40:35,1181,1186.64,24.75,1052,1057.02,24.75
14:40:36,1196,1207.47,24.5,1066,1066,25
14:40:37,1212,1212,25,1080,1080,25
14:40:38,1225,1236.75,24.5,1094,1094,25
14:40:39,1241,1246.92,24.75,1107,1112.28,24.75
14:40:40,1254,1254,25,1121,1121,25
14:40:41,1264,1270.03,24.75,1133,1138.41,24.75
14:40:42,1274,1286.22,24.5,1144,1144,25
14:40:42,1286,1292.14,24.75,1156,1161.52,24.75
14:40:43,1294,1300.18,24.75,1166,1171.56,24.75
14:40:44,1303,1309.22,24.75,1177,1165.92,25.5
14:40:45,1312,1318.26,24.75,1186,1191.66,24.75
14:40:46,1318,1324.29,24.75,1194,1194,25
14:40:47,1325,1331.32,24.75,1202,1202,25
14:40:48,1330,1336.35,24.75,1210,1215.77,24.75
14:40:49,1334,1340.37,24.75,1217,1228.67,24.5
14:40:50,1340,1352.85,24.5,1222,1222,25
14:40:51,1347,1359.92,24.5,1227,1221.2,25.25
14:40:52,1354,1366.99,24.5,1233,1233,25
14:40:53,1361,1367.5,24.75,1240,1240,25
14:40:54,1368,1387.78,24.25,1247,1252.95,24.75
14:40:55,1374,1387.18,24.5,1254,1266.03,24.5
14:40:56,1382,1395.26,24.5,1259,1253.05,25.25
14:40:57,1388,1394.62,24.75,1267,1273.05,24.75
14:40:58,1394,1400.65,24.75,1273,1273,25
14:40:59,1401,1414.44,24.5,1280,1286.11,24.75
14:41:00,1409,1415.72,24.75,1286,1298.33,24.5
14:41:01,1415,1408.31,25.25,1291,1291,25
14:41:02,1420,1440.53,24.25,1297,1297,25
14:41:03,1426,1439.68,24.5,1302,1302,25
14:41:04,1431,1437.83,24.75,1307,1300.82,25.25
14:41:05,1438,1451.79,24.5,1313,1313,25
14:41:06,1441,1441,25,1317,1329.63,24.5
14:41:07,1446,1466.9,24.25,1321,1321,25
14:41:08,1451,1451,25,1327,1339.73,24.5
14:41:09,1453,1459.93,24.75,1331,1331,25
14:41:10,1459,1480.09,24.25,1334,1340.37,24.75
14:41:11,1460,1466.97,24.75,1337,1343.38,24.75
14:41:12,1465,1465,25,1341,1341,25
14:41:13,1468,1475.01,24.75,1344,1350.41,24.75
14:41:14,1469,1476.01,24.75,1348,1348,25
14:41:15,1472,1486.12,24.5,1350,1356.44,24.75
14:41:16,1475,1482.04,24.75,1353,1353,25
14:41:17,1477,1477,25,1355,1355,25
14:41:18,1478,1478,25,1357,1363.48,24.75
14:41:19,1479,1493.19,24.5,1360,1353.57,25.25
14:41:20,1479,1493.19,24.5,1362,1362,25
14:41:21,1481,1488.07,24.75,1364,1370.51,24.75
14:41:22,1483,1490.08,24.75,1365,1365,25
14:41:23,1484,1491.08,24.75,1366,1366,25
14:41:24,1484,1491.08,24.75,1368,1368,25
14:41:25,1486,1493.09,24.75,1369,1382.13,24.5
14:41:26,1487,1501.26,24.5,1371,1377.54,24.75
14:41:26,1488,1495.1,24.75,1373,1373,25
14:41:27,1491,1498.12,24.75,1374,1387.18,24.5
14:41:28,1490,1497.11,24.75,1374,1380.56,24.75
14:41:29,1491,1498.12,24.75,1376,1382.57,24.75
14:41:30,1492,1506.31,24.5,1378,1378,25
14:41:31,1493,1500.13,24.75,1379,1385.58,24.75
14:41:32,1493,1493,25,1378,1378,25
14:41:33,1495,1502.14,24.75,1380,1380,25
14:41:34,1496,1496,25,1381,1394.25,24.5
14:41:35,1496,1496,25,1382,1382,25
14:41:36,1496,1496,25,1383,1383,25
14:41:37,1498,1512.37,24.5,1384,1384,25
14:41:38,1500,1507.16,24.75,1386,1392.61,24.75
14:41:39,1499,1513.38,24.5,1386,1392.61,24.75
14:41:40,1500,1500,25,1388,1388,25
14:41:41,1501,1508.16,24.75,1388,1401.31,24.5
14:41:42,1501,1508.16,24.75,1388,1381.44,25.25
14:41:43,1502,1494.9,25.25,1389,1389,25
14:41:44,1502,1509.17,24.75,1389,1395.63,24.75
14:41:45,1504,1504,25,1390,1390,25
14:41:46,1504,1511.18,24.75,1390,1396.63,24.75
14:41:47,1505,1512.18,24.75,1391,1391,25
14:41:48,1505,1512.18,24.75,1392,1392,25
14:41:49,1505,1519.43,24.5,1393,1393,25
14:41:50,1505,1512.18,24.75,1393,1406.36,24.5
14:41:51,1506,1513.19,24.75,1393,1399.65,24.75
14:41:52,1505,1512.18,24.75,1392,1398.64,24.75
14:41:53,1506,1513.19,24.75,1394,1421,24
14:41:54,1507,1514.19,24.75,1394,1407.37,24.5
14:41:55,1508,1508,25,1395,1408.38,24.5
14:41:56,1508,1522.46,24.5,1395,1401.66,24.75
14:41:57,1508,1522.46,24.5,1395,1401.66,24.75
14:41:58,1509,1523.47,24.5,1396,1402.66,24.75
14:41:59,1509,1509,25,1397,1403.67,24.75
14:42:00,1510,1524.48,24.5,1395,1401.66,24.75
14:42:01,1510,1517.21,24.75,1397,1410.4,24.5
14:42:02,1512,1526.5,24.5,1397,1410.4,24.5
14:42:03,1512,1519.22,24.75,1398,1398,25
14:42:04,1511,1525.49,24.5,1398,1404.67,24.75
14:42:05,1511,1518.21,24.75,1399,1412.42,24.5
14:42:06,1509,1516.2,24.75,1400,1400,25
14:42:07,1507,1514.19,24.75,1401,1407.69,24.75
14:42:08,1504,1504,25,1401,1407.69,24.75
14:42:08,1502,1502,25,1399,1405.68,24.75
14:42:09,1499,1506.15,24.75,1399,1419.22,24.25
14:42:10,1491,1491,25,1397,1403.67,24.75
14:42:11,1490,1504.29,24.5,1394,1400.65,24.75
14:42:12,1488,1488,25,1393,1399.65,24.75
14:42:13,1484,1484,25,1392,1398.64,24.75
14:42:14,1484,1491.08,24.75,1393,1406.36,24.5
14:42:15,1484,1484,25,1392,1398.64,24.75
14:42:16,1484,1491.08,24.75,1392,1412.12,24.25
14:42:17,1483,1490.08,24.75,1392,1398.64,24.75
14:42:18,1487,1487,25,1390,1390,25
14:42:19,1495,1502.14,24.75,1393,1399.65,24.75
14:42:20,1503,1503,25,1396,1409.39,24.5
14:42:21,1507,1507,25,1401,1414.44,24.5
14:42:22,1510,1524.48,24.5,1402,1415.45,24.5
14:42:23,1512,1526.5,24.5,1404,1410.7,24.75
14:42:24,1512,1519.22,24.75,1405,1405,25
14:42:25,1513,1527.51,24.5,1405,1411.71,24.75
14:42:26,1515,1507.84,25.25,1405,1411.71,24.75
14:42:27,1517,1517,25,1405,1405,25
14:42:28,1517,1524.24,24.75,1406,1406,25
14:42:29,1518,1525.24,24.75,1405,1405,25
14:42:30,1517,1524.24,24.75,1405,1418.48,24.5
14:42:31,1516,1516,25,1405,1411.71,24.75
14:42:32,1518,1532.56,24.5,1406,1406,25
14:42:33,1518,1518,25,1405,1418.48,24.5
14:42:34,1518,1518,25,1405,1411.71,24.75
14:42:35,1519,1519,25,1405,1418.48,24.5
14:42:36,1518,1518,25,1405,1411.71,24.75
14:42:45,1519,1497.66,25.75,759,762.62,24.75
14:42:48,1520,1505.7,25.5,9,9,25
14:42:50,1520,1520,25,0.7,0.7,24.75
14:42:53,1521,1506.69,25.5,70,70,25
14:43:06,1525,1539.63,24.5,1406,1412.71,24.75
14:43:08,1525,1532.28,24.75,1407,1413.72,24.75
14:43:10,1524,1531.27,24.75,1406,1412.71,24.75
14:43:12,1524,1524,25,1406,1406,25
14:43:14,1525,1525,25,1407,1407,25
14:43:16,0,0,24.75,1408,1401.34,25.25
14:43:18,0,0,24.5,1407,1407,25
14:43:20,0,0,24.25,1407,1407,25
14:43:21,1525,1532.28,24.75,1408,1414.72,24.75
14:43:22,1527,1549.07,24.25,1407,1413.72,24.75
14:43:23,1524,1531.27,24.75,1408,1414.72,24.75
14:43:24,1525,1525,25,1408,1414.72,24.75
14:43:25,1525,1539.63,24.5,1408,1408,25
14:43:26,1527,1527,25,1409,1415.72,24.75
14:43:27,1527,1541.65,24.5,1410,1423.52,24.5
14:43:28,1528,1542.66,24.5,1409,1422.51,24.5
14:43:29,1526,1540.64,24.5,1410,1416.73,24.75
14:43:30,1528,1542.66,24.5,1409,1415.72,24.75
14:43:31,1528,1542.66,24.5,1410,1430.38,24.25
14:43:32,1527,1541.65,24.5,1409,1415.72,24.75
14:43:33,1529,1529,25,1409,1429.37,24.25
14:43:33,1528,1535.29,24.75,1410,1430.38,24.25
14:43:34,1527,1527,25,1411,1417.73,24.75
14:43:35,1529,1529,25,1411,1417.73,24.75
14:43:36,1530,1530,25,1410,1410,25
14:43:37,1528,1535.29,24.75,1411,1424.53,24.5
14:43:38,1530,1537.3,24.75,1411,1411,25
14:43:39,1532,1546.69,24.5,1411,1417.73,24.75
14:43:40,1530,1544.67,24.5,1408,1408,25
14:43:41,4564,,24.5,1411,1424.53,24.5
14:43:42,4574,,25,1408,1414.72,24.75
14:43:43,4554,,25,1411,1411,25
14:43:44,4562,,24.75,1409,1415.72,24.75
14:43:45,4558,,24.75,1409,1415.72,24.75
14:43:46,4558,,24.75,1412,1412,25
14:43:47,4573,,24.75,1408,1428.35,24.25
14:43:48,4563,,24.75,1410,1410,25
14:43:49,4570,,24.75,1410,1423.52,24.5
14:43:50,4560,,24.75,1410,1403.33,25.25
14:43:51,4568,,24.5,1411,1431.4,24.25
14:43:52,4566,,24.5,1410,1410,25
14:43:53,4577,,24.25,1411,1411,25
14:43:54,4560,,24.75,1412,1418.74,24.75
14:43:55,4567,,24.75,1410,1416.73,24.75
14:43:56,4561,,24.5,1412,1418.74,24.75
14:43:57,4562,,24.75,1411,1417.73,24.75
14:43:58,4560,,25,1412,1412,25
14:43:59,4562,,24.25,1410,1423.52,24.5
14:44:00,4555,,24.5,1411,1417.73,24.75
14:44:01,4562,,24.75,1411,1424.53,24.5
14:44:02,4560,,24.5,1410,1416.73,24.75
14:44:03,4558,,24.75,1411,1417.73,24.75
14:44:04,4557,,25,1410,1410,25
14:44:05,4542,,24.75,1412,1418.74,24.75
14:44:06,4475,,24.25,1413,1413,25
14:44:07,4266,,24.25,1412,1412,25
14:44:08,4372,,25,1414,1414,25
14:44:09,2193,,24.75,1415,1428.57,24.5
14:44:10,4497,,24.5,1413,1413,25
14:44:11,4546,,24.75,1416,1422.76,24.75
14:44:12,4562,,24.5,1414,1414,25
14:44:13,4548,,24.5,1414,1420.75,24.75
14:44:14,4558,,24.25,1414,1414,25
14:44:15,4555,,25,1414,1420.75,24.75
14:44:15,4544,,24.75,1415,1428.57,24.5
14:44:16,4555,,25,1414,1427.56,24.5
14:44:17,4530,,24.75,1413,1419.74,24.75
14:44:18,4536,,24.5,1415,1415,25
14:44:19,4526,,24.75,1415,1428.57,24.5
14:44:20,4552,,24.25,1416,1416,25
14:44:21,4554,,24.5,1414,1414,25
14:44:22,4563,,24.5,1415,1415,25
14:44:23,4552,,24.75,1415,1415,25
14:44:24,4549,,24.5,1416,1416,25
14:44:25,4554,,24.75,1414,1420.75,24.75
14:44:26,4549,,24.75,1414,1420.75,24.75
14:44:27,4554,,24.75,1415,1421.75,24.75
14:44:28,4548,,25,1415,1428.57,24.5
14:44:29,4550,,25,1415,1415,25
14:44:30,4568,,24.75,1416,1429.58,24.5
14:44:31,4539,,24.75,1414,1414,25
14:44:32,4519,,24.5,1416,1422.76,24.75
14:44:33,4509,,26.25,1417,1423.76,24.75
14:44:34,2769,,26.5,1415,1421.75,24.75
14:44:35,2758,,26.5,1415,1415,25
14:44:36,0,,26.5,1412,1425.54,24.5
14:44:37,0,,25.75,1413,1413,25
14:44:38,0,,26.5,1415,1415,25
14:44:39,0,,26.5,1416,1416,25
14:44:40,0,,26.5,1418,1411.3,25.25
14:44:41,0,,26.5,1419,1419,25
14:44:42,0,,26,1421,1434.63,24.5
14:44:43,0,,26,1422,1428.79,24.75
14:44:44,0,,26.5,1422,1415.28,25.25
14:44:45,0,,26.5,1422,1415.28,25.25
14:44:46,0,,26.5,1424,1424,25
14:44:47,0,,26.5,1426,1432.81,24.75
14:44:48,0,,26.25,1425,1425,25
14:44:49,0,,26.5,1425,1411.59,25.5
14:44:50,0,,25.5,1424,1417.27,25.25
14:44:51,0,,26.5,1423,1423,25
14:44:52,0,,24,1420,1420,25
14:44:53,0,,25,1418,1411.3,25.25
14:44:54,0,,25,1416,1422.76,24.75
14:44:55,0,,25,1415,1415,25
14:44:56,825.5,833.42,24.5,1413,1413,25
14:44:57,1527,1541.65,24.5,1412,1418.74,24.75
14:44:58,1526,1540.64,24.5,1411,1411,25
14:44:58,1526,1533.28,24.75,1410,1403.33,25.25
14:44:59,1525,1539.63,24.5,1409,1409,25
14:45:00,1526,1526,25,1409,1415.72,24.75
14:45:01,1526,1540.64,24.5,1408,1401.34,25.25
14:45:02,1525,1532.28,24.75,1408,1401.34,25.25
14:45:03,1524,1516.8,25.25,1408,1408,25
14:45:04,1524,1524,25,1408,1408,25
14:45:05,1522,1536.6,24.5,1408,1414.72,24.75
14:45:06,1523,1530.27,24.75,1406,1406,25
14:45:07,1523,1537.61,24.5,1407,1407,25
14:45:08,1522,1529.26,24.75,1406,1399.35,25.25
14:45:09,1524,1546.03,24.25,1406,1406,25
14:45:10,1524,1531.27,24.75,1406,1399.35,25.25
14:45:11,1523,1523,25,1406,1406,25
14:45:12,1523,1523,25,1407,1407,25
14:45:13,1523,1523,25,1405,1405,25
14:45:14,1522,1529.26,24.75,1405,1405,25
14:45:15,1523,1523,25,1406,1399.35,25.25
14:45:16,1523,1530.27,24.75,1406,1406,25
14:45:17,1523,1523,25,1405,1405,25
14:45:18,1523,1530.27,24.75,1406,1399.35,25.25
14:45:19,1524,1524,25,1405,1405,25
14:45:20,1522,1522,25,1406,1392.77,25.5
14:45:21,1525,1525,25,1405,1405,25
14:45:22,1524,1524,25,1405,1405,25
14:45:23,1524,1531.27,24.75,1405,1405,25
14:45:24,1524,1524,25,1405,1391.78,25.5
14:45:25,1524,1546.03,24.25,1405,1391.78,25.5
14:45:26,1524,1531.27,24.75,1405,1405,25
14:45:27,1524,1524,25,1405,1411.71,24.75
14:45:28,1523,1530.27,24.75,1405,1391.78,25.5
14:45:29,1524,1524,25,1406,1412.71,24.75
14:45:30,1524,1524,25,1405,1411.71,24.75
14:45:31,1524,1531.27,24.75,1405,1405,25
14:45:32,1526,1526,25,1406,1399.35,25.25
14:45:33,1527,1527,25,1404,1404,25
14:45:34,1524,1524,25,1405,1405,25
14:45:35,1526,1533.28,24.75,1405,1405,25
14:45:36,1525,1525,25,1405,1405,25
14:45:37,1526,1540.64,24.5,1405,1405,25
14:45:38,1525,1532.28,24.75,1406,1406,25
14:45:39,1525,1532.28,24.75,1405,1398.36,25.25
14:45:40,1526,1540.64,24.5,1405,1405,25
14:45:41,1526,1533.28,24.75,1405,1405,25
14:45:41,1526,1540.64,24.5,1405,1398.36,25.25
14:45:42,1525,1525,25,1405,1411.71,24.75
14:45:43,1526,1540.64,24.5,1405,1411.71,24.75
14:45:44,1524,1538.62,24.5,1406,1406,25
14:45:45,1526,1526,25,1405,1398.36,25.25
14:45:46,1525,1525,25,1405,1398.36,25.25
14:45:47,1526,1526,25,1405,1411.71,24.75
14:45:48,1526,1526,25,1405,1398.36,25.25
14:45:49,1527,1527,25,1404,1410.7,24.75
14:45:50,1524,1524,25,1404,1404,25
14:45:51,1526,1533.28,24.75,1405,1405,25
14:45:52,1526,1533.28,24.75,1405,1405,25
14:45:53,1526,1526,25,1404,1404,25
14:45:54,1524,1531.27,24.75,1405,1405,25
14:45:55,1525,1532.28,24.75,1405,1398.36,25.25
14:45:56,1525,1525,25,1404,1410.7,24.75
14:45:57,1525,1525,25,1405,1405,25
14:45:58,1526,1526,25,1405,1405,25
14:45:59,1525,1532.28,24.75,1405,1405,25
14:46:00,1527,1534.29,24.75,1405,1411.71,24.75
14:46:01,1526,1526,25,1404,1404,25
14:46:02,1525,1532.28,24.75,1404,1404,25
14:46:03,1526,1533.28,24.75,1404,1410.7,24.75
14:46:04,1526,1533.28,24.75,1403,1396.37,25.25
Time,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out
14:50:29,1209,1214.77,24.75,1367,1360.54,25.25
14:50:30,1209,1214.77,24.75,1366,1366,25
14:50:31,1209,1209,25,1365,1371.51,24.75
14:50:32,1209,1203.28,25.25,1365,1358.55,25.25
14:50:33,1210,1210,25,1366,1366,25
14:50:34,1212,1206.27,25.25,1365,1365,25
14:50:35,1213,1218.79,24.75,1365,1358.55,25.25
14:50:36,1214,1225.64,24.5,1366,1366,25
14:50:37,1214,1208.26,25.25,1366,1366,25
14:50:38,1214,1214,25,1365,1358.55,25.25
14:50:39,1217,1211.25,25.25,1365,1358.55,25.25
14:50:39,1217,1217,25,1365,1365,25
14:50:40,1218,1212.24,25.25,1365,1378.09,24.5
14:50:41,1218,1223.81,24.75,1364,1364,25
14:50:42,1218,1212.24,25.25,1365,1365,25
14:50:43,1219,1219,25,1364,1364,25
14:50:44,1220,1214.23,25.25,1365,1365,25
14:50:45,1221,1215.23,25.25,1365,1365,25
14:50:46,1222,1227.83,24.75,1364,1370.51,24.75
14:50:47,1223,1223,25,1364,1357.55,25.25
14:50:48,1224,1224,25,1364,1357.55,25.25
14:50:49,1225,1225,25,1364,1364,25
14:50:50,1225,1225,25,1364,1364,25
14:50:52,1227,1232.86,24.75,1364,1377.08,24.5
14:50:52,1227,1227,25,1364,1357.55,25.25
14:50:53,1227,1232.86,24.75,1363,1363,25
14:50:54,1228,1228,25,1363,1363,25
14:50:55,1228,1228,25,1363,1356.56,25.25
14:50:56,1230,1230,25,1362,1355.56,25.25
14:50:58,1230,1235.87,24.75,1363,1363,25
14:50:58,1231,1231,25,1362,1362,25
14:50:59,1232,1237.88,24.75,1362,1355.56,25.25
16:21:00,1391,1365.06,26,1250,1250,25
16:21:01,1393,1348.17,26.75,1250,1250,25
16:21:02,1396,1369.97,26,1251,1251,25
16:21:03,1396,1363.61,26.25,1253,1253,25
16:21:04,1395,1356.34,26.5,1254,1259.98,24.75
16:21:05,1398,1365.57,26.25,1254,1254,25
16:21:06,1399,1366.54,26.25,1254,1266.03,24.5
16:21:07,1399,1379.34,25.75,1254,1259.98,24.75
16:21:08,1400,1393.38,25.25,1255,1267.04,24.5
16:21:09,1400,1367.52,26.25,1255,1267.04,24.5
16:21:10,1402,1382.3,25.75,1256,1261.99,24.75
16:21:11,1403,1364.12,26.5,1258,1258,25
16:21:12,1402,1375.86,26,1258,1258,25
16:21:12,1402,1369.48,26.25,1259,1265.01,24.75
16:21:13,1406,1379.78,26,1276,1288.24,24.5
16:21:14,1406,1373.38,26.25,1279,1291.27,24.5
16:21:15,1406,1373.38,26.25,1279,1285.1,24.75
16:21:16,1405,1372.41,26.25,1280,1292.28,24.5
16:21:17,1408,1375.34,26.25,1280,1286.11,24.75
16:21:18,1404,1365.09,26.5,1280,1280,25
16:21:19,1408,1388.22,25.75,1281,1293.29,24.5
16:21:20,1407,1374.36,26.25,1280,1273.95,25.25
16:21:21,1407,1374.36,26.25,1280,1280,25
16:21:22,1408,1375.34,26.25,1281,1293.29,24.5
16:21:23,1409,1376.31,26.25,1281,1281,25
16:21:24,1408,1375.34,26.25,1282,1294.3,24.5
16:21:25,1408,1381.75,26,1281,1287.11,24.75
16:21:26,1409,1376.31,26.25,1282,1288.12,24.75
16:21:27,1408,1375.34,26.25,1282,1288.12,24.75
16:21:28,1407,1387.23,25.75,1282,1300.53,24.25
16:21:29,1410,1377.29,26.25,1282,1288.12,24.75
16:21:30,1410,1383.71,26,1282,1288.12,24.75
16:21:31,1408,1375.34,26.25,1282,1282,25
16:21:32,1409,1369.96,26.5,1282,1275.94,25.25
16:21:33,1410,1377.29,26.25,1282,1288.12,24.75
16:21:34,1408,1375.34,26.25,1283,1289.12,24.75
16:21:35,1408,1375.34,26.25,1283,1295.31,24.5
16:21:36,1410,1383.71,26,1282,1288.12,24.75
16:21:37,1408,1375.34,26.25,1283,1283,25
16:21:38,1409,1369.96,26.5,1282,1275.94,25.25
16:21:39,1409,1363.66,26.75,1283,1289.12,24.75
16:21:40,1408,1368.98,26.5,1283,1283,25
16:21:41,1407,1380.77,26,1283,1276.93,25.25
16:21:42,1410,1377.29,26.25,1283,1276.93,25.25
16:21:43,1410,1377.29,26.25,1281,1293.29,24.5
16:21:44,1409,1376.31,26.25,1282,1282,25
16:21:45,1409,1376.31,26.25,1282,1288.12,24.75
16:21:46,1409,1369.96,26.5,1282,1282,25
16:21:47,1406,1373.38,26.25,1282,1294.3,24.5
16:21:48,1408,1375.34,26.25,1282,1275.94,25.25
16:21:49,1411,1378.27,26.25,1283,1276.93,25.25
16:21:50,1406,1373.38,26.25,1283,1301.55,24.25
16:21:51,1409,1382.73,26,1282,1282,25
16:21:52,1407,1368.01,26.5,1283,1295.31,24.5
16:21:53,1406,1373.38,26.25,1283,1276.93,25.25
16:21:54,1408,1362.69,26.75,1281,1287.11,24.75
16:21:55,1407,1380.77,26,1282,1282,25
16:21:56,1407,1380.77,26,1283,1295.31,24.5
16:21:57,1409,1382.73,26,1282,1275.94,25.25
16:21:57,1409,1376.31,26.25,1281,1274.94,25.25
16:21:58,1409,1389.2,25.75,1281,1287.11,24.75
16:21:59,1409,1376.31,26.25,1282,1288.12,24.75
16:22:00,1409,1382.73,26,1282,1275.94,25.25
16:22:01,1411,1384.69,26,1282,1294.3,24.5
16:22:02,1410,1383.71,26,1283,1283,25
16:22:03,1411,1384.69,26,1282,1275.94,25.25
16:22:04,1411,1384.69,26,1283,1276.93,25.25
16:22:05,1411,1384.69,26,1282,1275.94,25.25
16:22:06,1411,1378.27,26.25,1282,1294.3,24.5
16:22:07,1410,1383.71,26,1282,1275.94,25.25
16:22:08,1411,1384.69,26,1282,1275.94,25.25
16:22:09,1412,1398.71,25.5,1282,1282,25
16:22:10,1410,1390.19,25.75,1283,1295.31,24.5
16:22:11,1410,1390.19,25.75,1283,1289.12,24.75
