Time,"Conductivity, mS","Temperature, C"
0,0,0
0,0,0
16:34:14,1.054,28.1
0,0,0
0,0,0
16:34:16,1.054,28.1
0,0,0
0,0,0
16:34:18,1.054,28.1
0,0,0
0,0,0
16:34:20,1.054,28.1
0,0,0
0,0,0
16:34:22,1.054,28.1
0,0,0
0,0,0
16:34:24,1.054,28.1
0,0,0
0,0,0
16:34:26,1.054,28
0,0,0
0,0,0
16:34:28,1.055,28
0,0,0
0,0,0
16:34:30,1.055,28
0,0,0
0,0,0
16:34:32,1.055,28
0,0,0
0,0,0
16:34:34,1.056,28
0,0,0
0,0,0
16:34:36,1.056,28
0,0,0
0,0,0
16:34:38,1.056,28
0,0,0
0,0,0
16:34:40,1.055,28
0,0,0
0,0,0
16:34:42,1.055,28
0,0,0
0,0,0
16:34:44,1.055,28
0,0,0
0,0,0
16:34:46,1.055,28
0,0,0
0,0,0
16:34:48,1.055,28
0,0,0
0,0,0
16:34:50,1.055,28
0,0,0
0,0,0
16:34:52,1.055,28
0,0,0
0,0,0
16:34:54,1.055,28
0,0,0
0,0,0
16:34:56,1.055,28
0,0,0
0,0,0
16:34:58,1.055,28
0,0,0
0,0,0
16:35:00,1.055,27.9
0,0,0
0,0,0
16:35:02,1.055,27.9
0,0,0
0,0,0
16:35:04,1.056,27.9
0,0,0
0,0,0
16:35:06,1.056,27.9
0,0,0
0,0,0
16:35:08,1.056,27.9
0,0,0
0,0,0
16:35:10,1.057,27.9
0,0,0
0,0,0
16:35:12,1.057,27.9
0,0,0
0,0,0
16:35:14,1.057,27.9
0,0,0
0,0,0
16:35:16,1.057,27.9
0,0,0
0,0,0
16:35:18,1.057,27.9
0,0,0
0,0,0
16:35:20,1.056,27.9
0,0,0
0,0,0
16:35:22,1.056,27.9
0,0,0
0,0,0
16:35:24,1.056,27.9
0,0,0
0,0,0
16:35:26,1.056,27.9
0,0,0
0,0,0
16:35:28,1.056,27.9
0,0,0
0,0,0
16:35:30,1.056,27.9
0,0,0
0,0,0
16:35:32,1.056,27.9
0,0,0
0,0,0
16:35:34,1.056,27.9
0,0,0
0,0,0
16:35:36,1.056,27.9
0,0,0
0,0,0
16:35:38,1.056,27.9
0,0,0
0,0,0
16:35:40,1.056,27.8
0,0,0
0,0,0
16:35:42,1.056,27.8
0,0,0
0,0,0
16:35:44,1.057,27.8
0,0,0
0,0,0
16:35:46,1.057,27.8
0,0,0
0,0,0
16:35:48,1.058,27.8
0,0,0
0,0,0
16:35:50,1.057,27.8
0,0,0
0,0,0
16:35:52,1.058,27.8
0,0,0
0,0,0
16:35:54,1.057,27.8
0,0,0
0,0,0
16:35:56,1.057,27.8
0,0,0
0,0,0
16:35:58,1.058,27.8
0,0,0
0,0,0
16:36:00,1.057,27.8
0,0,0
0,0,0
16:36:02,1.057,27.8
0,0,0
0,0,0
16:36:04,1.057,27.8
0,0,0
0,0,0
16:36:06,1.057,27.8
0,0,0
0,0,0
16:36:08,1.057,27.8
0,0,0
0,0,0
16:36:10,1.057,27.8
0,0,0
0,0,0
16:36:12,1.057,27.8
0,0,0
0,0,0
16:36:14,1.057,27.7
0,0,0
0,0,0
16:36:16,1.057,27.7
0,0,0
0,0,0
16:36:18,1.058,27.7
0,0,0
0,0,0
16:36:20,1.058,27.7
0,0,0
0,0,0
16:36:22,1.058,27.7
0,0,0
0,0,0
16:36:24,1.059,27.7
0,0,0
0,0,0
16:36:26,1.059,27.7
0,0,0
0,0,0
16:36:28,1.058,27.7
0,0,0
0,0,0
16:36:30,1.058,27.7
0,0,0
0,0,0
16:36:32,1.058,27.7
0,0,0
0,0,0
16:36:34,1.058,27.7
0,0,0
0,0,0
16:36:36,1.058,27.7
0,0,0
0,0,0
16:36:38,1.058,27.7
0,0,0
0,0,0
16:36:40,1.058,27.7
0,0,0
0,0,0
16:36:42,1.058,27.7
0,0,0
0,0,0
16:36:44,1.058,27.7
0,0,0
0,0,0
16:36:46,1.058,27.7
0,0,0
0,0,0
16:36:48,1.058,27.7
0,0,0
0,0,0
16:36:50,1.058,27.6
0,0,0
0,0,0
16:36:52,1.058,27.6
0,0,0
0,0,0
16:36:54,1.059,27.6
0,0,0
0,0,0
16:36:56,1.059,27.6
0,0,0
0,0,0
16:36:58,1.06,27.6
0,0,0
0,0,0
16:37:00,1.06,27.6
0,0,0
0,0,0
16:37:02,1.06,27.6
0,0,0
0,0,0
16:37:04,1.059,27.6
0,0,0
0,0,0
16:37:06,1.059,27.6
0,0,0
0,0,0
16:37:08,1.059,27.6
0,0,0
0,0,0
16:37:10,1.059,27.6
0,0,0
0,0,0
16:37:12,1.059,27.6
0,0,0
0,0,0
16:37:14,1.059,27.6
0,0,0
0,0,0
16:37:16,1.059,27.6
0,0,0
0,0,0
16:37:18,1.059,27.6
0,0,0
0,0,0
16:37:20,1.059,27.6
0,0,0
0,0,0
16:37:22,1.059,27.6
0,0,0
0,0,0
16:37:24,1.059,27.6
0,0,0
0,0,0
16:37:26,1.059,27.6
0,0,0
0,0,0
16:37:28,1.059,27.6
0,0,0
0,0,0
16:37:30,1.059,27.5
0,0,0
0,0,0
16:37:32,1.059,27.5
0,0,0
0,0,0
16:37:34,1.059,27.5
0,0,0
0,0,0
16:37:36,1.06,27.5
0,0,0
0,0,0
16:37:38,1.06,27.5
0,0,0
0,0,0
16:37:40,1.06,27.5
0,0,0
0,0,0
16:37:42,1.06,27.5
0,0,0
0,0,0
16:37:44,1.06,27.5
0,0,0
0,0,0
16:37:46,1.06,27.5
0,0,0
0,0,0
16:37:48,1.06,27.5
0,0,0
0,0,0
16:37:50,1.06,27.5
0,0,0
0,0,0
16:37:52,1.06,27.5
0,0,0
0,0,0
16:37:54,1.06,27.5
0,0,0
0,0,0
16:37:56,1.06,27.5
0,0,0
0,0,0
16:37:58,1.06,27.5
0,0,0
0,0,0
16:38:00,1.06,27.5
0,0,0
0,0,0
16:38:02,1.059,27.5
0,0,0
0,0,0
16:38:04,1.059,27.5
0,0,0
0,0,0
