Time,Conductivity (?S),Conductivity @25*C (?S),Temperature_1,Conductivity @25*C (?microS)
16:18:07,"6.47",7.11,20.25,0.00711
16:18:08,"6.47",7.07,20.5,0.00707
16:18:09,"6.38",7.05,20,0.00705
16:18:10,"6.38",6.94,20.75,0.00694
16:18:11,"6.39",7.06,20,0.00706
16:18:12,"6.39",7.06,20,0.00706
16:18:13,"6.39",6.99,20.5,0.00699
16:18:14,"6.29",6.95,20,0.00695
16:18:15,"6.38",6.94,20.75,0.00694
16:18:16,"6.38",6.98,20.5,0.00698
16:18:17,"6.29",6.91,20.25,0.00691
16:18:18,"6.39",6.99,20.5,0.00699
16:18:19,"6.39",7.1,19.75,0.0071
16:18:20,"6.39",6.99,20.5,0.00699
16:18:21,"6.48",7.09,20.5,0.00709
16:18:22,"6.47",7.23,19.5,0.00723
16:18:23,"6.38",7.05,20,0.00705
16:18:24,"6.39",7.02,20.25,0.00702
16:18:25,"6.48",7.2,19.75,0.0072
16:18:26,"6.39",7.06,20,0.00706
16:18:27,"6.39",7.14,19.5,0.00714
16:18:28,"6.39",6.99,20.5,0.00699
16:18:29,"6.29",6.99,19.75,0.00699
16:18:30,"6.39",7.1,19.75,0.0071
16:18:31,"6.29",6.88,20.5,0.00688
16:18:32,"6.29",6.99,19.75,0.00699
16:18:33,"6.29",6.88,20.5,0.00688
16:18:34,"6.57",7.26,20,0.00726
16:18:35,"6.39",7.06,20,0.00706
16:18:36,"6.29",6.84,20.75,0.00684
16:18:37,"6.39",7.1,19.75,0.0071
16:18:38,"6.39",7.06,20,0.00706
16:18:38,"6.29",6.91,20.25,0.00691
16:18:39,"6.39",7.1,19.75,0.0071
16:18:40,"6.29",6.91,20.25,0.00691
16:18:41,"6.39",6.95,20.75,0.00695
16:18:42,"6.39",7.06,20,0.00706
16:18:43,"6.38",6.98,20.5,0.00698
16:18:45,"6.38",7.05,20,0.00705
16:18:45,"6.38",7.09,19.75,0.00709
16:18:46,"6.39",6.95,20.75,0.00695
16:18:47,"6.48",7.16,20,0.00716
16:18:48,"6.47",7.23,19.5,0.00723
16:18:49,"6.38",7.01,20.25,0.00701
16:18:50,"6.39",7.06,20,0.00706
16:18:51,"6.38",7.01,20.25,0.00701
16:18:52,"6.48",7.12,20.25,0.00712
16:18:53,"6.38",7.05,20,0.00705
16:18:54,"6.29",6.95,20,0.00695
16:18:55,"6.48",7.12,20.25,0.00712
16:18:56,"6.38",7.05,20,0.00705
16:18:57,"6.29",6.99,19.75,0.00699
16:18:58,"6.48",7.09,20.5,0.00709
16:18:59,"6.48",7.12,20.25,0.00712
16:19:00,"6.38",7.12,19.5,0.00712
16:19:01,"6.30",6.85,20.75,0.00685
16:19:02,"6.30",6.92,20.25,0.00692
16:19:03,"6.29",6.95,20,0.00695
16:19:04,"6.29",6.91,20.25,0.00691
16:19:05,"6.30",6.96,20,0.00696
16:19:06,"6.30",7,19.75,0.007
16:19:07,"6.30",6.89,20.5,0.00689
16:19:08,"6.38",7.05,20,0.00705
16:19:09,"6.38",7.01,20.25,0.00701
16:19:10,"6.38",6.98,20.5,0.00698
16:19:11,"6.29",6.99,19.75,0.00699
16:19:12,"6.38",7.05,20,0.00705
16:19:13,"6.39",7.06,20,0.00706
16:19:14,"6.39",7.1,19.75,0.0071
16:19:15,"6.48",7.16,20,0.00716
16:19:16,"6.57",7.18,20.5,0.00718
16:19:17,"6.38",7.12,19.5,0.00712
16:19:18,"6.39",7.02,20.25,0.00702
16:19:19,"6.29",6.91,20.25,0.00691
16:19:20,"6.40",7.15,19.5,0.00715
16:19:21,"6.29",6.88,20.5,0.00688
16:19:21,"6.38",7.05,20,0.00705
16:19:22,"6.40",7.07,20,0.00707
16:19:23,"6.48",7.05,20.75,0.00705
16:19:24,"6.38",7.05,20,0.00705
16:19:25,"6.38",7.09,19.75,0.00709
16:19:26,"6.39",7.02,20.25,0.00702
16:19:27,"6.39",7.06,20,0.00706
16:19:28,"6.39",7.14,19.5,0.00714
16:19:29,"6.39",6.99,20.5,0.00699
16:19:30,"6.48",7.24,19.5,0.00724
16:19:31,"6.49",7.21,19.75,0.00721
16:19:32,"6.39",6.99,20.5,0.00699
16:19:33,"6.39",7.06,20,0.00706
16:19:34,"6.37",7,20.25,0.007
16:19:35,"6.38",7.05,20,0.00705
16:19:36,"6.48",7.09,20.5,0.00709
16:19:37,"6.29",6.95,20,0.00695
16:19:38,"6.38",6.94,20.75,0.00694
16:19:39,"6.47",7.07,20.5,0.00707
16:19:40,"6.49",7.29,19.25,0.00729
16:19:41,"6.30",6.89,20.5,0.00689
16:19:42,"6.39",6.99,20.5,0.00699
16:19:43,"6.37",7.08,19.75,0.00708
16:19:44,"6.40",7.07,20,0.00707
16:19:45,"6.40",7,20.5,0.007
16:19:46,"6.48",7.24,19.5,0.00724
16:19:47,"6.48",7.16,20,0.00716
16:19:48,"6.39",7.02,20.25,0.00702
16:19:49,"6.39",7.02,20.25,0.00702
16:19:50,"6.39",7.06,20,0.00706
16:19:51,"6.38",6.94,20.75,0.00694
16:19:52,"6.47",7.07,20.5,0.00707
16:19:53,"6.39",7.1,19.75,0.0071
16:19:54,"6.48",7.16,20,0.00716
16:19:55,"6.48",7.09,20.5,0.00709
16:19:56,"6.48",7.12,20.25,0.00712
16:19:57,"6.48",7.2,19.75,0.0072
16:19:58,"6.39",6.99,20.5,0.00699
16:19:59,"6.29",6.88,20.5,0.00688
16:20:00,"6.39",7.1,19.75,0.0071
16:20:01,"6.38",7.05,20,0.00705
16:20:02,"6.38",7.05,20,0.00705
16:20:03,"6.29",6.91,20.25,0.00691
16:20:04,"6.40",7.15,19.5,0.00715
16:20:05,"6.39",7.06,20,0.00706
16:20:05,"6.48",7.09,20.5,0.00709
16:20:06,"6.39",7.06,20,0.00706
16:20:07,"6.49",7.29,19.25,0.00729
16:20:08,"6.37",7.04,20,0.00704
16:20:09,"6.39",6.95,20.75,0.00695
16:20:10,"6.38",6.98,20.5,0.00698
16:20:11,"6.48",7.24,19.5,0.00724
16:20:12,"6.49",7.17,20,0.00717
16:20:13,"6.39",6.99,20.5,0.00699
16:20:14,"6.38",7.05,20,0.00705
16:20:15,"6.39",7.14,19.5,0.00714
16:20:16,"6.40",7.03,20.25,0.00703
16:20:17,"6.30",6.89,20.5,0.00689
16:20:18,"6.38",7.09,19.75,0.00709
16:20:19,"6.38",7.12,19.5,0.00712
16:20:20,"6.39",7.02,20.25,0.00702
16:20:21,"6.48",7.12,20.25,0.00712
16:20:22,"6.48",7.12,20.25,0.00712
16:20:23,"6.39",7.1,19.75,0.0071
16:20:24,"6.48",7.12,20.25,0.00712
16:20:25,"6.47",7.11,20.25,0.00711
16:20:26,"6.38",7.05,20,0.00705
16:20:27,"6.39",7.1,19.75,0.0071
16:20:28,"6.39",7.02,20.25,0.00702
16:20:29,"6.40",7,20.5,0.007
16:20:30,"6.39",7.1,19.75,0.0071
16:20:31,"6.29",6.95,20,0.00695
16:20:32,"6.31",6.94,20.25,0.00694
16:20:33,"6.30",6.92,20.25,0.00692
16:20:34,"6.48",7.2,19.75,0.0072
16:20:35,"6.58",7.23,20.25,0.00723
16:20:36,"6.30",6.92,20.25,0.00692
16:20:37,"6.38",7.09,19.75,0.00709
16:20:38,"6.55",7.28,19.75,0.00728
16:20:39,"6.39",6.99,20.5,0.00699
16:20:40,"6.38",7.05,20,0.00705
16:20:41,"6.56",7.29,19.75,0.00729
16:20:42,"6.39",6.99,20.5,0.00699
16:20:43,"6.47",7.07,20.5,0.00707
16:20:44,"6.56",7.33,19.5,0.00733
16:20:45,"6.48",7.16,20,0.00716
16:20:46,"6.38",7.05,20,0.00705
16:20:47,"6.29",6.99,19.75,0.00699
16:20:47,"6.48",7.2,19.75,0.0072
16:20:48,"6.39",7.02,20.25,0.00702
16:20:49,"6.48",7.2,19.75,0.0072
16:20:50,"6.47",7.23,19.5,0.00723
16:20:51,"6.48",7.16,20,0.00716
16:20:52,"6.38",7.01,20.25,0.00701
16:20:53,"6.47",7.15,20,0.00715
16:20:54,"6.39",7.1,19.75,0.0071
16:20:55,"6.39",7.06,20,0.00706
16:20:56,"6.39",7.02,20.25,0.00702
16:20:57,"6.46",7.25,19.25,0.00725
16:20:58,"6.39",7.02,20.25,0.00702
16:20:59,"6.48",7.12,20.25,0.00712
16:21:00,"6.39",7.1,19.75,0.0071
16:21:01,"6.48",7.2,19.75,0.0072
16:21:02,"6.31",6.83,21,0.00683
16:21:03,"6.48",7.16,20,0.00716
16:21:04,"6.48",7.2,19.75,0.0072
16:21:05,"6.48",7.16,20,0.00716
16:21:06,"6.46",7.14,20,0.00714
16:21:07,"6.40",7.07,20,0.00707
16:21:08,"6.47",7.15,20,0.00715
16:21:09,"6.39",6.99,20.5,0.00699
16:21:10,"6.38",7.09,19.75,0.00709
16:21:11,"6.31",7.01,19.75,0.00701
16:21:12,"6.47",7.11,20.25,0.00711
16:21:13,"6.40",7.15,19.5,0.00715
16:21:14,"6.29",7.1,19,0.0071
16:21:15,"6.38",7.01,20.25,0.00701
16:21:16,"6.30",6.92,20.25,0.00692
16:21:17,"6.38",7.09,19.75,0.00709
16:21:18,"6.31",7.01,19.75,0.00701
16:21:19,"6.48",7.12,20.25,0.00712
16:21:20,"6.47",7.15,20,0.00715
16:21:21,"6.39",7.14,19.5,0.00714
16:21:22,"6.30",6.89,20.5,0.00689
16:21:23,"6.38",7.05,20,0.00705
16:21:24,"6.39",7.1,19.75,0.0071
16:21:25,"6.40",7,20.5,0.007
16:21:26,"6.30",6.92,20.25,0.00692
16:21:27,"6.30",7,19.75,0.007
16:21:28,"6.38",7.01,20.25,0.00701
16:21:29,"6.47",7.11,20.25,0.00711
16:21:30,"6.39",7.21,19,0.00721
16:21:30,"6.30",6.92,20.25,0.00692
16:21:31,"6.21",6.83,20.25,0.00683
16:21:32,"6.48",7.35,18.75,0.00735
16:21:33,"6.30",6.96,20,0.00696
16:21:34,"6.30",6.92,20.25,0.00692
16:21:35,"6.23",6.92,19.75,0.00692
16:21:36,"6.39",7.1,19.75,0.0071
16:21:37,"6.39",6.95,20.75,0.00695
16:21:38,"6.48",7.16,20,0.00716
16:21:39,"6.39",7.14,19.5,0.00714
16:21:40,"6.30",6.85,20.75,0.00685
16:21:41,"6.30",6.96,20,0.00696
16:21:42,"6.39",7.14,19.5,0.00714
16:21:43,"6.22",6.91,19.75,0.00691
16:21:44,"6.30",6.96,20,0.00696
16:21:45,"6.21",6.9,19.75,0.0069
16:21:46,"6.39",7.06,20,0.00706
16:21:47,"6.39",7.02,20.25,0.00702
16:21:48,"6.39",7.06,20,0.00706
16:21:49,"6.49",7.21,19.75,0.00721
16:21:50,"6.38",6.98,20.5,0.00698
16:21:51,"6.56",7.21,20.25,0.00721
16:21:52,"6.56",7.29,19.75,0.00729
16:21:53,"6.21",6.83,20.25,0.00683
16:21:54,"6.39",7.06,20,0.00706
16:21:55,"6.48",7.2,19.75,0.0072
16:21:56,"6.31",6.9,20.5,0.0069
16:21:57,"6.40",7.03,20.25,0.00703
16:21:58,"6.39",7.1,19.75,0.0071
16:21:59,"6.39",7.02,20.25,0.00702
16:22:00,"6.30",6.89,20.5,0.00689
16:22:01,"6.37",7.08,19.75,0.00708
16:22:02,"6.30",6.89,20.5,0.00689
16:22:03,"6.48",7.2,19.75,0.0072
16:22:04,"6.30",7,19.75,0.007
16:22:05,"6.48",7.09,20.5,0.00709
16:22:06,"6.57",7.34,19.5,0.00734
16:22:07,"6.39",7.14,19.5,0.00714
16:22:08,"6.66",7.25,20.75,0.00725
16:22:09,"16.61",18.45,19.75,0.01845
16:22:10,"27.40",30.44,19.75,0.03044
16:22:11,"26.57",29.21,20.25,0.02921
16:22:12,"28.36",31.67,19.5,0.03167
16:22:13,"39.32",43,20.5,0.043
16:22:13,"39.30",43.2,20.25,0.0432
16:22:14,"42.80",48.05,19.25,0.04805
16:22:16,"43.20",46.99,20.75,0.04699
16:22:16,"31.03",34.11,20.25,0.03411
16:22:17,"46.51",51.39,20,0.05139
16:22:18,"45.10",49.32,20.5,0.04932
16:22:19,"41.20",45.05,20.5,0.04505
16:22:21,"39.93",44.59,19.5,0.04459
16:22:21,"46.30",50.89,20.25,0.05089
16:22:22,"48.98",53.84,20.25,0.05384
16:22:24,"38.85",43.38,19.5,0.04338
16:22:24,"41.21",45.06,20.5,0.04506
16:22:25,"46.29",50.88,20.25,0.05088
16:22:26,"47.64",52.92,19.75,0.05292
16:22:27,"45.74",50.28,20.25,0.05028
16:22:28,"47.23",51.38,20.75,0.05138
16:22:30,"41.42",45.77,20,0.04577
16:22:30,"52.30",57.79,20,0.05779
16:22:31,"48.19",52.15,21,0.05215
16:22:32,"51.54",56.36,20.5,0.05636
16:22:33,"53.62",59.25,20,0.05925
16:22:34,"52.46",57.07,20.75,0.05707
16:22:35,"54.48",59.57,20.5,0.05957
16:22:36,"50.12",55.97,19.5,0.05597
16:22:37,"56.71",63.33,19.5,0.06333
16:22:38,"59.27",64.15,21,0.06415
16:22:39,"57.75",64.15,19.75,0.06415
16:22:40,"58.51",64.65,20,0.06465
16:22:41,"47.67",51.86,20.75,0.05186
16:22:42,"62.85",68.73,20.5,0.06873
16:22:43,"55.43",61.25,20,0.06125
16:22:44,"60.41",66.06,20.5,0.06606
16:22:45,"62.88",68.76,20.5,0.06876
16:22:46,"53.50",58.5,20.5,0.0585
16:22:47,"66.69",73.31,20.25,0.07331
16:22:48,"60.86",66.21,20.75,0.06621
16:22:49,"62.95",68.84,20.5,0.06884
16:22:50,"69.67",77.39,19.75,0.07739
16:22:51,"61.40",67.14,20.5,0.06714
16:22:52,"63.94",68.85,21.25,0.06885
16:22:53,"66.37",73.34,20,0.07334
16:22:54,"73.75",81.07,20.25,0.08107
16:22:55,"70.65",76.86,20.75,0.07686
16:22:56,"68.78",76,20,0.076
16:22:56,"66.17",72.73,20.25,0.07273
16:22:57,"73.46",80.33,20.5,0.08033
16:22:58,"77.16",83.94,20.75,0.08394
16:22:59,"68.38",75.56,20,0.07556
16:23:00,"75.40",82.88,20.25,0.08288
16:23:01,"78.29",85.61,20.5,0.08561
16:23:02,"78.25",85.12,20.75,0.08512
16:23:03,"80.81",87.91,20.75,0.08791
16:23:04,"67.52",74.22,20.25,0.07422
16:23:05,"83.29",90.61,20.75,0.09061
16:23:06,"71.68",78.79,20.25,0.07879
16:23:07,"80.18",88.6,20,0.0886
16:23:08,"80.81",87.91,20.75,0.08791
16:23:09,"82.37",88.69,21.25,0.08869
16:23:10,"84.75",92.67,20.5,0.09267
16:23:11,"81.76",88.94,20.75,0.08894
16:23:12,"79.56",85.66,21.25,0.08566
16:23:13,"84.04",91.9,20.5,0.0919
16:23:14,"88.08",96.31,20.5,0.09631
16:23:15,"86.40",94.97,20.25,0.09497
16:23:16,"79.78",86.34,21,0.08634
16:23:17,"83.39",92.14,20,0.09214
16:23:18,"85.19",94.13,20,0.09413
16:23:19,"85.26",92.27,21,0.09227
16:23:20,"85.05",93,20.5,0.093
16:23:21,"92.63",101.29,20.5,0.10129
16:23:22,"85.71",92.76,21,0.09276
16:23:23,"90.50",98.45,20.75,0.09845
16:23:24,"76.88",83.63,20.75,0.08363
16:23:25,"91.46",98.98,21,0.09898
16:23:26,"88.66",95.95,21,0.09595
16:23:27,"88.05",96.28,20.5,0.09628
16:23:28,"85.79",93.33,20.75,0.09333
16:23:29,"89.82",97.71,20.75,0.09771
16:23:30,"94.68",104.62,20,0.10462
16:23:31,"93.17",100.83,21,0.10083
16:23:32,"91.11",98.6,21,0.0986
16:23:33,"96.20",105.74,20.25,0.10574
16:23:34,"96.55",105.03,20.75,0.10503
16:23:35,"95.53",102.34,21.5,0.10234
16:23:36,"95.17",104.07,20.5,0.10407
16:23:37,"95.46",103.85,20.75,0.10385
16:23:38,"79.48",85.58,21.25,0.08558
16:23:39,"99.19",107.35,21,0.10735
16:23:39,"93.37",101.57,20.75,0.10157
16:23:40,"98.97",106.56,21.25,0.10656
16:23:41,"100.4",109.22,20.75,0.10922
16:23:42,"100.1",109.46,20.5,0.10946
16:23:43,"98.27",105.81,21.25,0.10581
16:23:45,"86.58",94.19,20.75,0.09419
16:23:45,"99.32",108.04,20.75,0.10804
16:23:46,"103.2",110.55,21.5,0.11055
16:23:47,"95.98",104.95,20.5,0.10495
16:23:48,"95.82",104.24,20.75,0.10424
16:23:49,"100.4",107.01,21.75,0.10701
16:23:50,"102.3",110.71,21,0.11071
16:23:51,"97.81",105.85,21,0.10585
16:23:52,"99.39",107.01,21.25,0.10701
16:23:53,"104.3",112.88,21,0.11288
16:23:54,"103.3",112.96,20.5,0.11296
16:23:55,"100.9",109.2,21,0.1092
16:23:56,"101.3",109.07,21.25,0.10907
16:23:57,"89.64",97.51,20.75,0.09751
16:23:58,"110.3",119.99,20.75,0.11999
16:23:59,"109.5",117.9,21.25,0.1179
16:24:00,"109.7",118.12,21.25,0.11812
16:24:01,"110.0",120.28,20.5,0.12028
16:24:02,"112.3",120.92,21.25,0.12092
16:24:03,"112.3",120.92,21.25,0.12092
16:24:04,"111.4",121.82,20.5,0.12182
16:24:05,"115.3",124.78,21,0.12478
16:24:06,"112.1",120.09,21.5,0.12009
16:24:07,"115.1",125.86,20.5,0.12586
16:24:08,"106.0",114.72,21,0.11472
16:24:09,"117.3",126.3,21.25,0.1263
16:24:10,"115.0",125.75,20.5,0.12575
16:24:11,"117.1",127.39,20.75,0.12739
16:24:12,"116.2",124.48,21.5,0.12448
16:24:13,"120.1",128.66,21.5,0.12866
16:24:14,"118.2",128.58,20.75,0.12858
16:24:15,"118.4",127.48,21.25,0.12748
16:24:16,"117.6",125.34,21.75,0.12534
16:24:17,"119.6",129.44,21,0.12944
16:24:18,"122.8",133.59,20.75,0.13359
16:24:19,"117.0",125.33,21.5,0.12533
16:24:20,"122.5",131.23,21.5,0.13123
16:24:21,"125.0",136.69,20.5,0.13669
16:24:22,"121.4",130.05,21.5,0.13005
16:24:22,"123.9",132.05,21.75,0.13205
16:24:23,"121.0",130.28,21.25,0.13028
16:24:24,"126.7",137.12,21,0.13712
16:24:25,"127.1",135.46,21.75,0.13546
16:24:26,"125.9",134.87,21.5,0.13487
16:24:27,"121.2",131.85,20.75,0.13185
16:24:28,"124.6",133.48,21.5,0.13348
16:24:29,"124.8",131.68,22.25,0.13168
16:24:30,"122.2",130.91,21.5,0.13091
16:24:31,"125.3",137.01,20.5,0.13701
16:24:32,"125.3",134.91,21.25,0.13491
16:24:33,"126.2",135.19,21.5,0.13519
16:24:34,"128.3",138.85,21,0.13885
16:24:35,"126.4",136.1,21.25,0.1361
16:24:36,"128.3",136.74,21.75,0.13674
16:24:37,"128.2",138.03,21.25,0.13803
16:24:38,"125.4",135.71,21,0.13571
16:24:39,"128.1",137.23,21.5,0.13723
16:24:40,"128.2",136.64,21.75,0.13664
16:24:41,"129.8",139.76,21.25,0.13976
16:24:42,"124.7",134.27,21.25,0.13427
16:24:43,"130.5",139.09,21.75,0.13909
16:24:44,"128.7",139.29,21,0.13929
16:24:45,"132.4",142.56,21.25,0.14256
16:24:46,"133.5",142.29,21.75,0.14229
16:24:47,"133.1",141.86,21.75,0.14186
16:24:48,"132.1",142.23,21.25,0.14223
16:24:49,"132.1",139.38,22.25,0.13938
16:24:50,"117.0",124.07,22,0.12407
16:24:51,"133.1",144.05,21,0.14405
16:24:52,"134.9",143.78,21.75,0.14378
16:24:53,"136.5",144.75,22,0.14475
16:24:54,"141.6",152.46,21.25,0.15246
16:24:55,"136.9",148.16,21,0.14816
16:24:56,"136.5",144.03,22.25,0.14403
16:24:57,"135.7",144.63,21.75,0.14463
16:24:58,"137.3",147.83,21.25,0.14783
16:24:59,"139.0",149.66,21.25,0.14966
16:25:00,"135.4",143.58,22,0.14358
16:25:01,"126.6",136.31,21.25,0.13631
16:25:02,"139.6",148.79,21.75,0.14879
16:25:03,"141.6",150.92,21.75,0.15092
16:25:04,"133.5",142.29,21.75,0.14229
16:25:05,"139.0",148.9,21.5,0.1489
16:25:05,"132.3",138.21,22.75,0.13821
16:25:06,"142.7",152.09,21.75,0.15209
16:25:07,"139.9",149.87,21.5,0.14987
16:25:08,"141.6",148.66,22.5,0.14866
16:25:09,"143.9",154.94,21.25,0.15494
16:25:10,"145.1",154.65,21.75,0.15465
16:25:11,"142.7",151.33,22,0.15133
16:25:12,"142.2",151.56,21.75,0.15156
16:25:13,"145.3",155.65,21.5,0.15565
16:25:14,"140.9",149.42,22,0.14942
16:25:15,"145.9",155.5,21.75,0.1555
16:25:16,"145.6",154.4,22,0.1544
16:25:17,"146.9",153.46,22.75,0.15346
16:25:18,"147.2",156.1,22,0.1561
16:25:19,"145.7",155.29,21.75,0.15529
16:25:20,"140.9",149.42,22,0.14942
16:25:21,"149.8",158.06,22.25,0.15806
16:25:22,"150.6",160.51,21.75,0.16051
16:25:23,"146.1",154.15,22.25,0.15415
16:25:24,"149.1",157.32,22.25,0.15732
16:25:25,"149.8",161.29,21.25,0.16129
16:25:26,"150.8",159.92,22,0.15992
16:25:27,"149.4",156.85,22.5,0.15685
16:25:28,"146.5",155.36,22,0.15536
16:25:29,"150.4",161.11,21.5,0.16111
16:25:30,"150.5",158.8,22.25,0.1588
16:25:31,"152.1",160.49,22.25,0.16049
16:25:32,"152.0",161.19,22,0.16119
16:25:33,"153.7",162.99,22,0.16299
16:25:34,"153.6",162.88,22,0.16288
16:25:35,"151.8",160.17,22.25,0.16017
16:25:36,"153.8",166.45,21,0.16645
16:25:37,"155.6",164.18,22.25,0.16418
16:25:38,"156.0",164.6,22.25,0.1646
16:25:39,"155.7",165.95,21.75,0.16595
16:25:40,"154.8",164.99,21.75,0.16499
16:25:41,"154.1",160.98,22.75,0.16098
16:25:42,"154.9",164.26,22,0.16426
16:25:43,"156.9",165.55,22.25,0.16555
16:25:44,"155.9",163.67,22.5,0.16367
16:25:45,"157.0",165.66,22.25,0.16566
16:25:46,"153.4",166.02,21,0.16602
16:25:47,"149.0",158.81,21.75,0.15881
16:25:48,"158.8",167.55,22.25,0.16755
16:25:48,"157.0",168.18,21.5,0.16818
16:25:49,"161.1",170.84,22,0.17084
16:25:50,"158.7",164.97,23,0.16497
16:25:51,"157.8",168.19,21.75,0.16819
16:25:52,"159.5",170,21.75,0.17
16:25:53,"158.0",165.06,22.75,0.16506
16:25:54,"159.1",168.72,22,0.16872
16:25:55,"160.6",172.92,21.25,0.17292
16:25:56,"156.7",166.17,22,0.16617
16:25:57,"163.3",172.3,22.25,0.1723
16:25:58,"159.3",167.24,22.5,0.16724
16:25:59,"163.3",175.83,21.25,0.17583
16:26:00,"158.1",165.98,22.5,0.16598
16:26:01,"161.1",169.13,22.5,0.16913
16:26:02,"161.2",171.81,21.75,0.17181
16:26:03,"162.2",171.14,22.25,0.17114
16:26:04,"165.2",172.58,22.75,0.17258
16:26:05,"167.7",178.74,21.75,0.17874
16:26:06,"165.3",176.18,21.75,0.17618
16:26:07,"163.9",171.22,22.75,0.17122
16:26:08,"164.7",173.78,22.25,0.17378
16:26:09,"162.6",172.43,22,0.17243
16:26:10,"164.8",173.89,22.25,0.17389
16:26:11,"162.8",170.07,22.75,0.17007
16:26:12,"163.6",172.62,22.25,0.17262
16:26:13,"162.3",173.86,21.5,0.17386
16:26:14,"166.9",174.35,22.75,0.17435
16:26:15,"167.1",175.43,22.5,0.17543
16:26:16,"166.5",176.56,22,0.17656
16:26:17,"168.3",174.95,23,0.17495
16:26:18,"171.3",179.84,22.5,0.17984
16:26:19,"170.6",181.83,21.75,0.18183
16:26:20,"168.6",174.4,23.25,0.1744
16:26:21,"167.4",174.88,22.75,0.17488
16:26:22,"170.1",179.48,22.25,0.17948
16:26:23,"170.0",176.72,23,0.17672
16:26:24,"171.4",178.17,23,0.17817
16:26:25,"169.8",180.98,21.75,0.18098
16:26:26,"173.0",183.46,22,0.18346
16:26:27,"170.9",175.91,23.5,0.17591
16:26:28,"169.8",178.27,22.5,0.17827
16:26:29,"171.7",180.26,22.5,0.18026
16:26:30,"175.7",183.55,22.75,0.18355
16:26:30,"173.7",180.56,23,0.18056
16:26:31,"173.1",182.64,22.25,0.18264
16:26:32,"174.7",182.5,22.75,0.1825
16:26:33,"170.6",179.11,22.5,0.17911
16:26:34,"174.7",183.41,22.5,0.18341
16:26:35,"174.3",182.08,22.75,0.18208
16:26:36,"175.7",180.85,23.5,0.18085
16:26:37,"175.7",183.55,22.75,0.18355
16:26:38,"176.2",185.91,22.25,0.18591
16:26:39,"175.9",181.95,23.25,0.18195
16:26:40,"175.9",183.76,22.75,0.18376
16:26:41,"178.4",188.24,22.25,0.18824
16:26:43,"178.8",185.86,23,0.18586
16:26:43,"175.8",180.96,23.5,0.18096
16:26:44,"177.5",186.35,22.5,0.18635
16:26:45,"172.4",181,22.5,0.181
16:26:46,"178.7",184.85,23.25,0.18485
16:26:47,"179.0",186.99,22.75,0.18699
16:26:48,"180.5",188.56,22.75,0.18856
16:26:49,"180.0",185.28,23.5,0.18528
16:26:50,"181.1",187.33,23.25,0.18733
16:26:51,"180.1",190.99,22,0.19099
16:26:52,"180.7",186.91,23.25,0.18691
16:26:53,"180.7",187.84,23,0.18784
16:26:54,"181.1",192.05,22,0.19205
16:26:55,"182.2",188.47,23.25,0.18847
16:26:56,"182.3",187.65,23.5,0.18765
16:26:57,"179.9",188.87,22.5,0.18887
16:26:58,"183.7",190.02,23.25,0.19002
16:26:59,"182.7",188.06,23.5,0.18806
16:27:00,"181.7",190.76,22.5,0.19076
16:27:01,"184.0",188.48,23.75,0.18848
16:27:02,"184.7",192,23,0.192
16:27:03,"184.1",192.32,22.75,0.19232
16:27:04,"184.0",191.27,23,0.19127
16:27:05,"184.6",192.84,22.75,0.19284
16:27:06,"184.7",193.91,22.5,0.19391
16:27:07,"185.0",191.36,23.25,0.19136
16:27:08,"185.1",194.33,22.5,0.19433
16:27:09,"185.8",193.14,23,0.19314
16:27:10,"186.0",191.46,23.5,0.19146
16:27:11,"187.2",195.56,22.75,0.19556
16:27:12,"186.0",193.35,23,0.19335
16:27:13,"187.0",192.49,23.5,0.19249
16:27:13,"185.5",193.78,22.75,0.19378
16:27:14,"186.5",195.8,22.5,0.1958
16:27:15,"187.6",192.16,23.75,0.19216
16:27:16,"188.3",196.71,22.75,0.19671
16:27:17,"189.1",196.57,23,0.19657
16:27:18,"189.8",195.37,23.5,0.19537
16:27:19,"188.9",194.44,23.5,0.19444
16:27:20,"189.6",199.06,22.5,0.19906
16:27:21,"191.9",198.5,23.25,0.1985
16:27:22,"190.8",195.44,23.75,0.19544
16:27:23,"190.0",198.49,22.75,0.19849
16:27:24,"191.3",198.86,23,0.19886
16:27:25,"192.2",195.92,24,0.19592
16:27:26,"192.5",199.12,23.25,0.19912
16:27:27,"191.3",198.86,23,0.19886
16:27:28,"192.2",196.88,23.75,0.19688
16:27:29,"192.8",199.43,23.25,0.19943
16:27:30,"193.3",201.93,22.75,0.20193
16:27:31,"193.6",199.28,23.5,0.19928
16:27:32,"193.8",198.51,23.75,0.19851
16:27:33,"194.9",203.6,22.75,0.2036
16:27:34,"195.1",202.81,23,0.20281
16:27:35,"195.4",200.15,23.75,0.20015
16:27:36,"196.4",203.15,23.25,0.20315
16:27:37,"196.4",203.15,23.25,0.20315
16:27:38,"197.0",200.82,24,0.20082
16:27:39,"194.8",200.51,23.5,0.20051
16:27:40,"196.3",203.05,23.25,0.20305
16:27:41,"197.0",201.79,23.75,0.20179
16:27:42,"196.7",201.49,23.75,0.20149
16:27:43,"200.8",207.71,23.25,0.20771
16:27:44,"201.3",207.21,23.5,0.20721
16:27:45,"202.3",208.23,23.5,0.20823
16:27:46,"202.2",208.13,23.5,0.20813
16:27:47,"202.5",207.43,23.75,0.20743
