Time,Conductivity (?S),Conductivity @25*C (?S),Temperature_1,Conductivity @25*C (?microS)
17:04:43,"688.4",691.69,24.75,0.69169
17:04:44,"688.8",692.09,24.75,0.69209
17:04:45,"687.9",691.18,24.75,0.69118
17:04:46,"689.3",679.62,25.75,0.67962
17:04:47,"689.1",699.06,24.25,0.69906
17:04:48,"689.5",702.85,24,0.70285
17:04:49,"687.9",687.9,25,0.6879
17:04:50,"687.0",690.28,24.75,0.69028
17:04:51,"690.1",696.72,24.5,0.69672
17:04:52,"688.8",692.09,24.75,0.69209
17:04:53,"689.5",683.01,25.5,0.68301
17:04:54,"688.6",691.89,24.75,0.69189
17:04:55,"688.8",692.09,24.75,0.69209
17:04:56,"690.1",683.61,25.5,0.68361
17:04:57,"688.4",691.69,24.75,0.69169
17:04:58,"688.2",694.8,24.5,0.6948
17:04:59,"689.6",689.6,25,0.6896
17:05:00,"688.8",688.8,25,0.6888
17:05:01,"687.7",697.64,24.25,0.69764
17:05:02,"688.4",695,24.5,0.695
17:05:03,"688.2",684.95,25.25,0.68495
17:05:04,"687.7",687.7,25,0.6877
17:05:05,"688.4",695,24.5,0.695
17:05:06,"687.5",687.5,25,0.6875
17:05:07,"687.5",684.25,25.25,0.68425
17:05:08,"689.3",702.65,24,0.70265
17:05:09,"689.1",699.06,24.25,0.69906
17:05:10,"687.3",687.3,25,0.6873
17:05:11,"687.0",683.75,25.25,0.68375
17:05:12,"688.6",701.94,24,0.70194
17:05:12,"687.7",690.98,24.75,0.69098
17:05:13,"686.4",683.16,25.25,0.68316
17:05:14,"687.3",693.89,24.5,0.69389
17:05:15,"688.4",691.69,24.75,0.69169
17:05:16,"686.8",686.8,25,0.6868
17:05:17,"685.5",688.77,24.75,0.68877
17:05:18,"687.5",694.09,24.5,0.69409
17:05:19,"687.7",694.3,24.5,0.6943
17:05:20,"687.0",683.75,25.25,0.68375
17:05:22,"687.7",697.64,24.25,0.69764
17:05:22,"688.6",691.89,24.75,0.69189
17:05:23,"688.4",678.73,25.75,0.67873
17:05:24,"689.1",695.71,24.5,0.69571
17:05:25,"686.4",696.32,24.25,0.69632
17:05:26,"686.4",683.16,25.25,0.68316
17:05:27,"687.5",687.5,25,0.6875
17:05:28,"688.6",695.2,24.5,0.6952
17:05:29,"687.1",687.1,25,0.6871
17:05:30,"686.8",683.55,25.25,0.68355
17:05:31,"686.4",689.68,24.75,0.68968
17:05:32,"687.7",704.43,23.75,0.70443
17:05:33,"686.6",683.35,25.25,0.68335
17:05:34,"684.1",687.37,24.75,0.68737
17:05:35,"686.4",699.69,24,0.69969
17:05:36,"686.6",696.53,24.25,0.69653
17:05:37,"683.2",679.97,25.25,0.67997
17:05:38,"686.1",696.02,24.25,0.69602
17:05:39,"687.1",690.38,24.75,0.69038
17:05:40,"687.1",683.85,25.25,0.68385
17:05:41,"686.8",693.39,24.5,0.69339
17:05:42,"685.2",691.77,24.5,0.69177
17:05:43,"687.5",687.5,25,0.6875
17:05:44,"686.6",689.88,24.75,0.68988
17:05:45,"684.6",694.5,24.25,0.6945
17:05:46,"682.1",688.64,24.5,0.68864
17:05:47,"682.6",689.15,24.5,0.68915
17:05:48,"689.0",702.34,24,0.70234
17:05:49,"684.4",687.67,24.75,0.68767
17:05:50,"685.2",685.2,25,0.6852
17:05:51,"685.5",695.41,24.25,0.69541
17:05:52,"686.4",692.98,24.5,0.69298
17:05:53,"684.6",687.87,24.75,0.68787
17:05:54,"684.4",697.66,24,0.69766
17:05:55,"685.5",698.78,24,0.69878
17:05:56,"685.7",685.7,25,0.6857
17:05:56,"686.8",693.39,24.5,0.69339
17:05:57,"684.8",684.8,25,0.6848
17:05:58,"686.1",689.37,24.75,0.68937
17:05:59,"688.2",701.53,24,0.70153
17:06:00,"685.0",688.27,24.75,0.68827
17:06:01,"682.1",688.64,24.5,0.68864
17:06:02,"685.2",691.77,24.5,0.69177
17:06:03,"685.5",685.5,25,0.6855
17:06:04,"685.5",688.77,24.75,0.68877
17:06:05,"684.2",694.09,24.25,0.69409
17:06:06,"683.5",683.5,25,0.6835
17:06:07,"685.7",692.28,24.5,0.69228
17:06:08,"685.2",688.47,24.75,0.68847
17:06:09,"683.7",683.7,25,0.6837
17:06:10,"686.1",696.02,24.25,0.69602
17:06:11,"685.7",688.97,24.75,0.68897
17:06:12,"682.8",686.06,24.75,0.68606
17:06:13,"684.6",701.25,23.75,0.70125
17:06:14,"684.4",690.96,24.5,0.69096
17:06:15,"683.0",686.26,24.75,0.68626
17:06:16,"684.2",700.85,23.75,0.70085
17:06:17,"684.6",691.17,24.5,0.69117
17:06:18,"683.5",677.07,25.5,0.67707
17:06:19,"685.0",694.9,24.25,0.6949
17:06:20,"684.6",687.87,24.75,0.68787
17:06:21,"683.7",683.7,25,0.6837
17:06:22,"682.8",692.67,24.25,0.69267
17:06:23,"683.5",690.06,24.5,0.69006
17:06:24,"683.7",680.47,25.25,0.68047
17:06:25,"683.2",689.75,24.5,0.68975
17:06:26,"681.9",688.44,24.5,0.68844
17:06:27,"681.9",685.15,24.75,0.68515
17:06:28,"682.1",688.64,24.5,0.68864
17:06:29,"683.9",697.15,24,0.69715
17:06:30,"682.4",688.95,24.5,0.68895
17:06:31,"684.2",690.76,24.5,0.69076
17:06:32,"685.7",692.28,24.5,0.69228
17:06:33,"682.6",685.86,24.75,0.68586
17:06:34,"682.1",685.36,24.75,0.68536
17:06:35,"682.8",689.35,24.5,0.68935
17:06:36,"684.8",684.8,25,0.6848
17:06:37,"683.7",690.26,24.5,0.69026
17:06:38,"682.1",691.96,24.25,0.69196
17:06:39,"682.8",686.06,24.75,0.68606
17:06:39,"683.2",693.08,24.25,0.69308
17:06:40,"681.9",698.49,23.75,0.69849
17:06:41,"682.4",695.62,24,0.69562
17:06:42,"681.9",685.15,24.75,0.68515
17:06:43,"683.7",693.58,24.25,0.69358
17:06:44,"681.7",691.55,24.25,0.69155
17:06:45,"681.7",681.7,25,0.6817
17:06:46,"684.6",694.5,24.25,0.6945
17:06:47,"686.2",692.78,24.5,0.69278
17:06:48,"682.8",682.8,25,0.6828
17:06:49,"681.2",687.73,24.5,0.68773
17:06:50,"681.0",690.84,24.25,0.69084
17:06:51,"681.2",681.2,25,0.6812
17:06:52,"684.4",690.96,24.5,0.69096
17:06:53,"678.4",698.3,23.5,0.6983
17:06:54,"677.1",677.1,25,0.6771
17:06:55,"685.0",688.27,24.75,0.68827
17:06:56,"683.7",703.76,23.5,0.70376
17:06:57,"682.8",689.35,24.5,0.68935
17:06:58,"679.0",679,25,0.679
17:06:59,"683.2",696.43,24,0.69643
17:07:00,"684.6",694.5,24.25,0.6945
17:07:01,"681.2",681.2,25,0.6812
17:07:02,"681.0",690.84,24.25,0.69084
17:07:03,"681.0",687.53,24.5,0.68753
17:07:04,"684.2",680.97,25.25,0.68097
17:07:05,"680.4",686.93,24.5,0.68693
17:07:06,"681.2",694.39,24,0.69439
17:07:07,"681.7",681.7,25,0.6817
17:07:08,"681.7",691.55,24.25,0.69155
17:07:09,"679.5",686.02,24.5,0.68602
17:07:10,"681.7",684.95,24.75,0.68495
17:07:11,"681.5",691.35,24.25,0.69135
17:07:12,"684.2",690.76,24.5,0.69076
17:07:13,"681.0",677.78,25.25,0.67778
17:07:14,"681.0",690.84,24.25,0.69084
17:07:15,"681.0",684.25,24.75,0.68425
17:07:16,"680.4",683.65,24.75,0.68365
17:07:17,"679.9",696.44,23.75,0.69644
17:07:18,"680.6",693.78,24,0.69378
17:07:19,"681.0",684.25,24.75,0.68425
17:07:20,"680.8",697.36,23.75,0.69736
17:07:21,"682.4",692.26,24.25,0.69226
17:07:22,"682.4",682.4,25,0.6824
17:07:23,"680.8",690.64,24.25,0.69064
17:07:23,"682.6",689.15,24.5,0.68915
17:07:24,"677.0",683.49,24.5,0.68349
17:07:25,"678.6",691.74,24,0.69174
17:07:26,"680.6",690.44,24.25,0.69044
17:07:27,"682.8",689.35,24.5,0.68935
17:07:28,"681.7",701.7,23.5,0.7017
17:07:29,"681.0",684.25,24.75,0.68425
17:07:30,"678.6",691.74,24,0.69174
17:07:31,"680.1",693.27,24,0.69327
17:07:32,"677.5",680.73,24.75,0.68073
17:07:33,"679.7",692.86,24,0.69286
17:07:34,"679.0",688.82,24.25,0.68882
17:07:35,"682.4",692.26,24.25,0.69226
17:07:36,"681.2",687.73,24.5,0.68773
17:07:37,"676.6",686.38,24.25,0.68638
17:07:38,"679.9",679.9,25,0.6799
17:07:39,"681.2",694.39,24,0.69439
17:07:40,"680.8",687.33,24.5,0.68733
17:07:41,"679.7",679.7,25,0.6797
17:07:42,"682.1",702.11,23.5,0.70211
17:07:43,"681.7",691.55,24.25,0.69155
17:07:44,"683.7",693.58,24.25,0.69358
17:07:45,"678.6",685.11,24.5,0.68511
17:07:46,"679.2",699.13,23.5,0.69913
17:07:47,"678.2",688,24.25,0.688
17:07:48,"681.7",694.9,24,0.6949
17:07:49,"679.5",692.66,24,0.69266
17:07:50,"679.0",685.51,24.5,0.68551
17:07:51,"676.8",693.27,23.75,0.69327
17:07:52,"679.5",686.02,24.5,0.68602
17:07:53,"680.8",690.64,24.25,0.69064
17:07:54,"679.0",695.52,23.75,0.69552
17:07:55,"678.1",684.6,24.5,0.6846
17:07:56,"677.3",677.3,25,0.6773
17:07:57,"678.2",691.34,24,0.69134
17:07:58,"676.6",683.09,24.5,0.68309
17:07:59,"679.0",685.51,24.5,0.68551
17:08:00,"679.7",699.64,23.5,0.69964
17:08:01,"678.6",685.11,24.5,0.68511
17:08:02,"678.8",685.31,24.5,0.68531
17:08:03,"680.8",704.22,23.25,0.70422
17:08:04,"678.6",688.41,24.25,0.68841
17:08:05,"679.2",682.44,24.75,0.68244
17:08:05,"677.5",687.29,24.25,0.68729
17:08:06,"677.9",684.4,24.5,0.6844
17:08:07,"678.4",675.19,25.25,0.67519
17:08:08,"676.2",682.69,24.5,0.68269
17:08:09,"679.7",689.53,24.25,0.68953
17:08:10,"675.7",678.92,24.75,0.67892
17:08:11,"676.6",689.7,24,0.6897
17:08:12,"674.0",680.46,24.5,0.68046
17:08:13,"675.3",675.3,25,0.6753
17:08:14,"676.4",689.5,24,0.6895
17:08:15,"679.9",689.73,24.25,0.68973
17:08:16,"680.1",683.35,24.75,0.68335
17:08:17,"679.5",692.66,24,0.69266
17:08:18,"676.0",685.77,24.25,0.68577
17:08:19,"676.4",676.4,25,0.6764
17:08:20,"676.2",685.98,24.25,0.68598
17:08:21,"676.6",693.06,23.75,0.69306
17:08:22,"677.5",684,24.5,0.684
17:08:23,"678.6",681.84,24.75,0.68184
17:08:24,"677.5",697.38,23.5,0.69738
17:08:25,"678.8",688.61,24.25,0.68861
17:08:26,"676.8",689.91,24,0.68991
17:08:27,"675.7",688.79,24,0.68879
17:08:28,"676.2",682.69,24.5,0.68269
17:08:29,"676.2",682.69,24.5,0.68269
17:08:30,"674.4",687.46,24,0.68746
17:08:31,"675.5",698.73,23.25,0.69873
17:08:32,"676.8",683.29,24.5,0.68329
17:08:33,"678.4",684.91,24.5,0.68491
17:08:34,"677.0",693.47,23.75,0.69347
17:08:35,"674.4",680.87,24.5,0.68087
17:08:36,"674.6",694.39,23.5,0.69439
17:08:37,"676.2",685.98,24.25,0.68598
17:08:38,"676.4",679.63,24.75,0.67963
17:08:39,"678.4",688.21,24.25,0.68821
17:08:40,"677.0",683.49,24.5,0.68349
17:08:41,"674.0",674,25,0.674
17:08:42,"677.0",683.49,24.5,0.68349
17:08:43,"675.3",685.06,24.25,0.68506
