Time,"Conductivity, mS","Temperature, C"
0,0,0
17:05:05,1.107,28.6
0,0,0
0,0,0
17:05:07,1.108,28.6
0,0,0
0,0,0
17:05:09,1.109,28.6
0,0,0
0,0,0
17:05:11,1.109,28.6
0,0,0
0,0,0
17:05:13,1.109,28.6
0,0,0
0,0,0
17:05:15,1.109,28.6
0,0,0
0,0,0
17:05:17,1.109,28.6
0,0,0
0,0,0
17:05:19,1.108,28.6
0,0,0
0,0,0
17:05:21,1.108,28.6
0,0,0
0,0,0
17:05:23,1.108,28.6
0,0,0
0,0,0
17:05:25,1.107,28.6
0,0,0
0,0,0
17:05:27,1.107,28.6
0,0,0
0,0,0
17:05:29,1.107,28.5
0,0,0
0,0,0
17:05:31,1.107,28.5
0,0,0
0,0,0
17:05:33,1.107,28.5
0,0,0
0,0,0
17:05:35,1.108,28.5
0,0,0
0,0,0
17:05:37,1.109,28.5
0,0,0
0,0,0
17:05:39,1.109,28.5
0,0,0
0,0,0
17:05:41,1.109,28.5
0,0,0
0,0,0
17:05:43,1.109,28.5
0,0,0
0,0,0
17:05:45,1.109,28.5
0,0,0
0,0,0
17:05:47,1.109,28.5
0,0,0
0,0,0
17:05:49,1.109,28.5
0,0,0
0,0,0
17:05:51,1.109,28.5
0,0,0
0,0,0
17:05:53,1.109,28.5
0,0,0
0,0,0
17:05:55,1.109,28.4
0,0,0
0,0,0
17:05:57,1.109,28.4
0,0,0
0,0,0
17:05:59,1.11,28.4
0,0,0
0,0,0
17:06:01,1.11,28.4
0,0,0
0,0,0
17:06:03,1.11,28.4
0,0,0
0,0,0
17:06:05,1.11,28.4
0,0,0
0,0,0
17:06:07,1.11,28.4
0,0,0
0,0,0
17:06:09,1.11,28.4
0,0,0
0,0,0
17:06:11,1.109,28.4
0,0,0
0,0,0
17:06:13,1.109,28.4
0,0,0
0,0,0
17:06:15,1.109,28.4
0,0,0
0,0,0
17:06:17,1.109,28.4
0,0,0
0,0,0
17:06:19,1.109,28.4
0,0,0
0,0,0
17:06:21,1.11,28.4
0,0,0
0,0,0
17:06:23,1.11,28.4
0,0,0
0,0,0
17:06:25,1.11,28.4
0,0,0
0,0,0
17:06:27,1.109,28.3
0,0,0
0,0,0
17:06:29,1.11,28.3
0,0,0
0,0,0
17:06:31,1.11,28.3
0,0,0
0,0,0
17:06:33,1.11,28.3
0,0,0
0,0,0
17:06:35,1.11,28.3
0,0,0
0,0,0
17:06:37,1.11,28.3
0,0,0
0,0,0
17:06:39,1.11,28.3
0,0,0
0,0,0
17:06:41,1.11,28.3
0,0,0
0,0,0
17:06:43,1.11,28.3
0,0,0
0,0,0
17:06:45,1.11,28.3
0,0,0
0,0,0
17:06:47,1.11,28.3
0,0,0
0,0,0
17:06:49,1.11,28.3
0,0,0
0,0,0
17:06:51,1.11,28.3
0,0,0
0,0,0
17:06:53,1.11,28.3
0,0,0
0,0,0
17:06:55,1.11,28.2
0,0,0
0,0,0
17:06:57,1.11,28.2
0,0,0
0,0,0
17:06:59,1.111,28.2
0,0,0
0,0,0
17:07:01,1.111,28.2
0,0,0
0,0,0
17:07:03,1.111,28.2
0,0,0
0,0,0
17:07:05,1.111,28.2
0,0,0
0,0,0
17:07:07,1.111,28.2
0,0,0
0,0,0
17:07:09,1.111,28.2
0,0,0
0,0,0
17:07:11,1.111,28.2
0,0,0
0,0,0
17:07:13,1.111,28.2
0,0,0
0,0,0
17:07:15,1.111,28.2
0,0,0
0,0,0
17:07:17,1.111,28.2
0,0,0
0,0,0
17:07:19,1.111,28.2
0,0,0
0,0,0
17:07:21,1.111,28.2
0,0,0
0,0,0
17:07:23,1.111,28.1
0,0,0
0,0,0
17:07:25,1.111,28.1
0,0,0
0,0,0
17:07:27,1.111,28.1
0,0,0
0,0,0
17:07:29,1.111,28.1
0,0,0
0,0,0
17:07:31,1.111,28.1
0,0,0
0,0,0
17:07:33,1.111,28.1
0,0,0
0,0,0
17:07:35,1.111,28.1
0,0,0
0,0,0
17:07:37,1.111,28.1
0,0,0
0,0,0
17:07:39,1.111,28.1
0,0,0
0,0,0
17:07:41,1.111,28.1
0,0,0
0,0,0
17:07:43,1.111,28.1
0,0,0
0,0,0
17:07:45,1.111,28.1
0,0,0
0,0,0
17:07:47,1.111,28.1
0,0,0
0,0,0
17:07:49,1.111,28
0,0,0
0,0,0
