Time,Conductivity (mS),Temperature (C)
17:16:34,0.465,21.2
0,0,0
0,0,0
17:16:36,0.466,21.2
0,0,0
0,0,0
17:16:38,0.466,21.3
0,0,0
0,0,0
17:16:40,0.465,21.2
0,0,0
0,0,0
17:16:42,0.465,21.2
0,0,0
0,0,0
17:16:44,0.465,21.2
0,0,0
0,0,0
17:16:46,0.465,21.2
0,0,0
0,0,0
17:16:48,0.465,21.2
0,0,0
0,0,0
17:16:50,0.466,21.2
0,0,0
0,0,0
17:16:52,0.466,21.2
0,0,0
0,0,0
17:16:54,0.466,21.2
0,0,0
0,0,0
17:16:56,0.466,21.2
0,0,0
0,0,0
17:16:58,0.466,21.2
0,0,0
0,0,0
17:17:00,0.466,21.2
0,0,0
0,0,0
17:17:02,0.466,21.2
0,0,0
0,0,0
17:17:04,0.465,21.2
0,0,0
0,0,0
17:17:06,0.465,21.2
0,0,0
0,0,0
17:17:08,0.465,21.2
0,0,0
0,0,0
17:17:10,0.465,21.2
0,0,0
0,0,0
17:17:12,0.465,21.2
0,0,0
0,0,0
17:17:14,0.466,21.2
0,0,0
0,0,0
17:17:16,0.466,21.2
0,0,0
0,0,0
17:17:18,0.466,21.2
0,0,0
0,0,0
17:17:20,0.466,21.2
0,0,0
0,0,0
17:17:22,0.466,21.2
0,0,0
0,0,0
17:17:24,0.466,21.2
0,0,0
0,0,0
17:17:26,0.465,21.2
0,0,0
0,0,0
17:17:28,0.465,21.2
0,0,0
0,0,0
17:17:30,0.465,21.2
0,0,0
0,0,0
17:17:32,0.465,21.2
0,0,0
0,0,0
17:17:34,0.466,21.2
0,0,0
0,0,0
17:17:36,0.466,21.2
0,0,0
0,0,0
17:17:38,0.466,21.2
0,0,0
0,0,0
17:17:40,0.466,21.2
0,0,0
0,0,0
17:17:42,0.466,21.2
0,0,0
0,0,0
17:17:44,0.466,21.2
0,0,0
0,0,0
17:17:46,0.466,21.2
0,0,0
0,0,0
17:17:48,0.466,21.2
0,0,0
0,0,0
17:17:50,0.466,21.2
0,0,0
0,0,0
17:17:52,0.466,21.2
0,0,0
0,0,0
17:17:54,0.465,21.2
0,0,0
0,0,0
17:17:56,0.465,21.2
0,0,0
0,0,0
17:17:58,0.465,21.2
0,0,0
0,0,0
17:18:00,0.465,21.2
0,0,0
0,0,0
17:18:02,0.465,21.2
0,0,0
0,0,0
17:18:04,0.466,21.2
0,0,0
0,0,0
17:18:06,0.466,21.2
0,0,0
0,0,0
17:18:08,0.466,21.2
0,0,0
0,0,0
17:18:10,0.466,21.3
0,0,0
0,0,0
17:18:12,0.465,21.2
0,0,0
0,0,0
17:18:14,0.465,21.2
0,0,0
0,0,0
17:18:16,0.465,21.2
0,0,0
0,0,0
17:18:18,0.465,21.2
0,0,0
0,0,0
17:18:20,0.466,21.2
0,0,0
0,0,0
17:18:22,0.466,21.2
0,0,0
0,0,0
17:18:24,0.466,21.2
0,0,0
0,0,0
17:18:26,0.465,21.2
0,0,0
0,0,0
