Time,Conductivity (mS),Temperature (C)
0,0,0
0,0,0
16:58:40,0.467,21.2
0,0,0
0,0,0
16:58:42,0.467,21.2
0,0,0
0,0,0
16:58:44,0.466,21.2
0,0,0
0,0,0
16:58:46,0.466,21.2
0,0,0
0,0,0
16:58:48,0.466,21.2
0,0,0
0,0,0
16:58:50,0.466,21.2
0,0,0
0,0,0
16:58:52,0.467,21.2
0,0,0
0,0,0
16:58:54,0.467,21.2
0,0,0
0,0,0
16:58:56,0.467,21.2
0,0,0
0,0,0
16:58:58,0.467,21.2
0,0,0
0,0,0
16:59:00,0.467,21.2
0,0,0
0,0,0
16:59:02,0.467,21.2
0,0,0
0,0,0
16:59:04,0.467,21.2
0,0,0
0,0,0
16:59:06,0.467,21.2
0,0,0
0,0,0
16:59:08,0.467,21.2
0,0,0
0,0,0
16:59:10,0.467,21.2
0,0,0
0,0,0
16:59:12,0.467,21.2
0,0,0
0,0,0
16:59:14,0.467,21.2
0,0,0
0,0,0
16:59:16,0.467,21.2
0,0,0
0,0,0
16:59:18,0.467,21.2
0,0,0
0,0,0
16:59:20,0.467,21.2
0,0,0
0,0,0
16:59:22,0.467,21.2
0,0,0
0,0,0
16:59:24,0.467,21.2
0,0,0
0,0,0
16:59:26,0.467,21.2
0,0,0
0,0,0
16:59:28,0.467,21.2
0,0,0
0,0,0
16:59:30,0.467,21.2
0,0,0
0,0,0
16:59:32,0.467,21.2
0,0,0
0,0,0
16:59:34,0.467,21.2
0,0,0
0,0,0
16:59:36,0.467,21.2
0,0,0
0,0,0
16:59:38,0.467,21.2
0,0,0
0,0,0
16:59:40,0.467,21.2
0,0,0
0,0,0
16:59:42,0.467,21.2
0,0,0
0,0,0
16:59:44,0.467,21.2
0,0,0
0,0,0
16:59:46,0.467,21.2
0,0,0
0,0,0
16:59:48,0.467,21.2
0,0,0
0,0,0
16:59:50,0.467,21.2
0,0,0
0,0,0
16:59:52,0.467,21.2
0,0,0
0,0,0
16:59:54,0.467,21.2
0,0,0
0,0,0
16:59:56,0.467,21.2
0,0,0
0,0,0
16:59:58,0.467,21.2
0,0,0
0,0,0
17:00:00,0.467,21.2
0,0,0
0,0,0
17:00:02,0.467,21.2
0,0,0
0,0,0
17:00:04,0.467,21.2
0,0,0
0,0,0
17:00:06,0.467,21.2
0,0,0
0,0,0
17:00:08,0.467,21.2
0,0,0
0,0,0
17:00:10,46.7,21.2
0,0,0
0,0,0
17:00:12,0.935,21.2
0,0,0
0,0,0
17:00:14,0.916,21.2
0,0,0
0,0,0
17:00:16,0.916,21.3
0,0,0
0,0,0
17:00:18,0.916,21.3
0,0,0
0,0,0
17:00:20,0.916,21.4
0,0,0
0,0,0
17:00:22,0.916,21.4
0,0,0
0,0,0
17:00:24,0.916,21.5
0,0,0
0,0,0
17:00:26,0.915,21.5
0,0,0
0,0,0
17:00:28,0.914,21.5
0,0,0
0,0,0
17:00:30,0.914,21.6
0,0,0
0,0,0
17:00:32,0.914,21.6
0,0,0
0,0,0
17:00:34,0.913,21.6
0,0,0
0,0,0
17:00:36,0.913,21.6
0,0,0
0,0,0
17:00:38,0.913,21.6
0,0,0
0,0,0
17:00:40,0.913,21.6
0,0,0
0,0,0
17:00:42,0.913,21.6
0,0,0
0,0,0
17:00:44,0.913,21.6
0,0,0
0,0,0
17:00:46,0.913,21.6
0,0,0
0,0,0
17:00:48,0.913,21.6
0,0,0
0,0,0
17:00:50,0.914,21.6
0,0,0
0,0,0
17:00:52,0.914,21.6
0,0,0
0,0,0
17:00:54,0.914,21.6
0,0,0
0,0,0
17:00:56,0.914,21.6
0,0,0
0,0,0
17:00:58,0.913,21.7
0,0,0
0,0,0
17:01:00,0.913,21.7
0,0,0
0,0,0
17:01:02,0.912,21.7
0,0,0
0,0,0
17:01:04,0.912,21.7
0,0,0
0,0,0
17:01:06,0.912,21.7
0,0,0
0,0,0
17:01:08,0.912,21.7
0,0,0
0,0,0
17:01:10,0.912,21.7
0,0,0
0,0,0
17:01:12,0.912,21.7
0,0,0
0,0,0
17:01:14,0.912,21.7
0,0,0
0,0,0
17:01:16,0.912,21.7
0,0,0
0,0,0
17:01:18,0.912,21.7
0,0,0
0,0,0
17:01:20,0.912,21.7
0,0,0
0,0,0
17:01:22,0.912,21.7
0,0,0
0,0,0
17:01:24,0.912,21.7
0,0,0
0,0,0
17:01:26,0.912,21.7
0,0,0
0,0,0
17:01:28,0.912,21.7
0,0,0
0,0,0
17:01:30,0.912,21.7
0,0,0
0,0,0
17:01:32,0.912,21.7
0,0,0
0,0,0
17:01:34,0.912,21.7
0,0,0
0,0,0
17:01:36,0.912,21.7
0,0,0
0,0,0
17:01:38,0.912,21.7
0,0,0
0,0,0
17:01:40,0.912,21.7
0,0,0
0,0,0
17:01:42,0.912,21.7
0,0,0
0,0,0
17:01:44,0.912,21.7
0,0,0
0,0,0
17:01:46,0.912,21.7
0,0,0
0,0,0
17:01:48,0.912,21.7
0,0,0
0,0,0
17:01:50,0.912,21.7
0,0,0
0,0,0
17:01:52,0.912,21.7
0,0,0
0,0,0
17:01:54,0.912,21.7
0,0,0
0,0,0
17:01:56,0.912,21.7
0,0,0
0,0,0
17:01:58,0.912,21.7
0,0,0
0,0,0
17:02:00,0.912,21.7
0,0,0
0,0,0
17:02:02,0.912,21.7
0,0,0
0,0,0
17:02:04,0.912,21.7
0,0,0
0,0,0
17:02:06,0.912,21.7
0,0,0
0,0,0
17:02:08,0.912,21.7
0,0,0
0,0,0
17:02:10,0.912,21.7
0,0,0
0,0,0
17:02:12,0.912,21.7
0,0,0
0,0,0
17:02:14,0.912,21.7
0,0,0
0,0,0
17:02:16,0.912,21.7
0,0,0
0,0,0
17:02:18,0.912,21.7
0,0,0
0,0,0
17:02:20,0.912,21.7
0,0,0
0,0,0
17:02:22,0.912,21.7
0,0,0
0,0,0
17:02:24,0.912,21.7
0,0,0
0,0,0
17:02:26,0.912,21.7
0,0,0
0,0,0
17:02:28,0.912,21.7
0,0,0
0,0,0
17:02:30,0.913,21.7
0,0,0
0,0,0
17:02:32,0.913,21.7
0,0,0
0,0,0
17:02:34,0.913,21.7
0,0,0
0,0,0
17:02:36,0.913,21.7
0,0,0
0,0,0
17:02:38,0.913,21.7
0,0,0
0,0,0
17:02:40,0.913,21.7
0,0,0
0,0,0
17:02:42,0.913,21.7
0,0,0
0,0,0
17:02:44,0.913,21.7
0,0,0
0,0,0
17:02:46,0.913,21.7
0,0,0
0,0,0
17:02:48,0.913,21.7
0,0,0
0,0,0
17:02:50,0.913,21.7
0,0,0
0,0,0
17:02:52,0.913,21.7
0,0,0
0,0,0
17:02:54,0.913,21.7
0,0,0
0,0,0
17:02:56,0.913,21.7
0,0,0
0,0,0
17:02:58,0.913,21.7
0,0,0
0,0,0
17:03:00,0.913,21.7
0,0,0
0,0,0
17:03:02,0.913,21.7
0,0,0
0,0,0
17:03:04,0.913,21.7
0,0,0
0,0,0
17:03:06,0.913,21.7
0,0,0
0,0,0
17:03:08,0.913,21.7
0,0,0
0,0,0
17:03:10,0.913,21.7
0,0,0
0,0,0
17:03:12,0.913,21.7
0,0,0
0,0,0
17:03:14,0.913,21.7
0,0,0
0,0,0
17:03:16,0.913,21.7
0,0,0
0,0,0
17:03:18,0.913,21.7
0,0,0
0,0,0
17:03:20,0.913,21.7
0,0,0
0,0,0
17:03:22,0.913,21.7
0,0,0
0,0,0
17:03:24,0.913,21.7
0,0,0
0,0,0
17:03:26,0.913,21.7
0,0,0
0,0,0
17:03:28,0.913,21.7
0,0,0
0,0,0
17:03:30,0.913,21.7
0,0,0
0,0,0
17:03:32,0.913,21.7
0,0,0
0,0,0
17:03:34,0.913,21.7
0,0,0
0,0,0
17:03:36,0.913,21.7
0,0,0
0,0,0
17:03:38,0.913,21.7
0,0,0
0,0,0
17:03:40,0.913,21.7
0,0,0
0,0,0
17:03:42,0.913,21.7
0,0,0
0,0,0
17:03:44,0.913,21.7
0,0,0
0,0,0
17:03:46,0.913,21.7
0,0,0
0,0,0
17:03:48,0.913,21.7
0,0,0
0,0,0
17:03:50,0.913,21.7
0,0,0
0,0,0
17:03:52,0.913,21.7
0,0,0
0,0,0
17:03:54,0.913,21.7
0,0,0
0,0,0
17:03:56,0.913,21.7
0,0,0
0,0,0
17:03:58,0.913,21.7
0,0,0
0,0,0
17:04:00,0.913,21.7
0,0,0
0,0,0
17:04:02,0.913,21.7
0,0,0
0,0,0
17:04:04,0.913,21.7
0,0,0
0,0,0
17:04:06,0.914,21.7
0,0,0
0,0,0
17:04:08,0.913,21.7
0,0,0
0,0,0
17:04:10,0.913,21.7
0,0,0
0,0,0
17:04:12,0.913,21.7
0,0,0
0,0,0
17:04:14,0.913,21.7
0,0,0
0,0,0
17:04:16,0.913,21.7
0,0,0
0,0,0
17:04:18,0.913,21.7
0,0,0
0,0,0
17:04:20,0.913,21.7
0,0,0
0,0,0
17:04:22,0.913,21.6
0,0,0
0,0,0
17:04:24,0.914,21.6
0,0,0
0,0,0
17:04:26,0.914,21.6
0,0,0
0,0,0
17:04:28,0.915,21.6
0,0,0
0,0,0
17:04:30,0.915,21.6
0,0,0
0,0,0
17:04:32,0.915,21.6
0,0,0
0,0,0
17:04:34,0.915,21.6
0,0,0
0,0,0
17:04:36,0.915,21.6
0,0,0
0,0,0
17:04:38,0.915,21.6
0,0,0
0,0,0
17:04:40,0.915,21.6
0,0,0
0,0,0
17:04:42,0.915,21.6
0,0,0
0,0,0
17:04:44,0.915,21.6
0,0,0
0,0,0
17:04:46,0.915,21.6
0,0,0
0,0,0
17:04:48,0.915,21.6
0,0,0
0,0,0
17:04:50,0.915,21.6
0,0,0
0,0,0
17:04:52,0.915,21.6
0,0,0
0,0,0
17:04:54,0.915,21.6
0,0,0
0,0,0
17:04:56,0.915,21.6
0,0,0
0,0,0
17:04:58,0.915,21.6
0,0,0
0,0,0
17:05:00,0.915,21.6
0,0,0
0,0,0
17:05:02,0.915,21.6
0,0,0
0,0,0
17:05:04,0.916,21.6
0,0,0
0,0,0
17:05:06,0.916,21.6
0,0,0
0,0,0
17:05:08,0.916,21.6
0,0,0
0,0,0
17:05:10,0.916,21.6
0,0,0
0,0,0
17:05:12,0.916,21.6
0,0,0
0,0,0
17:05:14,0.916,21.6
0,0,0
0,0,0
17:05:16,0.915,21.6
0,0,0
0,0,0
17:05:18,0.915,21.6
0,0,0
0,0,0
17:05:20,0.915,21.6
0,0,0
0,0,0
17:05:22,0.915,21.6
0,0,0
0,0,0
17:05:24,0.915,21.6
0,0,0
0,0,0
17:05:26,0.915,21.6
0,0,0
0,0,0
17:05:28,0.916,21.6
0,0,0
0,0,0
17:05:30,0.916,21.6
0,0,0
0,0,0
17:05:32,0.916,21.6
0,0,0
0,0,0
17:05:34,0.916,21.6
0,0,0
0,0,0
17:05:36,0.916,21.6
0,0,0
0,0,0
17:05:38,0.916,21.6
0,0,0
0,0,0
17:05:40,0.915,21.6
0,0,0
0,0,0
17:05:42,0.915,21.6
0,0,0
0,0,0
17:05:44,0.915,21.6
0,0,0
0,0,0
17:05:46,0.915,21.6
0,0,0
0,0,0
17:05:48,0.915,21.6
0,0,0
0,0,0
17:05:50,0.915,21.6
0,0,0
0,0,0
17:05:52,0.915,21.6
0,0,0
0,0,0
17:05:54,0.916,21.6
0,0,0
0,0,0
17:05:56,0.916,21.6
0,0,0
0,0,0
17:05:58,0.916,21.6
0,0,0
0,0,0
17:06:00,0.915,21.6
0,0,0
0,0,0
17:06:02,0.915,21.6
0,0,0
0,0,0
17:06:04,0.915,21.6
0,0,0
0,0,0
17:06:06,0.915,21.6
0,0,0
0,0,0
17:06:08,0.915,21.6
0,0,0
0,0,0
17:06:10,0.915,21.6
0,0,0
0,0,0
17:06:12,0.915,21.6
0,0,0
0,0,0
17:06:14,0.915,21.6
0,0,0
0,0,0
17:06:16,0.915,21.6
0,0,0
0,0,0
17:06:18,0.915,21.6
0,0,0
0,0,0
17:06:20,0.915,21.6
0,0,0
0,0,0
17:06:22,0.915,21.6
0,0,0
0,0,0
17:06:24,0.915,21.6
0,0,0
0,0,0
17:06:26,0.915,21.6
0,0,0
0,0,0
17:06:28,0.915,21.6
0,0,0
0,0,0
17:06:30,0.915,21.6
0,0,0
0,0,0
17:06:32,0.915,21.6
0,0,0
0,0,0
17:06:34,0.915,21.6
0,0,0
0,0,0
17:06:36,0.915,21.6
0,0,0
0,0,0
17:06:38,0.915,21.6
0,0,0
0,0,0
17:06:40,0.915,21.6
0,0,0
0,0,0
17:06:42,0.915,21.6
0,0,0
0,0,0
17:06:44,0.915,21.6
0,0,0
0,0,0
17:06:46,0.916,21.6
0,0,0
0,0,0
17:06:48,0.916,21.6
0,0,0
0,0,0
17:06:50,0.916,21.6
0,0,0
0,0,0
17:06:52,0.916,21.6
0,0,0
0,0,0
17:06:54,0.916,21.6
0,0,0
0,0,0
17:06:56,0.916,21.6
0,0,0
0,0,0
17:06:58,0.916,21.6
0,0,0
0,0,0
17:07:00,0.916,21.6
0,0,0
0,0,0
17:07:02,0.916,21.6
0,0,0
0,0,0
17:07:04,0.916,21.6
0,0,0
0,0,0
17:07:06,0.916,21.6
0,0,0
0,0,0
17:07:08,0.916,21.6
0,0,0
0,0,0
17:07:10,0.916,21.6
0,0,0
0,0,0
17:07:12,0.916,21.6
0,0,0
0,0,0
17:07:14,0.916,21.6
0,0,0
0,0,0
17:07:16,0.915,21.6
0,0,0
0,0,0
17:07:18,0.915,21.6
0,0,0
0,0,0
17:07:20,0.915,21.6
0,0,0
0,0,0
17:07:22,0.915,21.6
0,0,0
0,0,0
17:07:24,0.916,21.6
0,0,0
0,0,0
17:07:26,0.915,21.6
0,0,0
0,0,0
17:07:28,0.915,21.6
0,0,0
0,0,0
17:07:30,0.915,21.6
0,0,0
0,0,0
17:07:32,0.915,21.6
0,0,0
0,0,0
17:07:34,0.915,21.6
0,0,0
0,0,0
17:07:36,0.915,21.6
0,0,0
0,0,0
17:07:38,0.915,21.6
0,0,0
0,0,0
17:07:40,0.915,21.6
0,0,0
0,0,0
17:07:42,0.915,21.6
0,0,0
0,0,0
17:07:44,0.916,21.6
0,0,0
0,0,0
17:07:46,0.915,21.6
0,0,0
0,0,0
17:07:48,0.915,21.6
0,0,0
0,0,0
17:07:50,0.915,21.6
0,0,0
0,0,0
17:07:52,0.915,21.6
0,0,0
0,0,0
17:07:54,0.915,21.6
0,0,0
0,0,0
17:07:56,0.915,21.6
0,0,0
0,0,0
17:07:58,0.915,21.6
0,0,0
0,0,0
17:08:00,0.915,21.6
0,0,0
0,0,0
17:08:02,0.915,21.6
0,0,0
0,0,0
17:08:04,0.916,21.6
0,0,0
0,0,0
17:08:06,0.916,21.6
0,0,0
0,0,0
17:08:08,0.916,21.6
0,0,0
0,0,0
17:08:10,0.916,21.6
0,0,0
0,0,0
17:08:12,0.916,21.6
0,0,0
0,0,0
17:08:14,0.916,21.6
0,0,0
0,0,0
17:08:16,0.916,21.6
0,0,0
0,0,0
17:08:18,0.916,21.6
0,0,0
0,0,0
17:08:20,0.916,21.6
0,0,0
0,0,0
17:08:22,0.238,21.6
0,0,0
0,0,0
17:08:24,0.467,21.6
0,0,0
0,0,0
17:08:26,0.467,21.6
0,0,0
0,0,0
17:08:28,0.466,21.6
0,0,0
0,0,0
17:08:30,0.466,21.5
0,0,0
0,0,0
17:08:32,0.466,21.5
0,0,0
0,0,0
17:08:34,0.466,21.4
0,0,0
0,0,0
17:08:36,0.466,21.4
0,0,0
0,0,0
17:08:38,0.466,21.4
0,0,0
0,0,0
17:08:40,0.466,21.4
0,0,0
0,0,0
17:08:42,0.467,21.3
0,0,0
0,0,0
17:08:44,0.467,21.3
0,0,0
0,0,0
17:08:46,0.467,21.3
0,0,0
0,0,0
17:08:48,0.467,21.3
0,0,0
0,0,0
17:08:50,0.468,21.3
0,0,0
0,0,0
17:08:52,0.468,21.3
0,0,0
0,0,0
17:08:54,0.467,21.3
0,0,0
0,0,0
17:08:56,0.467,21.3
0,0,0
0,0,0
17:08:58,0.467,21.3
0,0,0
0,0,0
17:09:00,0.467,21.3
0,0,0
0,0,0
17:09:02,0.467,21.3
0,0,0
0,0,0
17:09:04,0.468,21.3
0,0,0
0,0,0
17:09:06,0.468,21.3
0,0,0
0,0,0
17:09:08,0.467,21.3
0,0,0
0,0,0
17:09:10,0.467,21.3
0,0,0
0,0,0
17:09:12,0.467,21.3
0,0,0
0,0,0
17:09:14,0.467,21.3
0,0,0
0,0,0
17:09:16,0.467,21.3
0,0,0
0,0,0
17:09:18,0.467,21.3
0,0,0
0,0,0
17:09:20,0.467,21.3
0,0,0
0,0,0
17:09:22,0.467,21.3
0,0,0
0,0,0
17:09:24,0.467,21.3
0,0,0
0,0,0
17:09:26,0.467,21.3
0,0,0
0,0,0
17:09:28,0.467,21.2
0,0,0
0,0,0
17:09:30,0.467,21.2
0,0,0
0,0,0
17:09:32,0.467,21.3
0,0,0
0,0,0
17:09:34,0.467,21.2
0,0,0
0,0,0
17:09:36,0.467,21.3
0,0,0
0,0,0
17:09:38,0.467,21.2
0,0,0
0,0,0
17:09:40,0.467,21.2
0,0,0
0,0,0
17:09:42,0.467,21.2
0,0,0
0,0,0
17:09:44,0.467,21.3
0,0,0
0,0,0
17:09:46,0.467,21.2
0,0,0
0,0,0
17:09:48,0.467,21.2
0,0,0
0,0,0
17:09:50,0.467,21.2
0,0,0
0,0,0
17:09:52,0.467,21.2
0,0,0
0,0,0
17:09:54,0.467,21.2
0,0,0
0,0,0
17:09:56,0.467,21.2
0,0,0
0,0,0
17:09:58,0.467,21.2
0,0,0
0,0,0
17:10:00,0.467,21.2
0,0,0
0,0,0
17:10:02,0.466,21.2
0,0,0
0,0,0
17:10:04,0.466,21.2
0,0,0
0,0,0
17:10:06,0.466,21.2
0,0,0
0,0,0
17:10:08,0.466,21.2
0,0,0
0,0,0
17:10:10,0.466,21.2
0,0,0
0,0,0
17:10:12,0.466,21.2
0,0,0
0,0,0
17:10:14,0.466,21.2
0,0,0
0,0,0
17:10:16,0.466,21.2
0,0,0
0,0,0
17:10:18,0.466,21.2
0,0,0
0,0,0
17:10:20,0.466,21.2
0,0,0
0,0,0
17:10:22,0.466,21.2
0,0,0
0,0,0
17:10:24,0.466,21.2
0,0,0
0,0,0
17:10:26,0.466,21.2
0,0,0
0,0,0
17:10:28,0.466,21.2
0,0,0
0,0,0
17:10:30,0.466,21.2
0,0,0
0,0,0
17:10:32,0.466,21.2
0,0,0
0,0,0
17:10:34,0.466,21.2
0,0,0
0,0,0
17:10:36,0.466,21.2
0,0,0
0,0,0
17:10:38,0.466,21.2
0,0,0
0,0,0
17:10:40,0.466,21.2
0,0,0
0,0,0
17:10:42,0.466,21.2
0,0,0
0,0,0
17:10:44,0.466,21.2
0,0,0
0,0,0
17:10:46,0.466,21.2
0,0,0
0,0,0
17:10:48,0.466,21.2
0,0,0
0,0,0
17:10:50,0.466,21.2
0,0,0
0,0,0
17:10:52,0.466,21.2
0,0,0
0,0,0
17:10:54,0.465,21.2
0,0,0
0,0,0
17:10:56,0.465,21.2
0,0,0
0,0,0
17:10:58,0.465,21.2
0,0,0
0,0,0
17:11:00,0.465,21.2
0,0,0
0,0,0
17:11:02,0.466,21.2
0,0,0
0,0,0
17:11:04,0.466,21.2
0,0,0
0,0,0
17:11:06,0.466,21.2
0,0,0
0,0,0
17:11:08,0.466,21.2
0,0,0
0,0,0
17:11:10,0.466,21.2
0,0,0
0,0,0
17:11:12,0.466,21.2
0,0,0
0,0,0
17:11:14,0.465,21.2
0,0,0
0,0,0
17:11:16,0.465,21.2
0,0,0
0,0,0
17:11:18,0.465,21.2
0,0,0
0,0,0
17:11:20,0.465,21.2
0,0,0
0,0,0
17:11:22,0.466,21.2
0,0,0
0,0,0
17:11:24,0.466,21.2
0,0,0
0,0,0
17:11:26,0.466,21.2
0,0,0
0,0,0
17:11:28,0.466,21.2
0,0,0
0,0,0
17:11:30,0.466,21.2
0,0,0
0,0,0
17:11:32,0.465,21.2
0,0,0
0,0,0
17:11:34,0.465,21.2
0,0,0
0,0,0
17:11:36,0.465,21.2
0,0,0
0,0,0
17:11:38,0.465,21.2
0,0,0
0,0,0
17:11:40,0.465,21.2
0,0,0
0,0,0
17:11:42,0.466,21.2
0,0,0
0,0,0
17:11:44,0.466,21.2
0,0,0
0,0,0
17:11:46,0.465,21.2
0,0,0
0,0,0
17:11:48,0.465,21.2
0,0,0
0,0,0
17:11:50,0.465,21.2
0,0,0
0,0,0
17:11:52,0.465,21.2
0,0,0
0,0,0
17:11:54,0.465,21.2
0,0,0
0,0,0
17:11:56,0.465,21.2
0,0,0
0,0,0
17:11:58,0.465,21.2
0,0,0
0,0,0
17:12:00,0.466,21.2
0,0,0
0,0,0
17:12:02,0.466,21.2
0,0,0
0,0,0
17:12:04,0.466,21.2
0,0,0
0,0,0
17:12:06,0.466,21.2
0,0,0
0,0,0
17:12:08,0.466,21.2
0,0,0
0,0,0
17:12:10,0.466,21.2
0,0,0
0,0,0
17:12:12,0.465,21.2
0,0,0
0,0,0
17:12:14,0.465,21.2
0,0,0
0,0,0
17:12:16,0.465,21.2
0,0,0
0,0,0
17:12:18,0.465,21.2
0,0,0
0,0,0
17:12:20,0.466,21.2
0,0,0
0,0,0
17:12:22,0.466,21.2
0,0,0
0,0,0
17:12:24,0.466,21.2
0,0,0
0,0,0
17:12:26,0.466,21.2
0,0,0
0,0,0
17:12:28,0.466,21.2
0,0,0
0,0,0
17:12:30,0.466,21.2
0,0,0
0,0,0
17:12:32,0.466,21.2
0,0,0
0,0,0
17:12:34,0.466,21.2
0,0,0
0,0,0
17:12:36,0.466,21.2
0,0,0
0,0,0
17:12:38,0.466,21.2
0,0,0
0,0,0
17:12:40,0.466,21.2
0,0,0
0,0,0
17:12:42,0.466,21.2
0,0,0
0,0,0
17:12:44,0.466,21.2
0,0,0
0,0,0
17:12:46,0.466,21.2
0,0,0
0,0,0
17:12:48,0.466,21.2
0,0,0
0,0,0
17:12:50,0.466,21.2
0,0,0
0,0,0
17:12:52,0.466,21.2
0,0,0
0,0,0
17:12:54,0.466,21.2
0,0,0
0,0,0
17:12:56,0.466,21.2
0,0,0
0,0,0
17:12:58,0.466,21.2
0,0,0
0,0,0
17:13:00,0.466,21.2
0,0,0
0,0,0
17:13:02,0.466,21.2
0,0,0
0,0,0
17:13:04,0.466,21.2
0,0,0
0,0,0
17:13:06,0.466,21.2
0,0,0
0,0,0
17:13:08,0.466,21.2
0,0,0
0,0,0
17:13:10,0.466,21.2
0,0,0
0,0,0
17:13:12,0.466,21.2
0,0,0
0,0,0
17:13:14,0.466,21.2
0,0,0
0,0,0
17:13:16,0.466,21.2
0,0,0
0,0,0
17:13:18,0.466,21.2
0,0,0
0,0,0
17:13:20,0.466,21.2
0,0,0
0,0,0
17:13:22,0.466,21.2
0,0,0
0,0,0
17:13:24,0.466,21.2
0,0,0
0,0,0
17:13:26,0.466,21.2
0,0,0
0,0,0
17:13:28,0.466,21.2
0,0,0
0,0,0
17:13:30,0.466,21.2
0,0,0
0,0,0
17:13:32,0.466,21.2
0,0,0
0,0,0
17:13:34,0.466,21.2
0,0,0
0,0,0
17:13:36,0.466,21.2
0,0,0
0,0,0
17:13:38,0.466,21.2
0,0,0
0,0,0
17:13:40,0.466,21.2
0,0,0
0,0,0
17:13:42,0.466,21.2
0,0,0
0,0,0
17:13:44,0.466,21.2
0,0,0
0,0,0
17:13:46,0.466,21.2
0,0,0
0,0,0
17:13:48,0.466,21.2
0,0,0
0,0,0
17:13:50,0.466,21.2
0,0,0
0,0,0
17:13:52,0.466,21.2
0,0,0
0,0,0
17:13:54,0.466,21.2
0,0,0
0,0,0
17:13:56,0.466,21.2
0,0,0
0,0,0
17:13:58,0.466,21.2
0,0,0
0,0,0
17:14:00,0.466,21.2
0,0,0
0,0,0
17:14:02,0.466,21.2
0,0,0
0,0,0
17:14:04,0.466,21.2
0,0,0
0,0,0
17:14:06,0.466,21.2
0,0,0
0,0,0
17:14:08,0.466,21.2
0,0,0
0,0,0
17:14:10,0.466,21.2
0,0,0
0,0,0
17:14:12,0.466,21.2
0,0,0
0,0,0
17:14:14,0.466,21.2
0,0,0
0,0,0
17:14:16,0.465,21.2
0,0,0
0,0,0
17:14:18,0.466,21.2
0,0,0
0,0,0
17:14:20,0.466,21.2
0,0,0
0,0,0
17:14:22,0.466,21.2
0,0,0
0,0,0
17:14:24,0.466,21.2
0,0,0
0,0,0
17:14:26,0.465,21.2
0,0,0
0,0,0
17:14:28,0.465,21.2
0,0,0
0,0,0
17:14:30,0.465,21.2
0,0,0
0,0,0
17:14:32,0.465,21.2
0,0,0
0,0,0
17:14:34,0.466,21.2
0,0,0
0,0,0
17:14:36,0.466,21.2
0,0,0
0,0,0
17:14:38,0.466,21.2
0,0,0
0,0,0
17:14:40,0.466,21.2
0,0,0
0,0,0
17:14:42,0.466,21.2
0,0,0
0,0,0
17:14:44,0.466,21.2
0,0,0
0,0,0
17:14:46,0.466,21.2
0,0,0
0,0,0
17:14:48,0.466,21.2
0,0,0
0,0,0
17:14:50,0.465,21.2
0,0,0
0,0,0
17:14:52,0.465,21.2
0,0,0
0,0,0
17:14:54,0.465,21.2
0,0,0
0,0,0
17:14:56,0.465,21.2
0,0,0
0,0,0
17:14:58,0.466,21.2
0,0,0
0,0,0
17:15:00,0.466,21.2
0,0,0
0,0,0
17:15:02,0.466,21.2
0,0,0
0,0,0
17:15:04,0.466,21.2
0,0,0
0,0,0
17:15:06,0.466,21.2
0,0,0
0,0,0
17:15:08,0.466,21.2
0,0,0
0,0,0
17:15:10,0.465,21.2
0,0,0
0,0,0
17:15:12,0.465,21.2
0,0,0
0,0,0
17:15:14,0.465,21.2
0,0,0
0,0,0
17:15:16,0.465,21.2
0,0,0
0,0,0
17:15:18,0.466,21.2
0,0,0
0,0,0
17:15:20,0.466,21.2
0,0,0
0,0,0
17:15:22,0.466,21.2
0,0,0
0,0,0
17:15:24,0.466,21.2
0,0,0
0,0,0
17:15:26,0.466,21.2
0,0,0
0,0,0
17:15:28,0.466,21.2
0,0,0
0,0,0
17:15:30,0.465,21.2
0,0,0
0,0,0
17:15:32,0.465,21.2
0,0,0
0,0,0
17:15:34,0.465,21.2
0,0,0
0,0,0
17:15:36,0.465,21.2
0,0,0
0,0,0
17:15:38,0.466,21.2
0,0,0
0,0,0
17:15:40,0.466,21.2
0,0,0
0,0,0
17:15:42,0.466,21.2
0,0,0
0,0,0
17:15:44,0.466,21.2
0,0,0
0,0,0
17:15:46,0.466,21.2
0,0,0
0,0,0
17:15:48,0.465,21.2
0,0,0
0,0,0
17:15:50,0.465,21.2
0,0,0
0,0,0
17:15:52,0.465,21.2
0,0,0
0,0,0
17:15:54,0.465,21.2
0,0,0
0,0,0
17:15:56,0.465,21.2
0,0,0
0,0,0
17:15:58,0.466,21.2
0,0,0
0,0,0
17:16:00,0.466,21.2
0,0,0
0,0,0
17:16:02,0.466,21.2
0,0,0
0,0,0
17:16:04,0.466,21.2
0,0,0
0,0,0
17:16:06,0.466,21.2
0,0,0
0,0,0
17:16:08,0.465,21.2
0,0,0
0,0,0
17:16:10,0.465,21.2
0,0,0
0,0,0
17:16:12,0.465,21.2
0,0,0
0,0,0
17:16:14,0.465,21.2
0,0,0
0,0,0
17:16:16,0.466,21.2
0,0,0
0,0,0
17:16:18,0.466,21.2
0,0,0
0,0,0
17:16:20,0.466,21.2
0,0,0
0,0,0
17:16:22,0.466,21.2
0,0,0
0,0,0
17:16:24,0.466,21.2
0,0,0
0,0,0
17:16:26,0.466,21.2
0,0,0
0,0,0
17:16:28,0.465,21.2
0,0,0
0,0,0
17:16:30,0.465,21.2
0,0,0
0,0,0
17:16:32,0.465,21.2
0,0,0
0,0,0
