Time,Conductivity,Temperature
120947,1.273,37.9
0,0,0
0,0,0
120949,1.273,37.9
0,0,0
0,0,0
120951,1.273,37.9
0,0,0
0,0,0
120953,1.273,37.9
0,0,0
0,0,0
120955,1.274,37.9
0,0,0
0,0,0
120957,1.274,37.9
0,0,0
0,0,0
120959,1.275,37.9
0,0,0
0,0,0
121001,1.276,38
0,0,0
0,0,0
121003,1.276,37.9
0,0,0
0,0,0
121005,1.276,38
0,0,0
0,0,0
121007,1.275,38
0,0,0
0,0,0
121009,1.275,38
0,0,0
0,0,0
121011,1.277,38
0,0,0
0,0,0
121013,1.277,38
0,0,0
0,0,0
121015,1.278,38
0,0,0
0,0,0
121017,1.28,38
0,0,0
0,0,0
121019,1.28,38
0,0,0
0,0,0
121021,1.281,38
0,0,0
0,0,0
121023,1.282,38
0,0,0
0,0,0
121025,1.283,38
0,0,0
0,0,0
121027,1.285,38
0,0,0
0,0,0
121029,1.285,38
0,0,0
0,0,0
121031,1.285,38
0,0,0
0,0,0
121033,1.286,38
0,0,0
0,0,0
121035,1.287,38
0,0,0
0,0,0
121037,1.288,38.1
0,0,0
0,0,0
121039,1.288,38.1
0,0,0
0,0,0
121041,1.286,38.1
0,0,0
0,0,0
121043,1.286,38.1
0,0,0
0,0,0
121045,1.285,38.1
0,0,0
0,0,0
121047,1.285,38.1
0,0,0
0,0,0
121049,1.286,38.1
0,0,0
0,0,0
121051,1.288,38.1
0,0,0
0,0,0
121053,1.289,38.1
0,0,0
0,0,0
121055,1.289,38.1
0,0,0
0,0,0
121057,1.29,38.1
0,0,0
0,0,0
121059,1.289,38.1
0,0,0
0,0,0
121101,1.288,38.1
0,0,0
0,0,0
121103,1.289,38.1
0,0,0
0,0,0
121105,1.29,38.1
0,0,0
0,0,0
121107,1.291,38.1
0,0,0
0,0,0
121109,1.292,38.1
0,0,0
0,0,0
121111,1.292,38.1
0,0,0
0,0,0
121113,1.292,38.1
0,0,0
0,0,0
121115,1.292,38.1
0,0,0
0,0,0
121117,1.294,38.1
0,0,0
0,0,0
121119,1.295,38.1
0,0,0
0,0,0
121121,1.295,38.1
0,0,0
0,0,0
121123,1.295,38.1
0,0,0
0,0,0
121125,1.294,38.1
0,0,0
0,0,0
121127,1.295,38.1
0,0,0
0,0,0
121129,1.295,38.1
0,0,0
0,0,0
121131,1.296,38.1
0,0,0
0,0,0
121133,1.296,38.1
0,0,0
0,0,0
121135,1.295,38.1
0,0,0
0,0,0
121137,1.296,38.1
0,0,0
0,0,0
121139,1.297,38.1
0,0,0
0,0,0
121141,1.297,38.1
0,0,0
0,0,0
121143,1.298,38.1
0,0,0
0,0,0
121145,1.297,38.1
0,0,0
0,0,0
121147,1.297,38.1
0,0,0
0,0,0
121149,1.297,38.1
0,0,0
0,0,0
121151,1.297,38.1
0,0,0
0,0,0
121153,1.298,38.1
0,0,0
0,0,0
121155,1.299,38.1
0,0,0
0,0,0
121157,1.299,38.1
0,0,0
0,0,0
121159,1.299,38.1
0,0,0
0,0,0
121201,1.299,38.1
0,0,0
0,0,0
121203,1.3,38.1
0,0,0
0,0,0
121205,1.299,38.1
0,0,0
0,0,0
121207,1.3,38.1
0,0,0
0,0,0
121209,1.3,38.1
0,0,0
0,0,0
121211,1.301,38.1
0,0,0
0,0,0
121213,1.301,38.1
0,0,0
0,0,0
121215,1.302,38.1
0,0,0
0,0,0
121217,1.303,38.1
0,0,0
0,0,0
121219,1.302,38.1
0,0,0
0,0,0
121221,1.304,38.1
0,0,0
0,0,0
121223,1.305,38.1
0,0,0
0,0,0
121225,1.305,38.1
0,0,0
0,0,0
121227,1.305,38.1
0,0,0
0,0,0
121229,1.305,38.1
0,0,0
0,0,0
121231,1.305,38.1
0,0,0
0,0,0
121233,1.305,38.1
0,0,0
0,0,0
121235,1.305,38.1
0,0,0
0,0,0
121237,1.306,38.1
0,0,0
0,0,0
121239,1.307,38.1
0,0,0
0,0,0
121241,1.307,38.1
0,0,0
0,0,0
121243,1.308,38.1
0,0,0
0,0,0
121245,1.309,38.1
0,0,0
0,0,0
121247,1.31,38.1
0,0,0
0,0,0
121249,1.31,38.1
0,0,0
0,0,0
121251,1.311,38.1
0,0,0
0,0,0
121253,1.312,38.1
0,0,0
0,0,0
121255,1.312,38.1
0,0,0
0,0,0
121257,1.311,38.1
0,0,0
0,0,0
121259,1.311,38.1
0,0,0
0,0,0
121301,1.311,38.1
0,0,0
0,0,0
121303,1.312,38.1
0,0,0
0,0,0
121305,1.312,38.1
0,0,0
0,0,0
121307,1.312,38.1
0,0,0
0,0,0
121309,1.313,38.1
0,0,0
0,0,0
121311,1.312,38.1
0,0,0
0,0,0
121313,1.314,38.1
0,0,0
0,0,0
121315,1.316,38.1
0,0,0
0,0,0
121317,1.317,38.1
0,0,0
0,0,0
121319,1.319,38.1
0,0,0
0,0,0
121321,1.32,38.1
0,0,0
0,0,0
121323,1.32,38
0,0,0
0,0,0
121325,1.321,38
0,0,0
0,0,0
121327,1.322,38
0,0,0
0,0,0
121329,1.322,38
0,0,0
0,0,0
121331,1.323,38
0,0,0
0,0,0
121333,1.325,38
0,0,0
0,0,0
121335,1.326,38
0,0,0
0,0,0
121337,1.326,38
0,0,0
0,0,0
121339,1.326,38
0,0,0
0,0,0
121341,1.327,38
0,0,0
0,0,0
121343,1.328,38
0,0,0
0,0,0
121345,1.329,38
0,0,0
0,0,0
121347,1.329,38
0,0,0
0,0,0
121349,1.328,38
0,0,0
0,0,0
121351,1.328,38
0,0,0
0,0,0
121353,1.328,38
0,0,0
0,0,0
121355,1.329,38
0,0,0
0,0,0
121357,1.33,38
0,0,0
0,0,0
121359,1.331,38
0,0,0
0,0,0
121401,1.331,38
0,0,0
0,0,0
121403,1.331,38
0,0,0
0,0,0
121405,1.331,38
0,0,0
0,0,0
121407,1.332,37.9
0,0,0
0,0,0
121409,1.334,37.9
0,0,0
0,0,0
121411,1.336,37.9
0,0,0
0,0,0
121413,1.336,37.9
0,0,0
0,0,0
121415,1.336,37.9
0,0,0
0,0,0
121417,1.336,37.9
0,0,0
0,0,0
121419,1.336,37.9
0,0,0
0,0,0
121421,1.336,37.9
0,0,0
0,0,0
121423,1.336,37.9
0,0,0
0,0,0
121425,1.337,37.9
0,0,0
0,0,0
121427,1.338,37.9
0,0,0
0,0,0
121429,1.338,37.9
0,0,0
0,0,0
121431,1.339,37.9
0,0,0
0,0,0
121433,1.339,37.9
0,0,0
0,0,0
121435,1.339,37.9
0,0,0
0,0,0
121437,1.339,37.9
0,0,0
0,0,0
121439,1.339,37.9
0,0,0
0,0,0
121441,1.34,37.8
0,0,0
0,0,0
121443,1.341,37.8
0,0,0
0,0,0
121445,1.341,37.8
0,0,0
0,0,0
121447,1.341,37.8
0,0,0
0,0,0
121449,1.341,37.8
0,0,0
0,0,0
121451,1.341,37.8
0,0,0
0,0,0
121453,1.342,37.8
0,0,0
0,0,0
121455,1.342,37.8
0,0,0
0,0,0
121457,1.341,37.8
0,0,0
0,0,0
121459,1.342,37.8
0,0,0
0,0,0
121501,1.342,37.8
0,0,0
0,0,0
121503,1.342,37.8
0,0,0
0,0,0
121505,1.343,37.8
0,0,0
0,0,0
121507,1.343,37.8
0,0,0
0,0,0
121509,1.343,37.7
0,0,0
0,0,0
121511,1.344,37.7
0,0,0
0,0,0
121513,1.344,37.7
0,0,0
0,0,0
121515,1.345,37.7
0,0,0
0,0,0
121517,1.346,37.7
0,0,0
0,0,0
121519,1.346,37.7
0,0,0
0,0,0
121521,1.347,37.7
0,0,0
0,0,0
121523,1.346,37.7
0,0,0
0,0,0
121525,1.347,37.7
0,0,0
0,0,0
121527,1.347,37.7
0,0,0
0,0,0
121529,1.346,37.7
0,0,0
0,0,0
121531,1.346,37.7
0,0,0
0,0,0
121533,1.347,37.7
0,0,0
0,0,0
121535,1.347,37.6
0,0,0
0,0,0
121537,1.349,37.6
0,0,0
0,0,0
121539,1.35,37.6
0,0,0
0,0,0
121541,1.35,37.6
0,0,0
0,0,0
121543,1.352,37.6
0,0,0
0,0,0
121545,1.351,37.6
0,0,0
0,0,0
121547,1.351,37.6
0,0,0
0,0,0
121549,1.351,37.6
0,0,0
0,0,0
121551,1.35,37.6
0,0,0
0,0,0
121553,1.351,37.6
0,0,0
0,0,0
121555,1.352,37.6
0,0,0
0,0,0
121557,1.352,37.6
0,0,0
0,0,0
121559,1.352,37.5
0,0,0
0,0,0
121601,1.352,37.5
0,0,0
0,0,0
121603,1.353,37.5
0,0,0
0,0,0
121605,1.354,37.5
0,0,0
0,0,0
121607,1.354,37.5
0,0,0
0,0,0
121609,1.354,37.5
0,0,0
0,0,0
121611,1.354,37.5
0,0,0
0,0,0
121613,1.353,37.5
0,0,0
0,0,0
121615,1.354,37.5
0,0,0
0,0,0
121617,1.354,37.5
0,0,0
0,0,0
121619,1.355,37.5
0,0,0
0,0,0
121621,1.356,37.5
0,0,0
0,0,0
121623,1.356,37.5
0,0,0
0,0,0
121625,1.356,37.4
0,0,0
0,0,0
121627,1.357,37.4
0,0,0
0,0,0
121629,1.358,37.4
0,0,0
0,0,0
121631,1.359,37.4
0,0,0
0,0,0
121633,1.359,37.4
0,0,0
0,0,0
121635,1.359,37.4
0,0,0
0,0,0
121637,1.358,37.4
0,0,0
0,0,0
121639,1.358,37.4
0,0,0
0,0,0
121641,1.358,37.4
0,0,0
0,0,0
121643,1.358,37.4
0,0,0
0,0,0
121645,1.358,37.4
0,0,0
0,0,0
121647,1.359,37.3
0,0,0
0,0,0
121649,1.36,37.3
0,0,0
0,0,0
121651,1.36,37.3
0,0,0
0,0,0
121653,1.361,37.3
0,0,0
0,0,0
121655,1.362,37.3
0,0,0
0,0,0
121657,1.362,37.3
0,0,0
0,0,0
121659,1.362,37.3
0,0,0
0,0,0
121701,1.362,37.3
0,0,0
0,0,0
121703,1.361,37.3
0,0,0
0,0,0
121705,1.361,37.2
0,0,0
0,0,0
121707,1.363,37.2
0,0,0
0,0,0
121709,1.364,37.2
0,0,0
0,0,0
121711,1.364,37.2
0,0,0
0,0,0
121713,1.365,37.2
0,0,0
0,0,0
121715,1.364,37.2
0,0,0
0,0,0
121717,1.365,37.2
0,0,0
0,0,0
121719,1.366,37.2
0,0,0
0,0,0
121721,1.366,37.2
0,0,0
0,0,0
121723,1.366,37.2
0,0,0
0,0,0
121725,1.366,37.2
0,0,0
0,0,0
121727,1.365,37.1
0,0,0
0,0,0
121729,1.365,37.1
0,0,0
0,0,0
121731,1.366,37.1
0,0,0
0,0,0
121733,1.366,37.1
0,0,0
0,0,0
121735,1.367,37.1
0,0,0
0,0,0
121737,1.368,37.1
0,0,0
0,0,0
121739,1.368,37.1
0,0,0
0,0,0
121741,1.368,37.1
0,0,0
0,0,0
121743,1.368,37.1
0,0,0
0,0,0
121745,1.368,37.1
0,0,0
0,0,0
121747,1.367,37.1
0,0,0
0,0,0
121749,1.368,37
0,0,0
0,0,0
121751,1.369,37
0,0,0
0,0,0
121753,1.37,37
0,0,0
0,0,0
121755,1.371,37
0,0,0
0,0,0
121757,1.371,37
0,0,0
0,0,0
121759,1.372,37
0,0,0
0,0,0
121801,1.373,37
0,0,0
0,0,0
121803,1.373,37
0,0,0
0,0,0
121805,1.373,37
0,0,0
0,0,0
121807,1.372,36.9
0,0,0
0,0,0
121809,1.372,36.9
0,0,0
0,0,0
121811,1.372,36.9
0,0,0
0,0,0
121813,1.373,36.9
0,0,0
0,0,0
121815,1.374,36.9
0,0,0
0,0,0
121817,1.374,36.9
0,0,0
0,0,0
121819,1.375,36.9
0,0,0
0,0,0
121821,1.375,36.9
0,0,0
0,0,0
121823,1.374,36.9
0,0,0
0,0,0
121825,1.375,36.8
0,0,0
0,0,0
121827,1.376,36.8
0,0,0
0,0,0
121829,1.377,36.8
0,0,0
0,0,0
121831,1.378,36.8
0,0,0
0,0,0
121833,1.378,36.8
0,0,0
0,0,0
121835,1.377,36.8
0,0,0
0,0,0
121837,1.378,36.8
0,0,0
0,0,0
121839,1.378,36.8
0,0,0
0,0,0
121841,1.379,36.8
0,0,0
0,0,0
121843,1.379,36.8
0,0,0
0,0,0
121845,1.379,36.7
0,0,0
0,0,0
121847,1.379,36.7
0,0,0
0,0,0
121849,1.379,36.7
0,0,0
0,0,0
121851,1.379,36.7
0,0,0
0,0,0
121853,1.381,36.7
0,0,0
0,0,0
121855,1.381,36.7
0,0,0
0,0,0
121857,1.381,36.7
0,0,0
0,0,0
121859,1.38,36.7
0,0,0
0,0,0
121901,1.38,36.7
0,0,0
0,0,0
121903,1.38,36.6
0,0,0
0,0,0
121905,1.38,36.6
0,0,0
0,0,0
121907,1.379,36.6
0,0,0
0,0,0
121909,1.381,36.6
0,0,0
0,0,0
121911,1.382,36.6
0,0,0
0,0,0
121913,1.383,36.6
0,0,0
0,0,0
121915,1.383,36.6
0,0,0
0,0,0
121917,1.383,36.6
0,0,0
0,0,0
121919,1.383,36.6
0,0,0
0,0,0
121921,1.383,36.5
0,0,0
0,0,0
121923,1.383,36.5
0,0,0
0,0,0
121925,1.383,36.5
0,0,0
0,0,0
121927,1.384,36.5
0,0,0
0,0,0
121929,1.385,36.5
0,0,0
0,0,0
121931,1.385,36.5
0,0,0
0,0,0
121933,1.386,36.5
0,0,0
0,0,0
121935,1.386,36.4
0,0,0
0,0,0
121937,1.385,36.4
0,0,0
0,0,0
121939,1.386,36.4
0,0,0
0,0,0
121941,1.387,36.4
0,0,0
0,0,0
121943,1.387,36.4
0,0,0
0,0,0
121945,1.387,36.4
0,0,0
0,0,0
121947,1.388,36.4
0,0,0
0,0,0
121949,1.388,36.4
0,0,0
0,0,0
121951,1.387,36.4
0,0,0
0,0,0
121953,1.388,36.4
0,0,0
0,0,0
121955,1.386,36.3
0,0,0
0,0,0
121957,1.388,36.3
0,0,0
0,0,0
121959,1.389,36.3
0,0,0
0,0,0
122001,1.39,36.3
0,0,0
0,0,0
122003,1.39,36.3
0,0,0
0,0,0
122005,1.39,36.3
0,0,0
0,0,0
122007,1.389,36.3
0,0,0
0,0,0
122009,1.389,36.3
0,0,0
0,0,0
122011,1.388,36.3
0,0,0
0,0,0
122013,1.389,36.2
0,0,0
0,0,0
122015,1.391,36.2
0,0,0
0,0,0
122017,1.391,36.2
0,0,0
0,0,0
122019,1.391,36.2
0,0,0
0,0,0
122021,1.393,36.2
0,0,0
0,0,0
122023,1.394,36.2
0,0,0
0,0,0
122025,1.393,36.2
0,0,0
0,0,0
122027,1.394,36.2
0,0,0
0,0,0
122029,1.394,36.1
0,0,0
0,0,0
122031,1.394,36.1
0,0,0
0,0,0
122033,1.395,36.1
0,0,0
0,0,0
122035,1.394,36.1
0,0,0
0,0,0
122037,1.395,36.1
0,0,0
0,0,0
122039,1.395,36.1
0,0,0
0,0,0
122041,1.395,36.1
0,0,0
0,0,0
122043,1.395,36.1
0,0,0
0,0,0
122045,1.394,36.1
0,0,0
0,0,0
122047,1.394,36.1
0,0,0
0,0,0
122049,1.394,36
0,0,0
0,0,0
122051,1.395,36
0,0,0
0,0,0
122053,1.396,36
0,0,0
0,0,0
122055,1.397,36
0,0,0
0,0,0
122057,1.397,36
0,0,0
0,0,0
122059,1.397,36
0,0,0
0,0,0
122101,1.396,36
0,0,0
0,0,0
122103,1.396,36
0,0,0
0,0,0
122105,1.396,35.9
0,0,0
0,0,0
122107,1.397,35.9
0,0,0
0,0,0
122109,1.397,35.9
0,0,0
0,0,0
122111,1.398,35.9
0,0,0
0,0,0
122113,1.4,35.9
0,0,0
0,0,0
122115,1.399,35.9
0,0,0
0,0,0
122117,1.399,35.9
0,0,0
0,0,0
122119,1.399,35.9
0,0,0
0,0,0
122121,1.399,35.9
0,0,0
0,0,0
122123,1.398,35.8
0,0,0
0,0,0
122125,1.399,35.8
0,0,0
0,0,0
122127,1.4,35.8
0,0,0
0,0,0
122129,1.401,35.8
0,0,0
0,0,0
122131,1.401,35.8
0,0,0
0,0,0
122133,1.4,35.8
0,0,0
0,0,0
122135,1.4,35.8
0,0,0
0,0,0
122137,1.4,35.8
0,0,0
0,0,0
122139,1.4,35.7
0,0,0
0,0,0
122141,1.401,35.7
0,0,0
0,0,0
122143,1.403,35.7
0,0,0
0,0,0
122145,1.404,35.7
0,0,0
0,0,0
122147,1.405,35.7
0,0,0
0,0,0
122149,1.404,35.7
0,0,0
0,0,0
122151,1.404,35.7
0,0,0
0,0,0
122153,1.404,35.7
0,0,0
0,0,0
122155,1.403,35.6
0,0,0
0,0,0
122157,1.404,35.6
0,0,0
0,0,0
122159,1.404,35.6
0,0,0
0,0,0
122201,1.404,35.6
0,0,0
0,0,0
122203,1.404,35.6
0,0,0
0,0,0
122205,1.405,35.6
0,0,0
0,0,0
122207,1.406,35.6
0,0,0
0,0,0
122209,1.406,35.6
0,0,0
0,0,0
122211,1.406,35.6
0,0,0
0,0,0
122213,1.405,35.5
0,0,0
0,0,0
122215,1.407,35.5
0,0,0
0,0,0
122217,1.408,35.5
0,0,0
0,0,0
122219,1.408,35.5
0,0,0
0,0,0
122221,1.409,35.5
0,0,0
0,0,0
122223,1.411,35.5
0,0,0
0,0,0
122225,1.409,35.5
0,0,0
0,0,0
122227,1.409,35.5
0,0,0
0,0,0
122229,1.408,35.4
0,0,0
0,0,0
122231,1.408,35.4
0,0,0
0,0,0
122233,1.409,35.4
0,0,0
0,0,0
122235,1.409,35.4
0,0,0
0,0,0
122237,1.409,35.4
0,0,0
0,0,0
122239,1.41,35.4
0,0,0
0,0,0
122241,1.409,35.4
0,0,0
0,0,0
122243,1.409,35.4
0,0,0
0,0,0
122245,1.41,35.4
0,0,0
0,0,0
122247,1.41,35.3
0,0,0
0,0,0
122249,1.411,35.3
0,0,0
0,0,0
122251,1.411,35.3
0,0,0
0,0,0
122253,1.412,35.3
0,0,0
0,0,0
122255,1.413,35.3
0,0,0
0,0,0
122257,1.413,35.3
0,0,0
0,0,0
122259,1.412,35.3
0,0,0
0,0,0
122301,1.412,35.3
0,0,0
0,0,0
122303,1.412,35.3
0,0,0
0,0,0
122305,1.411,35.2
0,0,0
0,0,0
122307,1.411,35.2
0,0,0
0,0,0
122309,1.413,35.2
0,0,0
0,0,0
122311,1.412,35.2
0,0,0
0,0,0
122313,1.414,35.2
0,0,0
0,0,0
122315,1.414,35.2
0,0,0
0,0,0
122317,1.414,35.2
0,0,0
0,0,0
122319,1.414,35.2
0,0,0
0,0,0
122321,1.415,35.2
0,0,0
0,0,0
122323,1.416,35.1
0,0,0
0,0,0
122325,1.417,35.1
0,0,0
0,0,0
122327,1.417,35.1
0,0,0
0,0,0
122329,1.417,35.1
0,0,0
0,0,0
122331,1.417,35.1
0,0,0
0,0,0
122333,1.417,35.1
0,0,0
0,0,0
122335,1.417,35.1
0,0,0
0,0,0
122337,1.417,35.1
0,0,0
0,0,0
122339,1.417,35
0,0,0
0,0,0
122341,1.417,35
0,0,0
0,0,0
122343,1.416,35
0,0,0
0,0,0
122345,1.416,35
0,0,0
0,0,0
122347,1.417,35
0,0,0
0,0,0
122349,1.418,35
0,0,0
0,0,0
122351,1.418,35
0,0,0
0,0,0
122353,1.418,35
0,0,0
0,0,0
122355,1.418,35
0,0,0
0,0,0
122357,1.419,34.9
0,0,0
0,0,0
122359,1.419,34.9
0,0,0
0,0,0
122401,1.42,34.9
0,0,0
0,0,0
122403,1.422,34.9
0,0,0
0,0,0
122405,1.422,34.9
0,0,0
0,0,0
122407,1.421,34.9
0,0,0
0,0,0
122409,1.42,34.9
0,0,0
0,0,0
122411,1.419,34.9
0,0,0
0,0,0
122413,1.42,34.9
0,0,0
0,0,0
122415,1.419,34.8
0,0,0
0,0,0
122417,1.421,34.8
0,0,0
0,0,0
122419,1.422,34.8
0,0,0
0,0,0
122421,1.422,34.8
0,0,0
0,0,0
122423,1.422,34.8
0,0,0
0,0,0
122425,1.423,34.8
0,0,0
0,0,0
122427,1.422,34.8
0,0,0
0,0,0
122429,1.398,34.8
0,0,0
0,0,0
122431,1.397,34.7
0,0,0
0,0,0
122433,1.397,34.7
0,0,0
0,0,0
122435,1.396,34.7
0,0,0
0,0,0
122437,1.396,34.7
0,0,0
0,0,0
122439,1.396,34.7
0,0,0
0,0,0
122441,1.395,34.7
0,0,0
0,0,0
122443,1.395,34.7
0,0,0
0,0,0
122445,1.394,34.7
0,0,0
0,0,0
122447,1.393,34.7
0,0,0
0,0,0
122449,1.392,34.7
0,0,0
0,0,0
122451,1.392,34.7
0,0,0
0,0,0
122453,1.391,34.7
0,0,0
0,0,0
122455,1.391,34.7
0,0,0
0,0,0
122457,1.391,34.7
0,0,0
0,0,0
122459,1.39,34.7
0,0,0
0,0,0
122501,1.39,34.7
0,0,0
0,0,0
122503,1.389,34.6
0,0,0
0,0,0
122505,1.389,34.6
0,0,0
0,0,0
122507,1.39,34.6
0,0,0
0,0,0
122509,1.39,34.6
0,0,0
0,0,0
122511,1.39,34.6
0,0,0
0,0,0
122513,1.39,34.6
0,0,0
0,0,0
122515,1.389,34.6
0,0,0
0,0,0
122517,1.389,34.6
0,0,0
0,0,0
122519,1.389,34.6
0,0,0
0,0,0
122521,1.389,34.6
0,0,0
0,0,0
122523,1.388,34.6
0,0,0
0,0,0
122525,1.388,34.6
0,0,0
0,0,0
122527,1.388,34.6
0,0,0
0,0,0
122529,1.387,34.6
0,0,0
0,0,0
122531,1.387,34.6
0,0,0
0,0,0
122533,1.386,34.6
0,0,0
0,0,0
122535,1.386,34.6
0,0,0
0,0,0
122537,1.386,34.6
0,0,0
0,0,0
122539,1.386,34.6
0,0,0
0,0,0
122541,1.385,34.6
0,0,0
0,0,0
122543,1.385,34.6
0,0,0
0,0,0
122545,1.384,34.6
0,0,0
0,0,0
122547,1.384,34.6
0,0,0
0,0,0
122549,1.383,34.6
0,0,0
0,0,0
122551,1.383,34.5
0,0,0
0,0,0
122553,1.383,34.5
0,0,0
0,0,0
122555,1.383,34.5
0,0,0
0,0,0
122557,1.384,34.5
0,0,0
0,0,0
122559,1.384,34.5
0,0,0
0,0,0
122601,1.395,34.5
0,0,0
0,0,0
122603,1.418,34.5
0,0,0
0,0,0
122605,1.42,34.5
0,0,0
0,0,0
122607,1.423,34.5
0,0,0
0,0,0
122609,1.426,34.5
0,0,0
0,0,0
122611,1.429,34.4
0,0,0
0,0,0
122613,1.43,34.4
0,0,0
0,0,0
122615,1.431,34.4
0,0,0
0,0,0
122617,1.431,34.4
0,0,0
0,0,0
122619,1.431,34.3
0,0,0
0,0,0
122621,1.432,34.3
0,0,0
0,0,0
122623,1.433,34.3
0,0,0
0,0,0
122625,1.433,34.3
0,0,0
0,0,0
122627,1.434,34.2
0,0,0
0,0,0
122629,1.434,34.2
0,0,0
0,0,0
122631,1.433,34.2
0,0,0
0,0,0
122633,1.434,34.2
0,0,0
0,0,0
122635,1.434,34.2
0,0,0
0,0,0
122637,1.434,34.2
0,0,0
0,0,0
122639,1.435,34.1
0,0,0
0,0,0
122641,1.437,34.1
0,0,0
0,0,0
122643,1.438,34.1
0,0,0
0,0,0
122645,1.438,34.1
0,0,0
0,0,0
122647,1.438,34.1
0,0,0
0,0,0
122649,1.437,34.1
0,0,0
0,0,0
122651,1.436,34.1
0,0,0
0,0,0
122653,1.436,34.1
0,0,0
0,0,0
122655,1.436,34
0,0,0
0,0,0
122657,1.436,34
0,0,0
0,0,0
122659,1.437,34
0,0,0
0,0,0
122701,1.438,34
0,0,0
0,0,0
122703,1.439,34
0,0,0
0,0,0
122705,1.44,34
0,0,0
0,0,0
122707,1.44,34
0,0,0
0,0,0
122709,1.44,33.9
0,0,0
0,0,0
122711,1.44,33.9
0,0,0
0,0,0
122713,1.441,33.9
0,0,0
0,0,0
122715,1.441,33.9
0,0,0
0,0,0
122717,1.441,33.9
0,0,0
0,0,0
122719,1.441,33.9
0,0,0
0,0,0
122721,1.441,33.9
0,0,0
0,0,0
122723,1.441,33.9
0,0,0
0,0,0
122725,1.441,33.9
0,0,0
0,0,0
122727,1.442,33.8
0,0,0
0,0,0
122729,1.443,33.8
0,0,0
0,0,0
122731,1.444,33.8
0,0,0
0,0,0
122733,1.444,33.8
0,0,0
0,0,0
122735,1.444,33.8
0,0,0
0,0,0
122737,1.443,33.8
0,0,0
0,0,0
122739,1.443,33.8
0,0,0
0,0,0
122741,1.443,33.8
0,0,0
0,0,0
122743,1.442,33.8
0,0,0
0,0,0
122745,1.442,33.7
0,0,0
0,0,0
122747,1.442,33.7
0,0,0
0,0,0
122749,1.443,33.7
0,0,0
0,0,0
122751,1.443,33.7
0,0,0
0,0,0
122753,1.444,33.7
0,0,0
0,0,0
122755,1.445,33.7
0,0,0
0,0,0
122757,1.446,33.7
0,0,0
0,0,0
122759,1.446,33.7
0,0,0
0,0,0
122801,1.446,33.7
0,0,0
0,0,0
122803,1.446,33.6
0,0,0
0,0,0
122805,1.447,33.6
0,0,0
0,0,0
122807,1.446,33.6
0,0,0
0,0,0
122809,1.447,33.6
0,0,0
0,0,0
122811,1.448,33.6
0,0,0
0,0,0
122813,1.447,33.6
0,0,0
0,0,0
122815,1.447,33.6
0,0,0
0,0,0
122817,1.447,33.6
0,0,0
0,0,0
122819,1.447,33.5
0,0,0
0,0,0
122821,1.448,33.5
0,0,0
0,0,0
122823,1.448,33.5
0,0,0
0,0,0
122825,1.449,33.5
0,0,0
0,0,0
122827,1.45,33.5
0,0,0
0,0,0
122829,1.45,33.5
0,0,0
0,0,0
122831,1.45,33.5
0,0,0
0,0,0
122833,1.45,33.5
0,0,0
0,0,0
122835,1.45,33.5
0,0,0
0,0,0
122837,1.449,33.5
0,0,0
0,0,0
122839,1.449,33.4
0,0,0
0,0,0
122841,1.449,33.4
0,0,0
0,0,0
122843,1.45,33.4
0,0,0
0,0,0
122845,1.451,33.4
0,0,0
0,0,0
122847,1.451,33.4
0,0,0
0,0,0
122849,1.451,33.4
0,0,0
0,0,0
122851,1.451,33.4
0,0,0
0,0,0
122853,1.451,33.4
0,0,0
0,0,0
122855,1.451,33.4
0,0,0
0,0,0
122857,1.45,33.3
0,0,0
0,0,0
122859,1.452,33.3
0,0,0
0,0,0
122901,1.452,33.3
0,0,0
0,0,0
122903,1.453,33.3
0,0,0
0,0,0
122905,1.454,33.3
0,0,0
0,0,0
122907,1.454,33.3
0,0,0
0,0,0
122909,1.454,33.3
0,0,0
0,0,0
122911,1.453,33.3
0,0,0
0,0,0
122913,1.453,33.3
0,0,0
0,0,0
122915,1.452,33.3
0,0,0
0,0,0
122917,1.451,33.2
0,0,0
0,0,0
122919,1.453,33.2
0,0,0
0,0,0
122921,1.454,33.2
0,0,0
0,0,0
122923,1.456,33.2
0,0,0
0,0,0
122925,1.457,33.2
0,0,0
0,0,0
122927,1.455,33.2
0,0,0
0,0,0
122929,1.455,33.2
0,0,0
0,0,0
122931,1.455,33.2
0,0,0
0,0,0
122933,1.455,33.2
0,0,0
0,0,0
122935,1.455,33.2
0,0,0
0,0,0
122937,1.455,33.1
0,0,0
0,0,0
122939,1.454,33.1
0,0,0
0,0,0
122941,1.455,33.1
0,0,0
0,0,0
122943,1.454,33.1
0,0,0
0,0,0
122945,1.456,33.1
0,0,0
0,0,0
122947,1.457,33.1
0,0,0
0,0,0
122949,1.456,33.1
0,0,0
0,0,0
122951,1.457,33.1
0,0,0
0,0,0
122953,1.457,33.1
0,0,0
0,0,0
122955,1.457,33.1
0,0,0
0,0,0
122957,1.456,33
0,0,0
0,0,0
122959,1.457,33
0,0,0
0,0,0
123001,1.457,33
0,0,0
0,0,0
123003,1.458,33
0,0,0
0,0,0
123005,1.459,33
0,0,0
0,0,0
123007,1.459,33
0,0,0
0,0,0
123009,1.459,33
0,0,0
0,0,0
123011,1.459,33
0,0,0
0,0,0
123013,1.459,33
0,0,0
0,0,0
123015,1.459,32.9
0,0,0
0,0,0
