Time,"Conductivity, mS","Temperature, C"
16:27:59,0.779,24.5
0,0,0
0,0,0
16:28:01,0.78,24.5
0,0,0
0,0,0
16:28:03,0.78,24.5
0,0,0
0,0,0
16:28:05,0.78,24.5
0,0,0
0,0,0
16:28:07,0.78,24.5
0,0,0
0,0,0
16:28:09,0.781,24.5
0,0,0
0,0,0
16:28:11,0.781,24.5
0,0,0
0,0,0
16:28:13,0.781,24.6
0,0,0
0,0,0
16:28:15,0.782,24.5
0,0,0
0,0,0
16:28:17,0.782,24.6
0,0,0
0,0,0
16:28:19,0.783,24.6
0,0,0
0,0,0
16:28:21,0.783,24.6
0,0,0
0,0,0
16:28:23,0.783,24.6
0,0,0
0,0,0
16:28:25,0.783,24.6
0,0,0
0,0,0
16:28:27,0.783,24.6
0,0,0
0,0,0
16:28:29,0.783,24.6
0,0,0
0,0,0
16:28:31,0.784,24.6
0,0,0
0,0,0
16:28:33,0.784,24.6
0,0,0
0,0,0
16:28:35,0.785,24.6
0,0,0
0,0,0
16:28:37,0.785,24.6
0,0,0
0,0,0
16:28:39,0.785,24.6
0,0,0
0,0,0
16:28:41,0.785,24.6
0,0,0
0,0,0
16:28:43,0.785,24.6
0,0,0
0,0,0
16:28:45,0.786,24.6
0,0,0
0,0,0
16:28:47,0.786,24.6
0,0,0
0,0,0
16:28:49,0.786,24.6
0,0,0
0,0,0
16:28:51,0.787,24.6
0,0,0
0,0,0
16:28:53,0.787,24.6
0,0,0
0,0,0
16:28:55,0.787,24.6
0,0,0
0,0,0
16:28:57,0.788,24.6
0,0,0
0,0,0
16:28:59,0.788,24.6
0,0,0
0,0,0
16:29:01,0.788,24.6
0,0,0
0,0,0
16:29:03,0.788,24.6
0,0,0
0,0,0
16:29:05,0.789,24.6
0,0,0
0,0,0
16:29:07,0.789,24.6
0,0,0
0,0,0
16:29:09,0.789,24.6
0,0,0
0,0,0
16:29:11,0.79,24.6
0,0,0
0,0,0
16:29:13,0.79,24.6
0,0,0
0,0,0
16:29:15,0.791,24.6
0,0,0
0,0,0
16:29:17,0.792,24.6
0,0,0
0,0,0
16:29:19,0.793,24.6
0,0,0
0,0,0
16:29:21,0.793,24.6
0,0,0
0,0,0
16:29:23,0.795,24.6
0,0,0
0,0,0
16:29:25,0.795,24.6
0,0,0
0,0,0
16:29:27,0.796,24.6
0,0,0
0,0,0
16:29:29,0.796,24.6
0,0,0
0,0,0
16:29:31,0.797,24.6
0,0,0
0,0,0
16:29:33,0.797,24.6
0,0,0
0,0,0
16:29:35,0.797,24.6
0,0,0
0,0,0
16:29:37,0.797,24.6
0,0,0
0,0,0
16:29:39,0.797,24.6
0,0,0
0,0,0
16:29:41,0.797,24.6
0,0,0
0,0,0
16:29:43,0.798,24.6
0,0,0
0,0,0
16:29:45,0.798,24.6
0,0,0
0,0,0
16:29:47,0.799,24.6
0,0,0
0,0,0
16:29:49,0.799,24.6
0,0,0
0,0,0
16:29:51,0.799,24.6
0,0,0
0,0,0
16:29:53,0.8,24.6
0,0,0
0,0,0
16:29:55,0.8,24.6
0,0,0
0,0,0
16:29:57,0.801,24.6
0,0,0
0,0,0
16:29:59,0.801,24.6
0,0,0
0,0,0
16:30:01,0.801,24.6
0,0,0
0,0,0
16:30:03,0.801,24.6
0,0,0
0,0,0
16:30:05,0.802,24.6
0,0,0
0,0,0
16:30:07,0.803,24.6
0,0,0
0,0,0
16:30:09,0.804,24.6
0,0,0
0,0,0
16:30:11,0.805,24.7
0,0,0
0,0,0
16:30:13,0.805,24.7
0,0,0
0,0,0
16:30:15,0.804,24.7
0,0,0
0,0,0
16:30:17,0.804,24.7
0,0,0
0,0,0
16:30:19,0.804,24.7
0,0,0
0,0,0
16:30:21,0.804,24.7
0,0,0
0,0,0
16:30:23,0.804,24.7
0,0,0
0,0,0
16:30:25,0.804,24.7
0,0,0
0,0,0
16:30:27,0.805,24.7
0,0,0
0,0,0
16:30:29,0.805,24.7
0,0,0
0,0,0
16:30:31,0.805,24.7
0,0,0
0,0,0
16:30:33,0.805,24.7
0,0,0
0,0,0
16:30:35,0.805,24.7
0,0,0
0,0,0
16:30:37,0.805,24.7
0,0,0
0,0,0
16:30:39,0.806,24.7
0,0,0
0,0,0
16:30:41,0.806,24.7
0,0,0
0,0,0
16:30:43,0.806,24.7
0,0,0
0,0,0
16:30:45,0.806,24.7
0,0,0
0,0,0
16:30:47,0.807,24.7
0,0,0
0,0,0
16:30:49,0.807,24.7
0,0,0
0,0,0
16:30:51,0.807,24.7
0,0,0
0,0,0
16:30:53,0.808,24.7
0,0,0
0,0,0
16:30:55,0.808,24.7
0,0,0
0,0,0
16:30:57,0.808,24.7
0,0,0
0,0,0
16:30:59,0.808,24.7
0,0,0
0,0,0
16:31:01,0.808,24.7
0,0,0
0,0,0
16:31:03,0.808,24.7
0,0,0
0,0,0
16:31:05,0.809,24.7
0,0,0
0,0,0
16:31:07,0.809,24.7
0,0,0
0,0,0
16:31:09,0.809,24.7
0,0,0
0,0,0
16:31:11,0.809,24.7
0,0,0
0,0,0
16:31:13,0.809,24.7
0,0,0
0,0,0
16:31:15,0.809,24.7
0,0,0
0,0,0
16:31:17,0.809,24.7
0,0,0
0,0,0
16:31:19,0.81,24.7
0,0,0
0,0,0
16:31:21,0.81,24.7
0,0,0
0,0,0
16:31:23,0.81,24.7
0,0,0
0,0,0
16:31:25,0.811,24.7
0,0,0
0,0,0
16:31:27,0.811,24.7
0,0,0
0,0,0
16:31:29,0.811,24.7
0,0,0
0,0,0
16:31:31,0.812,24.7
0,0,0
0,0,0
16:31:33,0.812,24.7
0,0,0
0,0,0
16:31:35,0.812,24.7
0,0,0
0,0,0
16:31:37,0.813,24.7
0,0,0
0,0,0
16:31:39,0.813,24.7
0,0,0
0,0,0
16:31:41,0.813,24.7
0,0,0
0,0,0
16:31:43,0.814,24.7
0,0,0
0,0,0
16:31:45,0.814,24.7
0,0,0
0,0,0
16:31:47,0.814,24.7
0,0,0
0,0,0
16:31:49,0.814,24.7
0,0,0
0,0,0
16:31:51,0.814,24.7
0,0,0
0,0,0
16:31:53,0.814,24.7
0,0,0
0,0,0
16:31:55,0.814,24.7
0,0,0
0,0,0
16:31:57,0.815,24.7
0,0,0
0,0,0
16:31:59,0.815,24.7
0,0,0
0,0,0
16:32:01,0.815,24.7
0,0,0
0,0,0
16:32:03,0.815,24.7
0,0,0
0,0,0
16:32:05,0.815,24.7
0,0,0
0,0,0
16:32:07,0.816,24.7
0,0,0
0,0,0
16:32:09,0.816,24.7
0,0,0
0,0,0
16:32:11,0.816,24.7
0,0,0
0,0,0
16:32:13,0.817,24.7
0,0,0
0,0,0
16:32:15,0.817,24.7
0,0,0
0,0,0
16:32:17,0.817,24.7
0,0,0
0,0,0
16:32:19,0.817,24.7
0,0,0
0,0,0
16:32:21,0.817,24.7
0,0,0
0,0,0
16:32:23,0.817,24.7
0,0,0
0,0,0
16:32:25,0.817,24.7
0,0,0
0,0,0
16:32:27,0.818,24.7
0,0,0
0,0,0
16:32:29,0.818,24.7
0,0,0
0,0,0
16:32:31,0.818,24.7
0,0,0
0,0,0
16:32:33,0.818,24.7
0,0,0
0,0,0
16:32:35,0.818,24.7
0,0,0
0,0,0
16:32:37,0.818,24.7
0,0,0
0,0,0
16:32:39,0.818,24.7
0,0,0
0,0,0
16:32:41,0.818,24.7
0,0,0
0,0,0
16:32:43,0.819,24.7
0,0,0
0,0,0
16:32:45,0.819,24.7
0,0,0
0,0,0
16:32:47,0.82,24.7
0,0,0
0,0,0
16:32:49,0.82,24.7
0,0,0
0,0,0
16:32:51,0.82,24.7
0,0,0
0,0,0
16:32:53,0.82,24.7
0,0,0
0,0,0
16:32:55,0.82,24.7
0,0,0
0,0,0
16:32:57,0.82,24.7
0,0,0
0,0,0
16:32:59,0.82,24.7
0,0,0
0,0,0
16:33:01,0.821,24.7
0,0,0
0,0,0
16:33:03,0.821,24.7
0,0,0
0,0,0
16:33:05,0.821,24.7
0,0,0
0,0,0
16:33:07,0.821,24.7
0,0,0
0,0,0
16:33:09,0.821,24.7
0,0,0
0,0,0
16:33:11,0.821,24.7
0,0,0
0,0,0
16:33:13,0.822,24.7
0,0,0
0,0,0
16:33:15,0.822,24.7
0,0,0
0,0,0
16:33:17,0.823,24.7
0,0,0
0,0,0
16:33:19,0.823,24.7
0,0,0
0,0,0
16:33:21,0.823,24.7
0,0,0
0,0,0
16:33:23,0.824,24.7
0,0,0
0,0,0
16:33:25,0.824,24.7
0,0,0
0,0,0
16:33:27,0.824,24.7
0,0,0
0,0,0
16:33:29,0.825,24.7
0,0,0
0,0,0
16:33:31,0.825,24.7
0,0,0
0,0,0
16:33:33,0.826,24.7
0,0,0
0,0,0
16:33:35,0.826,24.7
0,0,0
0,0,0
16:33:37,0.826,24.7
0,0,0
0,0,0
16:33:39,0.826,24.7
0,0,0
0,0,0
16:33:41,0.826,24.7
0,0,0
0,0,0
16:33:43,0.827,24.7
0,0,0
0,0,0
16:33:45,0.827,24.7
0,0,0
0,0,0
16:33:47,0.828,24.7
0,0,0
0,0,0
16:33:49,0.828,24.7
0,0,0
0,0,0
16:33:51,0.828,24.7
0,0,0
0,0,0
16:33:53,0.828,24.7
0,0,0
0,0,0
16:33:55,0.828,24.7
0,0,0
0,0,0
16:33:57,0.828,24.7
0,0,0
0,0,0
16:33:59,0.829,24.7
0,0,0
0,0,0
16:34:01,0.829,24.7
0,0,0
0,0,0
16:34:03,0.83,24.7
0,0,0
0,0,0
16:34:05,0.83,24.7
0,0,0
0,0,0
16:34:07,0.831,24.7
0,0,0
0,0,0
16:34:09,0.831,24.7
0,0,0
0,0,0
16:34:11,0.831,24.7
0,0,0
0,0,0
16:34:13,0.832,24.7
0,0,0
0,0,0
16:34:15,0.832,24.7
0,0,0
0,0,0
16:34:17,0.832,24.7
0,0,0
0,0,0
16:34:19,0.832,24.7
0,0,0
0,0,0
16:34:21,0.832,24.7
0,0,0
0,0,0
16:34:23,0.833,24.7
0,0,0
0,0,0
16:34:25,0.833,24.7
0,0,0
0,0,0
16:34:27,0.834,24.7
0,0,0
0,0,0
16:34:29,0.835,24.7
0,0,0
0,0,0
16:34:31,0.835,24.7
0,0,0
0,0,0
16:34:33,0.835,24.7
0,0,0
0,0,0
16:34:35,0.835,24.7
0,0,0
0,0,0
16:34:37,0.835,24.7
0,0,0
0,0,0
16:34:39,0.835,24.7
0,0,0
0,0,0
16:34:41,0.835,24.7
0,0,0
0,0,0
16:34:43,0.835,24.7
0,0,0
0,0,0
16:34:45,0.836,24.7
0,0,0
0,0,0
16:34:47,0.836,24.7
0,0,0
0,0,0
16:34:49,0.836,24.7
0,0,0
0,0,0
16:34:51,0.837,24.7
0,0,0
0,0,0
16:34:53,0.837,24.7
0,0,0
0,0,0
16:34:55,0.837,24.7
0,0,0
0,0,0
16:34:57,0.837,24.7
0,0,0
0,0,0
16:34:59,0.837,24.7
0,0,0
0,0,0
16:35:01,0.837,24.7
0,0,0
0,0,0
16:35:03,0.837,24.7
0,0,0
0,0,0
16:35:05,0.837,24.7
0,0,0
0,0,0
16:35:07,0.837,24.7
0,0,0
0,0,0
16:35:09,0.837,24.7
0,0,0
0,0,0
16:35:11,0.837,24.7
0,0,0
0,0,0
16:35:13,0.838,24.7
0,0,0
0,0,0
16:35:15,0.838,24.7
0,0,0
0,0,0
16:35:17,0.838,24.6
0,0,0
0,0,0
16:35:19,0.839,24.6
0,0,0
0,0,0
16:35:21,0.84,24.6
0,0,0
0,0,0
16:35:23,0.841,24.6
0,0,0
0,0,0
16:35:25,0.843,24.6
0,0,0
0,0,0
16:35:27,0.843,24.7
0,0,0
0,0,0
16:35:29,0.844,24.6
0,0,0
0,0,0
16:35:31,0.844,24.6
0,0,0
0,0,0
16:35:33,0.844,24.6
0,0,0
0,0,0
16:35:35,0.844,24.6
0,0,0
0,0,0
16:35:37,0.844,24.6
0,0,0
0,0,0
16:35:39,0.844,24.6
0,0,0
0,0,0
16:35:41,0.844,24.6
0,0,0
0,0,0
16:35:43,0.845,24.6
0,0,0
0,0,0
16:35:45,0.845,24.6
0,0,0
0,0,0
16:35:47,0.845,24.6
0,0,0
0,0,0
16:35:49,0.845,24.6
0,0,0
0,0,0
16:35:51,0.845,24.6
0,0,0
0,0,0
16:35:53,0.845,24.6
0,0,0
0,0,0
16:35:55,0.845,24.6
0,0,0
0,0,0
16:35:57,0.845,24.6
0,0,0
0,0,0
16:35:59,0.845,24.6
0,0,0
0,0,0
16:36:01,0.845,24.6
0,0,0
0,0,0
16:36:03,0.845,24.6
0,0,0
0,0,0
16:36:05,0.845,24.6
0,0,0
0,0,0
16:36:07,0.845,24.6
0,0,0
0,0,0
16:36:09,0.845,24.6
0,0,0
0,0,0
16:36:11,0.845,24.6
0,0,0
0,0,0
16:36:13,0.845,24.6
0,0,0
0,0,0
16:36:15,0.845,24.6
0,0,0
0,0,0
16:36:17,0.846,24.6
0,0,0
0,0,0
16:36:19,0.846,24.6
0,0,0
0,0,0
16:36:21,0.846,24.6
0,0,0
0,0,0
16:36:23,0.846,24.6
0,0,0
0,0,0
16:36:25,0.846,24.6
0,0,0
0,0,0
16:36:27,0.846,24.6
0,0,0
0,0,0
16:36:29,0.846,24.6
0,0,0
0,0,0
16:36:31,0.846,24.6
0,0,0
0,0,0
16:36:33,0.846,24.6
0,0,0
0,0,0
16:36:35,0.846,24.6
0,0,0
