Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1
12:11:54,0.00,0.00,23.25
12:11:55,0.00,0.00,23.75
12:11:56,0.00,0.00,24.00
12:11:57,0.00,0.00,23.50
12:11:58,0.00,0.00,23.75
12:11:59,0.00,0.00,23.25
12:12:00,0.00,0.00,23.75
12:12:01,0.00,0.00,23.50
12:12:02,0.00,0.00,23.50
12:12:03,0.00,0.00,23.75
12:12:04,0.00,0.00,24.00
12:12:05,0.00,0.00,24.00
12:12:06,0.00,0.00,24.00
12:12:07,0.00,0.00,24.00
12:12:08,0.00,0.00,23.75
12:12:08,0.00,0.00,23.75
12:12:09,0.00,0.00,24.00
12:12:10,0.00,0.00,23.75
12:12:11,0.00,0.00,24.00
12:12:12,0.00,0.00,23.75
12:12:13,0.00,0.00,24.00
12:12:14,0.00,0.00,24.00
12:12:15,0.00,0.00,24.00
12:12:16,0.00,0.00,23.75
12:12:17,0.00,0.00,24.25
12:12:18,0.00,0.00,24.25
12:12:19,0.00,0.00,23.75
12:12:20,0.00,0.00,23.75
12:12:21,0.00,0.00,23.75
12:12:22,0.00,0.00,24.25
12:12:23,0.00,0.00,23.50
12:12:24,0.00,0.00,23.75
12:12:25,0.00,0.00,24.00
12:12:26,0.00,0.00,24.25
12:12:27,0.00,0.00,23.75
12:12:28,0.00,0.00,24.00
12:12:29,0.00,0.00,24.25
12:12:30,0.00,0.00,24.25
12:12:31,0.00,0.00,23.75
12:12:32,0.00,0.00,24.00
12:12:33,0.00,0.00,23.50
12:12:34,0.00,0.00,23.75
12:12:35,0.00,0.00,23.75
12:12:36,0.00,0.00,23.50
12:12:37,0.00,0.00,23.50
12:12:38,0.00,0.00,24.00
12:12:39,0.00,0.00,24.00
12:12:40,0.00,0.00,24.25
12:12:41,0.00,0.00,23.75
12:12:42,0.00,0.00,24.00
12:12:43,0.00,0.00,23.75
12:12:44,0.00,0.00,23.75
12:12:45,0.00,0.00,23.75
12:12:46,0.00,0.00,24.25
12:12:47,0.00,0.00,24.00
12:12:48,0.00,0.00,23.75
12:12:49,0.00,0.00,24.00
12:12:50,0.00,0.00,24.25
12:12:51,0.00,0.00,23.75
12:12:52,0.00,0.00,23.75
12:12:52,0.00,0.00,23.50
12:12:53,0.00,0.00,24.00
12:12:54,0.00,0.00,24.00
12:12:55,0.00,0.00,24.25
12:12:56,0.00,0.00,23.75
12:12:57,0.00,0.00,24.00
12:12:58,0.00,0.00,24.25
12:12:59,0.00,0.00,24.00
12:13:00,0.00,0.00,24.00
12:13:01,0.00,0.00,24.50
12:13:02,0.00,0.00,23.50
12:13:03,0.00,0.00,24.00
12:13:04,0.00,0.00,23.50
12:13:05,0.00,0.00,23.50
12:13:06,0.00,0.00,24.00
12:13:07,0.00,0.00,24.25
12:13:08,0.00,0.00,23.75
12:13:09,0.00,0.00,24.25
12:13:10,0.00,0.00,24.00
12:13:11,0.00,0.00,24.25
12:13:12,0.00,0.00,24.00
12:13:13,0.00,0.00,24.25
12:13:14,0.00,0.00,23.75
12:13:15,0.00,0.00,24.25
12:13:16,0.00,0.00,24.00
12:13:17,0.00,0.00,24.50
12:13:18,0.00,0.00,24.25
12:13:19,0.00,0.00,24.25
12:13:20,0.00,0.00,24.25
12:13:21,0.00,0.00,23.75
12:13:22,0.00,0.00,24.00
12:13:23,0.00,0.00,24.25
12:13:24,0.00,0.00,24.00
12:13:25,0.00,0.00,24.00
12:13:26,0.00,0.00,24.00
12:13:27,0.00,0.00,24.00
12:13:28,0.00,0.00,23.75
12:13:29,0.00,0.00,24.25
12:13:30,0.00,0.00,23.75
12:13:31,0.00,0.00,23.50
12:13:32,0.00,0.00,24.00
12:13:33,0.00,0.00,23.75
12:13:34,0.00,0.00,24.25
12:13:35,0.00,0.00,24.00
12:13:35,0.00,0.00,24.25
