Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1
11:12:26,0.00,0.00,18.50
11:12:27,0.00,0.00,17.50
11:12:28,0.00,0.00,18.25
11:12:29,0.00,0.00,17.50
11:12:30,0.00,0.00,17.00
11:12:31,0.00,0.00,17.50
11:12:32,0.00,0.00,18.00
11:12:33,0.00,0.00,17.50
11:12:34,0.00,0.00,17.00
11:12:35,0.00,0.00,17.75
11:12:36,0.00,0.00,18.00
11:12:37,0.00,0.00,17.50
11:12:38,0.00,0.00,17.25
11:12:39,0.00,0.00,17.75
11:12:40,0.00,0.00,18.00
11:12:41,0.00,0.00,17.50
11:12:42,0.00,0.00,17.25
11:12:43,0.00,0.00,17.75
11:12:44,0.00,0.00,18.00
11:12:45,0.00,0.00,17.50
11:12:46,0.00,0.00,17.25
11:12:47,0.00,0.00,17.25
11:12:48,0.00,0.00,17.75
11:12:49,0.00,0.00,17.25
11:12:50,0.00,0.00,17.25
11:12:51,0.00,0.00,18.25
11:12:52,0.00,0.00,18.00
11:12:53,0.00,0.00,17.75
11:12:54,0.00,0.00,17.25
11:12:55,0.00,0.00,17.50
11:12:56,0.00,0.00,17.75
11:12:57,0.00,0.00,17.75
11:12:58,0.00,0.00,17.00
11:12:59,0.00,0.00,18.00
11:13:00,0.00,0.00,17.75
11:13:01,0.00,0.00,17.75
11:13:02,0.00,0.00,17.50
11:13:03,0.00,0.00,17.25
11:13:03,0.00,0.00,17.75
11:13:04,0.00,0.00,18.00
11:13:05,0.00,0.00,17.00
11:13:06,0.00,0.00,16.50
11:13:07,0.00,0.00,17.75
11:13:08,0.00,0.00,18.00
11:13:09,0.00,0.00,18.00
11:13:10,0.00,0.00,17.75
11:13:11,0.00,0.00,17.50
11:13:12,0.00,0.00,18.00
11:13:13,0.00,0.00,18.00
11:13:14,0.00,0.00,17.75
11:13:15,0.00,0.00,17.00
11:13:16,0.00,0.00,18.00
11:13:17,0.00,0.00,18.50
11:13:18,0.00,0.00,17.75
11:13:19,0.00,0.00,17.75
11:13:20,0.00,0.00,17.25
11:13:21,0.00,0.00,17.50
11:13:22,0.00,0.00,18.00
11:13:23,0.00,0.00,18.50
11:13:24,0.00,0.00,17.75
11:13:25,0.00,0.00,17.75
11:13:26,0.00,0.00,18.00
11:13:27,0.00,0.00,18.50
11:13:28,0.00,0.00,17.75
11:13:29,0.00,0.00,17.00
11:13:30,0.00,0.00,17.75
11:13:31,0.00,0.00,18.25
11:13:32,49.76,57.08,18.25
11:13:33,118.00,137.61,17.50
11:13:34,132.40,155.26,17.25
11:13:35,132.70,155.61,17.25
11:13:36,132.30,153.44,17.75
11:13:37,126.70,146.94,17.75
11:13:38,122.30,141.84,17.75
11:13:39,128.80,151.89,17.00
11:13:40,133.80,154.33,18.00
11:13:41,131.10,148.77,18.75
11:13:42,135.50,155.43,18.25
11:13:43,140.20,161.71,18.00
11:13:44,146.40,171.68,17.25
11:13:45,148.60,171.40,18.00
11:13:46,151.30,172.62,18.50
11:13:46,157.50,180.67,18.25
11:13:47,160.60,185.24,18.00
11:13:48,162.30,190.33,17.25
11:13:49,164.50,189.73,18.00
11:13:50,169.00,193.86,18.25
11:13:51,188.00,214.49,18.50
11:13:52,185.80,215.48,17.75
11:13:53,187.90,216.72,18.00
11:13:54,189.00,217.99,18.00
11:13:55,197.00,223.55,18.75
11:13:56,200.80,231.60,18.00
11:13:57,201.40,231.03,18.25
11:13:58,205.40,236.91,18.00
11:13:59,209.90,240.78,18.25
11:14:00,211.60,240.11,18.75
11:14:01,216.70,249.94,18.00
11:14:02,220.50,255.73,17.75
11:14:03,222.70,256.86,18.00
11:14:04,228.30,263.32,18.00
11:14:05,230.80,263.32,18.50
11:14:06,233.60,267.97,18.25
11:14:07,233.40,272.19,17.50
11:14:08,238.90,275.55,18.00
11:14:09,243.20,277.47,18.50
11:14:10,245.80,280.43,18.50
11:14:11,249.20,285.86,18.25
11:14:12,252.00,290.66,18.00
11:14:13,255.30,294.46,18.00
11:14:14,257.10,291.74,18.75
11:14:15,263.60,299.12,18.75
11:14:16,266.90,312.99,17.25
11:14:17,273.20,315.11,18.00
11:14:18,277.20,317.98,18.25
11:14:19,281.20,322.57,18.25
11:14:20,282.90,324.52,18.25
11:14:21,288.20,332.41,18.00
11:14:22,291.90,338.53,17.75
11:14:23,296.40,340.01,18.25
11:14:24,299.20,341.36,18.50
11:14:25,302.30,344.89,18.50
11:14:26,305.10,351.90,18.00
11:14:27,306.40,355.35,17.75
11:14:28,310.40,352.23,18.75
11:14:29,313.40,357.56,18.50
11:14:29,315.80,366.25,17.75
11:14:30,317.70,366.44,18.00
11:14:31,321.90,367.26,18.50
11:14:32,324.80,370.56,18.50
11:14:33,329.00,373.33,18.75
11:14:34,331.90,378.67,18.50
11:14:35,337.20,388.93,18.00
11:14:36,340.20,392.39,18.00
11:14:37,345.10,393.73,18.50
11:14:38,349.20,398.40,18.50
11:14:39,351.50,401.03,18.50
11:14:40,356.30,408.72,18.25
11:14:41,358.60,409.13,18.50
11:14:42,362.20,411.01,18.75
11:14:43,364.60,415.97,18.50
11:14:44,368.20,422.37,18.25
11:14:45,371.90,428.95,18.00
11:14:46,375.10,427.95,18.50
11:14:47,377.50,428.37,18.75
11:14:48,380.90,432.23,18.75
11:14:49,384.00,447.81,17.50
11:14:50,387.60,444.62,18.25
11:14:51,389.50,441.99,18.75
11:14:52,394.00,447.09,18.75
11:14:53,396.90,452.82,18.50
11:14:54,400.10,461.48,18.00
11:14:55,403.20,457.53,18.75
11:14:56,405.50,457.67,19.00
11:14:57,409.10,464.23,18.75
11:14:58,411.60,472.15,18.25
11:14:59,415.40,479.12,18.00
11:15:00,418.60,475.01,18.75
11:15:01,421.90,478.75,18.75
11:15:02,425.40,487.98,18.25
11:15:03,428.20,491.20,18.25
11:15:04,431.10,491.84,18.50
11:15:05,434.90,493.50,18.75
11:15:06,438.10,494.47,19.00
11:15:07,440.70,497.40,19.00
11:15:08,444.40,509.78,18.25
11:15:09,448.60,523.15,17.50
11:15:10,451.90,510.05,19.00
11:15:11,455.00,516.31,18.75
11:15:12,457.50,519.15,18.75
11:15:12,460.70,528.48,18.25
11:15:13,463.30,528.58,18.50
11:15:14,466.30,532.00,18.50
11:15:15,468.70,526.19,19.25
